,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,sock,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.8033474,1.1279478,1.1050426,0.9814375,0.927172,1.166556,0.968791,1.1530259,1.0071864,0.8744797,1.1348518,0.8915962,0.70325905,0.8219042,0.9371444,1.083323,1.2901474,1.2766998,1.2341844,0.9614631,0.95477694,1.1650417,1.1084491,1.0602943,1.3076471,1.0757909,0.94811326,1.2263992,1.1274186,1.0031883,0.9621197,1.1620771,0.9978478,0.8542084,0.93102795,1.1856782,0.8959991,1.18825,0.94250584,0.88554,1.1264144,1.1246111,0.99312174,0.97292733,0.90509355,0.97724146,0.81244564,1.0422308,1.035499,0.7434586,1.0826011,1.0596586,0.7704483,0.96191,0.95697165,1.1789052,0.90886056,1.030984,0.94816333,0.9621912,0.95394903,1.200872,0.8987696,0.8493363,1.0054389,1.1199307,0.8754331,1.0940005,0.96011096,1.2291557,1.0864168,0.9624177,0.985181,0.6416463,1.1667917,0.8156842,0.97096735,1.3140365,1.0566719,0.9078702,0.8563371,1.0804935,0.0,0.8862529,0.8616214,1.2622163,1.185692,1.2185694,1.0581319,1.038556,0.832329,1.1249355,1.1443552,0.7167517,1.1434964,1.2576169,0.9409439,0.98620075,0.85381436,0.88486415,1.0614729,0.94269824,0.9779084,0.75852877,1.1928278,1.024124,1.3007867,1.1568689,1.0408158,0.90728295,1.1300831,0.99711615,0.9455011,1.0076357,1.0058572,1.1018264,1.169697,1.2909629,0.8051325,0.82968783,0.93738884,0.9775448,1.2680424,1.0244019,1.1035929
pajamas,0.46055192,1.0365165,1.3481055,0.5135554,1.1256479,1.4140306,1.4094653,1.3296121,0.742177,0.34788,1.410938,0.44293725,0.32206154,1.2692305,0.45990682,1.2186918,1.3866113,1.483968,1.4227296,0.95714,1.3674299,1.1386765,1.2558479,1.3868984,1.5094339,1.2182878,0.8630402,1.2366511,1.5895832,0.81297344,0.65728843,1.2336938,0.81742716,0.36080086,0.8361033,1.5575696,0.510839,1.5342067,0.9766228,0.4764912,1.1701946,1.233796,0.33225632,1.248473,1.3033955,0.96731496,0.6331289,1.043982,1.3932252,0.80529654,1.0744178,0.81995535,1.2137078,0.8604685,1.2418677,0.8935799,0.7409867,1.0724608,0.55379254,1.182593,0.6864252,1.2450439,0.6159899,0.8080427,0.60515404,1.303885,0.37584996,0.92627084,0.6529673,1.4886541,1.1465569,0.88227,0.7529614,0.614158,1.1583374,0.96830815,0.9847049,1.4945588,1.2095491,1.2682906,1.3375902,1.0158603,0.8862529,0.0,0.48977065,1.2302521,1.5383526,1.434915,0.6974541,1.3734351,1.2340908,1.1798345,1.1802638,1.0060592,1.153439,1.2964603,0.9001372,0.8063218,1.1921965,0.49127555,1.2150557,0.29466498,0.7176385,0.74088544,1.1029916,1.0476525,1.5067726,1.4552431,1.055271,1.1741637,1.1451759,1.0947332,0.26626283,0.57991,1.4424553,1.2509906,1.1968696,1.5329723,1.167903,0.8734999,0.66346836,1.0341182,1.4413824,1.4455669,0.7855853
pants,0.50476736,1.054278,1.3857036,0.68057406,1.1572611,1.4062889,1.2669542,1.3204489,0.81787056,0.5964349,1.3262763,0.41825223,0.7418827,1.1084433,0.5058957,1.1453599,1.4232048,1.4471896,1.5123208,0.9514692,1.2026026,1.064873,1.3429801,1.256943,1.2652569,1.1251135,0.803138,1.0208445,1.4858222,0.8009347,0.55860674,1.3166234,0.89614254,0.47095996,0.89203227,1.4919503,0.8135061,1.5010757,0.92640907,0.9418693,1.0749028,1.1649308,0.5224234,1.1184613,1.1181327,0.8204415,0.89158696,1.0244895,1.3351779,0.977423,0.9296612,1.0142825,1.1677493,1.0062186,1.1309263,0.9199078,0.83642006,1.2637815,0.695831,1.1406537,0.7865931,1.3523469,0.55848825,0.7381317,0.30975866,1.3732994,0.2263245,1.0910546,0.6277808,1.391432,0.8435769,0.89364654,0.79800856,0.79701346,1.0902803,0.99028146,1.0365764,1.3293879,1.1233295,1.1176616,1.231018,0.8733846,0.8616214,0.48977065,0.0,1.2876048,1.4688294,1.4364159,0.6985065,1.2070081,1.0771264,1.3401761,1.164596,1.0094427,1.03422,1.3280663,0.834682,0.85087705,1.1142803,0.56750596,1.184809,0.4783361,0.8321005,0.70362175,1.1124483,1.0304313,1.4162178,1.37993,1.0778348,0.97267646,1.2731937,1.1490284,0.41782266,0.7097464,1.504193,1.1769828,1.2676829,1.2985368,1.3352942,1.065496,0.81744003,0.9673551,1.2436078,1.3789,0.9050466
paper,1.1599904,0.93077064,0.9784523,1.1048429,0.9922416,0.9360744,1.0415297,0.86307716,0.87751985,1.0925758,1.0283072,1.1146603,1.0781118,0.94170624,1.0919335,0.9554627,0.29440427,0.9021415,0.73526543,0.8905606,1.1733913,0.81749594,0.8088036,1.0156296,0.88447016,1.0997715,1.2319653,0.9018782,0.8655312,1.0207663,1.1169809,0.6789331,1.0280005,1.1801643,0.9630271,1.0414829,0.9813203,0.8804695,1.0549668,1.0257474,0.72450966,0.6286619,1.116409,1.0469607,1.1259242,1.1969926,1.083222,1.1680079,1.0354811,1.0639716,1.045816,0.9828092,0.9726712,1.0256768,1.1495758,0.98549765,1.105667,0.8383336,1.2033861,0.9796265,1.1485252,0.9679517,1.3071377,1.073157,1.145709,0.97810376,1.2379222,1.0334113,1.0640795,0.72869366,1.0596942,1.1503029,1.117531,1.1958199,0.8145876,1.1431632,1.0876168,0.65270925,1.104321,1.1974838,1.1026977,0.7501277,1.2622163,1.2302521,1.2876048,0.0,1.0016459,1.0015022,1.0270001,1.0821826,0.9764143,0.74218845,0.9408771,1.108957,0.874206,0.6637788,0.87050533,0.96218747,0.91949034,1.2126434,1.0517514,1.2153578,1.064546,1.176995,0.7977623,0.91041243,0.85410786,1.0417196,0.9193344,1.0924995,0.90241694,0.76913995,1.1890781,0.96245664,0.7832773,1.0624028,0.9998114,0.8802612,0.98625064,1.0217065,1.1152813,1.116313,0.93140775,0.98792654,0.92914736
pen,1.5777972,0.9102886,0.57430416,1.3536267,1.0952499,0.5160791,0.6737226,0.7621638,1.4064362,1.5997719,0.39455736,1.5345865,1.418338,0.91287297,1.5035107,0.83929896,0.7055472,0.53071886,0.7048847,1.1155365,0.5688946,0.9449258,0.96183956,0.60859597,0.48636943,0.77241874,1.254796,0.81487375,0.4816181,1.3328058,1.358896,0.9600712,1.0786499,1.5292222,1.2369769,0.13050622,1.4914105,0.54782236,1.1930763,1.3162601,1.0469325,0.89194554,1.4229069,0.69510525,0.7175329,1.0867596,1.243761,0.70936984,0.4712543,1.2670692,0.7829441,1.1099484,0.99574685,1.30771,0.5027337,0.93451613,1.2787011,0.98284507,1.3382823,0.8770297,1.0844723,0.63123107,1.3618628,1.196342,1.3766687,0.78478056,1.4797696,0.8667378,1.4670429,0.5776305,0.7925297,1.1604805,1.2320106,1.3721979,0.9106488,1.1134671,0.8033822,0.46385062,0.5239166,0.5950818,0.670285,1.2417506,1.185692,1.5383526,1.4688294,1.0016459,0.0,0.13111508,1.1547184,0.54321253,0.85283196,0.90353465,0.91693044,1.0348904,0.9054132,0.8410857,1.3749324,1.2800293,1.0532706,1.396149,0.75368476,1.4211476,1.3033526,1.1453131,0.9785794,1.1708968,0.46444297,0.35431826,1.1147895,0.77058816,0.8865153,1.1422373,1.4927704,1.47567,0.70236826,0.5357986,0.45075858,0.41478598,0.93939424,1.044261,1.270561,1.0591705,0.6374939,0.49483198,1.2999773
pencil,1.4787891,0.8427565,0.7310462,1.2696946,1.0575491,0.7320016,0.697804,0.806474,1.3738666,1.553662,0.6776695,1.5105441,1.3324578,0.9312821,1.4556179,0.9435117,0.73736334,0.70507133,0.792783,1.2085756,0.6448132,0.8441647,0.97980535,0.71789336,0.64505816,0.89160544,1.2699331,0.8317642,0.66329485,1.3215868,1.30758,0.92256,1.0024451,1.4883103,1.204454,0.29367936,1.4272944,0.6412467,1.1701274,1.2049294,1.0996403,0.8963219,1.322308,0.8899113,0.838398,1.1056612,1.2168219,0.68846726,0.66893786,1.1501908,0.7825564,0.92751706,0.95883083,1.2356734,0.6571791,0.83261824,1.2184329,0.8647913,1.293839,0.9041678,0.9427322,0.76487267,1.3320792,1.110227,1.3310047,0.7738383,1.3870213,0.7425082,1.3994682,0.6757757,0.8028053,1.1187501,1.1055808,1.3083742,0.8079448,1.1690463,0.78105533,0.6506282,0.5684358,0.7722614,0.7852425,1.2515874,1.2185694,1.434915,1.4364159,1.0015022,0.13111508,0.0,1.1566284,0.67822355,0.8873619,0.8835889,0.8446975,1.0309033,0.9432114,0.8506342,1.3264688,1.2157037,1.0382441,1.2881737,0.7288897,1.3672507,1.2351632,1.1182162,0.83459926,1.1338375,0.6819397,0.5973363,1.1460248,0.7906289,0.74985707,1.1244885,1.4119825,1.360466,0.76106256,0.600464,0.35390788,0.54974914,0.9383995,1.0915987,1.2106905,1.0950084,0.7318193,0.5638814,1.2688831
pillow,0.85224265,0.9490877,1.2780741,0.8941187,1.1063246,1.1849347,1.2702565,0.953161,1.1224402,0.5701563,1.041152,0.43057442,0.7456707,1.1302708,0.2861582,1.0827055,1.0719594,1.2742665,1.2232351,0.88179135,1.1028596,1.1542087,1.1222826,1.1223689,1.0721462,0.8896826,0.7946174,0.92631775,1.2437453,1.0683546,0.8889529,1.2732499,0.8717096,0.5161027,0.97490627,1.2161267,0.8411932,1.2394291,0.9058696,0.78014314,1.016254,1.062116,0.87568206,0.84451413,1.0622466,1.0332599,1.0883856,0.87012404,1.1555253,1.027325,0.72539693,1.0861644,1.2050307,1.1813767,0.94775915,0.6160074,1.0126536,1.0764229,0.88460994,1.0242196,0.82311857,0.88780445,0.86678374,1.0571252,0.4862371,1.2449142,0.6615395,1.1408833,0.8426844,1.0759004,0.9221429,1.0893433,0.90403765,0.83068246,1.1695068,1.0038509,0.9750836,0.97971624,0.81746596,1.0100421,1.1067085,0.9415679,1.0581319,0.6974541,0.6985065,1.0270001,1.1547184,1.1566284,0.0,0.96878743,1.0573039,1.2426211,1.108797,0.910298,0.8309346,1.0889641,1.0268992,0.97179365,1.1614034,0.89639276,1.099908,0.7760256,0.9329069,0.7671829,1.1651657,1.0814562,1.1237139,1.114591,1.2229426,0.9468829,1.1656637,1.240695,0.76545453,0.96048975,1.313059,0.97883856,1.130028,1.0439181,1.14124,0.8965891,1.0373173,0.9654428,1.2285204,1.0992484,0.96074975
pizza,1.3544366,1.0597484,0.81461585,1.2895429,1.1192153,0.6543218,0.74075705,0.837847,1.2124538,1.3345664,0.37816167,1.2654555,1.2873716,0.8703874,1.2680405,0.70569247,0.8428465,0.8233585,0.78186786,0.98278373,0.5970266,1.1813962,0.93800795,0.61400986,0.706953,0.66422045,1.0895348,0.9687345,0.67105824,1.1921449,1.2141182,1.0948325,1.0630916,1.2950428,1.1451617,0.5436288,1.3225523,0.7816944,1.2055393,1.2544975,1.0390838,1.1124012,1.2803324,0.5217868,0.6251314,0.9072526,1.2441938,0.8495206,0.5852707,1.1772748,0.86407655,1.2683439,0.9755138,1.1677375,0.68502027,1.054419,1.1855551,1.0463269,1.2279432,0.69648695,1.1509886,0.8164263,1.1860982,1.2141876,1.1902809,1.0012149,1.3064816,1.1702323,1.334877,0.7026951,0.81948066,1.0990928,1.1331536,1.1672181,1.179537,1.034081,0.9074236,0.63320416,0.6936646,0.63976383,0.66312283,1.1116881,1.038556,1.3734351,1.2070081,1.0821826,0.54321253,0.67822355,0.96878743,0.0,0.79388934,0.9551327,1.0404705,1.0043328,1.0172541,0.9941183,1.1883239,1.1826761,1.0603336,1.2612647,1.0150278,1.2406441,1.2207649,0.9743884,1.2823528,1.2104223,0.5649543,0.6553229,0.97608745,0.74040544,1.1298876,1.1252061,1.2954881,1.3233106,0.86614496,0.81501627,0.8965539,0.62105036,0.9765371,0.9162766,1.1967788,0.89288855,0.96510774,0.7377871,1.1793182
plant,1.077367,1.087255,0.94063276,1.2415075,0.96699286,0.9229277,0.77698815,1.0021931,1.2319487,1.2916205,0.8751976,1.2333567,1.0664331,0.8435968,1.2368808,0.85261476,0.9727294,0.8506447,1.0106356,1.0308789,0.8507142,1.0035597,0.97556335,0.8073796,0.8509238,0.70260906,1.1392124,0.9506451,0.738711,1.2447156,1.1367835,1.068625,1.1432965,1.2842792,0.97744805,0.8042345,1.2321142,0.8574041,0.89412683,1.0929277,1.0021589,1.0820403,1.2582955,0.85163856,0.8721077,1.0570216,1.0749224,1.0254624,0.88720536,0.8356695,1.0317209,1.2045696,0.78721565,1.0867364,0.915707,0.9340849,1.1044403,1.0622898,1.1779144,0.6959462,1.1381295,0.82153845,1.1935242,1.0445305,1.0704792,0.8889789,1.1704197,1.0943508,1.1273394,0.77537984,0.96049386,1.1463257,1.0524071,1.0015392,0.9923862,0.8338364,1.0407822,0.7619548,0.89285994,0.8627047,0.85299706,1.0343378,0.832329,1.2340908,1.0771264,0.9764143,0.85283196,0.8873619,1.0573039,0.79388934,0.0,1.0542058,0.97569144,1.0323999,0.89585745,0.9984221,0.96536016,1.2274123,0.9067495,1.0515338,0.9026996,1.2524121,1.1931779,0.95477265,1.0454562,1.026884,0.8826052,0.8931297,1.0159773,0.85085034,1.116369,1.0030295,1.270056,1.210345,0.91749805,0.90683585,0.9730786,0.7268717,0.9432917,1.0069942,1.1447432,0.8444287,0.769686,0.78590846,1.2034794
plate,1.2069193,1.0495789,0.82184947,1.1136284,0.80088836,0.84187466,0.7431379,0.8818758,1.0051458,1.1746068,1.0032669,1.2124298,1.0281334,0.9484173,1.2250768,0.8955852,0.58748376,0.83226347,0.29700994,0.9836658,1.0474269,1.0323254,0.58058906,0.98545253,1.0439174,1.0347772,1.2823744,1.0327917,0.86797607,1.0995245,1.1760287,0.6720058,1.0265546,1.2202424,0.90963674,0.9107091,1.0391719,0.7909063,1.0432851,1.0046324,1.0456592,0.86350113,1.1106522,1.1140808,1.0064971,1.2598411,1.0480806,1.2221398,0.9289738,0.89090455,1.1845802,0.6095991,0.8239477,0.91550595,1.225919,1.1737876,1.1122259,0.3620032,1.1829796,0.9941445,1.1827228,1.0154145,1.3417311,1.0982436,1.2874599,0.7561008,1.2671891,0.642785,1.1006036,0.99947476,1.1802258,1.1632181,1.032645,1.1328318,1.0234396,1.0217946,1.1396103,0.94201636,1.2124034,1.1766708,1.0122677,1.080532,1.1249355,1.1798345,1.3401761,0.74218845,0.90353465,0.8835889,1.2426211,0.9551327,1.0542058,0.0,0.96244454,1.0176593,1.132801,0.83255064,1.0450727,1.0823771,0.9356161,1.1838958,0.9036105,1.2085366,0.9991668,1.0642816,0.8715966,0.99795926,0.72143203,0.9616714,0.9471701,1.2022027,0.55465335,0.80090797,1.2196405,0.78097576,0.66665035,1.147182,0.8234613,0.92854434,0.7097217,0.7843162,1.1563582,1.0371772,1.0527105,1.0331161,1.0642526
pony,1.1161228,0.79459894,0.8655442,1.171535,0.82174975,0.8738475,0.83197266,0.8549231,1.2104595,1.2735668,1.1060821,1.284918,1.1207694,0.6269493,1.2215545,1.0620849,0.9155818,0.7529167,0.95023525,1.1756974,0.86773235,1.0950737,1.0007495,0.98788095,0.92938554,1.1624889,1.0630796,0.90630066,0.8113558,1.1462045,1.2101483,0.7616929,1.2638687,1.2669487,1.0690075,0.91918725,1.1931224,0.78083146,0.74376285,0.955796,1.0849725,1.0488503,0.9716572,1.1691124,0.93204874,1.0443745,1.0162753,1.0338526,1.0135483,1.0486465,0.7184824,1.1142211,0.6480917,1.1767933,1.0044256,0.76228243,1.1304038,0.91186017,1.0852376,0.8939729,1.1038485,0.8409107,1.0082624,1.2487916,1.0479826,0.69976056,1.1839371,1.1223458,1.2072517,0.9306657,0.9741099,1.0548683,0.9901486,1.1304747,1.0801537,1.0729659,1.1473638,0.920611,0.9841012,1.0577506,0.8356949,1.1810652,1.1443552,1.1802638,1.164596,0.9408771,0.91693044,0.8446975,1.108797,1.0404705,0.97569144,0.96244454,0.0,0.7007805,0.75669485,0.7804903,1.090304,1.1864632,0.5373969,1.1686646,0.99115276,1.1728888,1.1315621,0.95129895,1.0721968,0.90487367,1.0538561,0.9361368,1.1543392,0.96195805,0.85413873,1.1229724,1.1430156,1.1683953,0.7527968,0.79633164,1.1209732,0.7920153,0.8152156,1.210748,1.1927276,1.1628547,0.85562813,0.7851646,1.2554272
pumpkin,0.9421806,0.93562704,0.9490135,1.0881213,0.6882628,0.9352124,0.809494,0.9196219,1.2378117,1.0734512,1.1727638,1.0212497,0.8888815,0.74699473,0.9739816,1.2894337,1.0113649,0.9487322,0.9706098,0.9800329,0.79354995,1.2217146,0.997878,1.0273253,1.07443,1.1753618,1.0486212,1.042002,1.0134131,1.1216388,1.122098,0.9795835,1.1618183,1.0085292,1.0452582,1.0400566,1.1040617,0.93185896,0.8645557,0.9356614,1.2285731,1.1481601,0.9875118,1.1389277,0.6789489,1.0969105,1.0540416,0.92164576,1.0434728,0.9057747,0.87061465,1.114672,0.72226286,1.2104859,1.052004,0.81295335,1.1364566,1.0029182,1.0752097,0.8716606,1.0528136,0.90242714,1.029285,1.0399351,0.9068095,0.86353254,0.9972805,1.1566398,1.1073304,1.1589682,0.9021343,1.0931951,0.8498896,0.80443525,1.2097135,1.0563295,1.0218484,1.0830541,1.004934,1.0005877,0.62325984,1.2338238,0.7167517,1.0060592,1.0094427,1.108957,1.0348904,1.0309033,0.910298,1.0043328,1.0323999,1.0176593,0.7007805,0.0,0.7827839,0.95139974,1.0427166,1.0923642,0.71191746,1.0746715,0.9844313,1.0704585,0.9398607,0.8595505,1.2084692,1.1178625,1.1643777,1.0206969,1.2613289,0.8665012,0.98146826,1.1596912,1.0505338,1.139836,0.74956346,0.8846384,1.0859889,0.94567424,0.60025924,0.8801945,1.2197685,1.1844757,1.0512711,0.88798106,1.2625073
purse,1.2608172,0.9043089,0.97441155,1.3202369,0.8762151,0.8716066,0.9876533,0.5931519,1.195734,1.1495496,0.9695006,1.1549424,1.0903364,0.8903472,0.99987495,1.1269642,0.9098636,0.6726166,0.93046623,0.9114011,0.9617495,0.9683327,0.9487005,0.97845834,0.6667132,1.0792513,0.9099978,0.7043474,0.7285545,0.9960278,1.2270342,0.83332425,1.1594459,1.1274402,1.0634996,0.9295876,1.173187,0.6785739,0.78545505,1.0650413,0.7277835,0.94945484,0.9371171,0.9127155,1.0034537,1.0283542,0.98303837,1.137257,1.116838,1.2031631,0.904111,1.3244517,1.0280094,1.2851535,0.9354133,0.8272114,1.221667,1.1317413,1.126528,0.8451699,1.2647765,0.7056473,1.0064105,1.2451421,0.7918991,0.7223987,1.1700028,1.254249,1.1302322,0.72107166,0.9930554,1.0822653,1.2051208,1.3040192,0.96392894,1.133503,1.2216786,0.6795987,0.8167081,0.9762382,0.9663825,0.92906934,1.1434964,1.153439,1.03422,0.874206,0.9054132,0.9432114,0.8309346,1.0172541,0.89585745,1.132801,0.75669485,0.7827839,0.0,0.5432184,1.070038,1.1365798,0.8577815,1.1842821,0.965487,1.047995,1.0612621,1.0223808,1.0242753,0.8860854,0.952641,0.8862747,1.2320789,1.0620288,1.0663737,1.136464,1.0177367,1.2212579,0.7319105,0.8741833,1.1894499,0.59871423,0.9486866,1.1711948,1.2363234,1.0193168,0.60607463,0.8452396,1.0827823
radio,1.3691038,0.9204216,0.870456,1.2653251,0.7777332,0.78116405,0.9198185,0.5351905,1.1299877,1.2246162,0.9339564,1.243235,1.1807221,0.9176875,1.2553201,1.0288169,0.56163216,0.6916765,0.65785,0.7408024,1.0629866,0.9762145,0.77108204,0.9571963,0.7513163,1.0146408,1.1851647,0.73598766,0.68114173,1.0399072,1.2259858,0.6316372,1.189312,1.2694827,0.91499364,0.89334667,1.0731736,0.5694564,0.929798,1.0230752,0.7907825,0.73175013,1.1272225,1.0030109,1.0207859,1.2491313,1.0403581,1.1790016,1.0871924,1.1341678,1.0275451,1.0904963,0.9392729,1.0620387,1.0437686,0.9442339,1.2167608,0.9389403,1.2452924,0.8244915,1.2862825,0.7523545,1.3209406,1.2201251,1.1405009,0.55423284,1.3582858,1.0647991,1.1432308,0.7716675,1.1132616,1.1379379,1.2077441,1.3815317,0.96876794,1.0695478,1.2340494,0.76600003,1.0310272,1.0627751,1.0281523,0.9159262,1.2576169,1.2964603,1.3280663,0.6637788,0.8410857,0.8506342,1.0889641,0.9941183,0.9984221,0.83255064,0.7804903,0.95139974,0.5432184,0.0,0.9412773,1.2301991,0.87367445,1.2967687,0.9037079,1.2741596,1.0427904,1.1576854,0.9435189,0.8740214,0.7324988,0.88716394,1.069998,1.1688889,0.8570801,0.94781005,1.2930732,1.1154569,0.5237732,0.976025,1.0450152,0.7361146,0.82218266,0.9607594,1.2653915,0.9295686,0.7012596,0.8047761,1.068514
refrigerator,0.7639589,1.2387875,1.2228489,0.94095004,1.0962471,1.2659116,1.0834553,1.0302497,0.68421745,0.74165666,1.2851055,0.7554591,0.9095704,0.95668936,0.92951447,1.1438818,0.9576873,1.2290908,1.1879051,0.66065216,1.2427521,0.90707237,0.9636132,1.1796149,1.1080872,1.0795678,1.0381491,0.74265665,1.2244253,0.648388,0.84409153,0.9955783,1.0003889,0.85324705,0.81002384,1.4039311,0.61620903,1.0996169,0.899602,0.94905925,0.6308083,0.75850797,0.8786099,1.1876341,1.1950761,1.1439792,0.90816736,1.2351317,1.2771535,1.0022544,1.2950757,0.97603333,0.9258054,0.81794643,1.3059249,1.217497,1.0082996,1.1294147,0.972029,0.98800564,1.113814,1.3447748,1.0613987,0.7667216,0.8596772,1.0677387,0.9261086,1.0271434,0.528624,1.119135,1.0027181,0.96087253,0.9495583,0.981486,0.93770474,0.98658824,1.2199355,1.0896065,1.3766036,1.3069532,1.2134969,0.37615025,0.9409439,0.9001372,0.834682,0.87050533,1.3749324,1.3264688,1.0268992,1.1883239,0.96536016,1.0450727,1.090304,1.0427166,1.070038,0.9412773,0.0,1.1328713,0.92450863,0.883909,1.1413796,0.9150141,0.89583516,0.9844944,0.94616085,0.71960956,1.1638325,1.3537703,0.97551185,1.2093873,1.0994363,1.0391785,0.9110195,0.53196466,1.1771361,1.3816444,1.1938872,1.2153159,1.0674984,0.8155079,1.0273018,0.8754709,0.987844,1.2612739,0.68005013
rock,0.66871405,1.0041944,1.1297178,0.73557067,1.1478407,1.1956267,1.2079312,1.1912258,0.63983744,0.68085384,1.1599892,0.8161564,0.9049536,1.1578324,0.6812565,0.9681436,1.0923547,1.2618098,1.1709924,1.2004553,0.9927351,1.075284,1.2768626,1.2148448,1.2460185,1.2652164,0.6583266,1.271452,1.2912979,0.85775185,0.7594113,1.0812699,0.898767,0.6665328,1.0204328,1.2425162,0.87185234,1.3365135,1.073714,0.95500004,1.1080064,1.1317255,0.81176513,1.1391023,1.2468526,0.6622834,1.066556,1.0921348,1.1203265,1.028362,1.0163662,0.9225906,1.202634,0.81126904,1.180926,1.0207895,0.7376492,1.0242714,0.8214016,1.0649201,0.9380116,1.2070978,0.5616361,0.9658042,0.88258076,1.2347889,0.6918114,1.0255308,0.9679997,1.1855032,1.17834,0.6108729,0.98674387,0.8599241,1.0735129,1.1159345,0.983449,1.1872259,1.159284,1.1804488,1.2598087,1.0300092,0.98620075,0.8063218,0.85087705,0.96218747,1.2800293,1.2157037,0.97179365,1.1826761,1.2274123,1.0823771,1.1864632,1.0923642,1.1365798,1.2301991,1.1328713,0.0,1.1311053,0.91596466,1.2089112,0.8202188,0.8044508,1.0554953,1.0586789,1.0577235,1.2101104,1.1452134,0.75666344,1.0201875,1.0907723,0.83985186,0.70882255,0.91411436,1.203589,1.1593083,1.1342795,1.2074776,1.2231748,1.1149784,0.5639947,1.1566212,1.3109434,1.1673939,0.80975795
rooster,0.9233905,1.0370202,0.9823857,1.2890201,0.74838674,1.0047735,0.8312373,0.98420626,1.1834977,1.1788981,1.1541032,1.2169211,1.0403383,0.116683304,1.1710525,1.0400571,0.92676014,0.94347465,0.9188046,1.0379276,0.9553708,1.0694635,0.93847805,1.0240747,1.0885692,1.1198019,1.0491692,1.0018722,0.8964729,1.1074721,1.1481903,0.8179547,1.2491724,1.2145376,1.0253301,1.0970432,1.0814098,0.8881633,0.48837012,0.896676,1.0514443,0.9971704,1.0535829,1.1301218,1.0579385,1.0610512,0.9407943,1.2457954,1.0597377,0.88439274,0.9849536,1.0238128,0.22810555,1.1145048,1.125003,1.0077624,1.0788324,0.9660813,1.1633952,0.90436405,1.219742,0.9815715,1.0902213,1.1486182,1.0993457,0.80077934,1.1545153,1.0795853,0.97919756,0.9887342,1.0506021,1.1103565,0.8880782,1.0012993,1.0565282,0.8947705,1.1627369,1.0940024,1.1522949,1.1208104,0.9342102,1.1208214,0.85381436,1.1921965,1.1142803,0.91949034,1.0532706,1.0382441,1.1614034,1.0603336,0.9067495,0.9356161,0.5373969,0.71191746,0.8577815,0.87367445,0.92450863,1.1311053,0.0,1.1205555,0.92527634,1.2363963,0.99585414,0.9827043,0.9963371,0.9003684,1.1007259,1.0750654,1.0614582,1.0615695,0.77017415,1.0321246,1.1814158,1.0784624,0.7891725,1.09257,1.1596802,0.9798888,0.76610285,1.0925025,1.1367595,1.0775638,0.9351176,0.85442364,1.2094079
scarf,0.60512656,1.0307196,1.2614441,0.65214837,1.1286626,1.3519919,1.1997064,1.3380603,0.9758429,0.76598114,1.301777,0.6459979,0.68164563,1.1541394,0.7159194,1.1443412,1.2910535,1.3087099,1.4000125,1.0023662,1.1974647,0.9959553,1.1860331,1.1341466,1.3250902,0.98644805,0.9743692,1.1221809,1.3948982,0.93128645,0.7471548,1.2500598,0.90726715,0.65876806,0.7985963,1.3835745,0.8754287,1.3740771,0.9945929,0.84735405,1.2146864,1.2531067,0.58822495,1.1605661,1.1636246,0.9467935,0.728742,1.0438787,1.233403,0.6791426,1.1334264,0.9355923,1.0660715,0.83988327,1.1789,1.0267836,0.6972818,1.1504362,0.7527138,1.048468,0.83195543,1.2905885,0.67318654,0.8174206,0.6957501,1.2613547,0.5905429,1.0074817,0.7357126,1.3766323,0.9519494,1.003341,0.7601942,0.58876765,1.0091871,0.78711873,1.0361819,1.3532618,1.1742318,1.2105976,1.1750569,1.0265672,0.88486415,0.49127555,0.56750596,1.2126434,1.396149,1.2881737,0.89639276,1.2612647,1.0515338,1.1838958,1.1686646,1.0746715,1.1842821,1.2967687,0.883909,0.91596466,1.1205555,0.0,1.1183501,0.61411875,0.82306856,0.90889406,1.0284067,1.119625,1.4014869,1.3361843,1.0634465,0.98731226,1.1844224,1.0520118,0.5504536,0.734084,1.4054158,1.2196392,1.1194971,1.3075273,1.1779059,0.9724444,0.7140214,0.86323553,1.1926535,1.2652446,0.86000454
