,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pastry,1.1076552,1.1743599,1.0815148,0.88784015,1.0553268,1.1176485,1.0240477,0.99956906,0.84220713,1.1392958,1.1288285,1.069614,1.037787,1.1377859,1.1538229,0.982937,0.9480161,0.89002556,0.90401924,0.4266181,1.1124641,0.9887506,0.9162416,1.0938472,1.1611326,1.16503,1.0494872,1.034354,0.9412484,1.024725,0.9977869,0.5073161,1.1932814,0.28674436,1.0794884,1.11284,0.87650657,1.0545306,0.908489,0.9962278,0.963551,1.0596733,1.0666329,1.1194919,1.1865396,1.1009725,1.0268635,0.9714785,0.96290773,0.975367,1.006195,1.1005182,1.2802615,1.1619662,1.228097,1.0983369,0.77591205,1.1127628,1.2192982,1.0747311,1.0203189,1.1381334,0.7962004,1.1222942,0.97306174,1.2214059,1.004521,0.9616098,1.2117796,0.9967961,1.0317861,1.0862647,0.9131909,1.1610427,0.7715162,1.2032089,1.1688788,0.92131317,0.8947045,0.9188842,1.1618974,1.1611967,0.9474784,0.0,1.1319807,1.1142125,1.1468118,1.146503,0.98746854,1.1783628,0.35041845,0.9650709,0.6650135,1.0157696,1.1764455,0.90870166,0.9131169,0.981636,1.1365258,0.96504056,1.1402919,0.94525886,0.8661511,1.0546732,0.9333213,1.0376525,1.2253835,1.1373018,0.96246433,0.97624135,0.8652042,1.0250628,1.1330135,1.0340976,0.93981063,1.2417427,1.0748733,1.0637478,0.8948597,1.0074242,0.8022145,1.0111431,1.0842966,1.1726054,1.0901363
pen,1.4096063,0.5147676,0.36155164,1.2366594,1.2458376,0.71935934,0.8914195,0.59021485,0.87433124,1.3628104,0.21428704,1.30667,1.2738607,0.99700016,1.441061,1.1084315,0.7633592,0.7706913,1.0825522,0.73172975,1.1333153,1.054472,1.0999877,0.677605,0.50444734,0.40115654,1.2834647,0.9137267,0.6000639,1.2695167,1.1561584,0.6324716,1.3733706,0.8068737,0.13084316,1.4755758,0.7871198,1.3067154,1.2138101,0.91881776,0.91027105,1.3506676,0.4281299,1.2093694,0.78269804,1.428065,0.62713164,1.1251096,0.5931264,1.157398,1.4110744,0.5974755,1.2622621,0.9320739,0.67274785,1.2870811,1.2614734,1.2864826,0.715749,0.879565,1.2914426,1.3966985,1.0041623,1.3675839,0.5254098,0.8821801,0.5083803,1.246058,1.3842748,1.1885588,1.3210245,0.990571,0.70803547,0.20327187,0.95609874,0.5315132,0.9746431,0.6884281,0.8239603,1.0199461,1.4255302,1.2390116,0.7901031,1.1319807,0.0,0.04646337,0.8232709,1.1262095,1.0897274,0.76453114,0.7689715,0.76241124,0.644184,0.96915567,0.91673803,1.1767043,0.78676856,1.2706163,0.91799307,0.9095972,1.4054536,1.2423337,0.8094989,1.1085068,0.7409842,1.1965691,0.33580655,1.178103,0.5144414,1.0456284,1.1265872,1.3469344,1.3461666,1.3395202,0.5680772,0.50063324,1.0565183,1.3633434,1.1828079,0.9003096,1.255316,1.21924,1.1856623,0.1829037,1.2128627
pencil,1.4216139,0.46770304,0.48209977,1.2006707,1.2527512,0.7316938,0.9024974,0.55821013,0.799525,1.401154,0.20221293,1.3295923,1.2555735,0.9796685,1.4704565,1.092471,0.7940748,0.76775897,1.0769306,0.7145488,1.1367717,1.0361794,1.0790234,0.6611749,0.49290848,0.40853518,1.3018167,0.86881506,0.6095384,1.3270693,1.1397617,0.6410904,1.414958,0.7948016,0.08892429,1.5015022,0.79747295,1.3379316,1.1936923,0.915386,0.83227885,1.381341,0.47445273,1.2525542,0.7243537,1.4314353,0.6794586,1.1161526,0.49864084,1.1441472,1.4231471,0.5887672,1.2443272,0.9253915,0.7010867,1.3335907,1.2754025,1.2433331,0.7009565,0.86100936,1.3141668,1.4552386,1.0183367,1.4168344,0.40106517,0.8584814,0.5328622,1.2574813,1.3791776,1.172389,1.3454816,0.96397096,0.7196243,0.3086524,0.9017216,0.51665395,0.97875196,0.69502085,0.77881336,1.0086886,1.4690309,1.2482837,0.7654077,1.1142125,0.04646337,0.0,0.8116897,1.1281027,1.104861,0.7412188,0.7591659,0.771804,0.60602707,0.9651284,0.91617274,1.1211928,0.74011403,1.2921197,0.95924246,0.8156382,1.4516773,1.2189496,0.7027235,1.1413496,0.72555983,1.1951928,0.32444918,1.1474926,0.41408378,0.9934718,1.1185324,1.3735003,1.3962139,1.3717239,0.53719366,0.47841287,1.069761,1.3547798,1.1633164,0.9271101,1.20681,1.2650939,1.1863272,0.26249254,1.2631905
penguin,1.0334256,0.80932,0.7403207,1.0842158,1.2459176,0.58180404,0.75041586,0.62961847,1.2248524,1.3614658,0.8405924,1.2772663,1.0480303,0.20710528,1.3860682,1.0354834,0.9675559,0.9333702,1.1371721,0.85210514,1.1849858,1.1264683,0.8445147,0.940064,0.737749,0.5935628,1.1356715,1.2174425,0.827986,1.2403419,1.238351,0.85203755,1.3660485,0.98256373,0.78579956,1.44729,0.96398056,0.92117625,1.0569931,1.0872755,1.0913852,1.2187102,0.5343772,1.140073,0.7388988,0.9547323,0.7799256,1.0119307,1.0383489,0.7652599,1.1560711,0.8406049,1.0525703,0.9762326,0.59210587,1.1996387,0.9369424,1.0483248,0.8386173,0.8181576,1.259676,1.2476867,0.99838287,1.3277563,1.003616,1.1113157,0.73619354,0.71859086,1.1460224,1.082975,1.2282501,0.96076035,0.677739,0.71765494,1.0583874,0.7979194,0.8827533,0.5233874,1.074361,0.761194,1.3477806,1.0839211,1.0973005,1.1468118,0.8232709,0.8116897,0.0,0.87705165,0.893112,1.0811862,0.96007884,0.9714333,0.9236986,0.84091675,0.7501162,1.1213341,1.0611831,1.1961342,0.6384008,1.1083076,1.2828355,1.1211623,0.94698715,1.1084986,1.0334504,1.2452575,0.71607876,1.0225697,0.946714,1.1233419,0.86524355,1.2661412,1.2638048,1.2729068,0.8175384,0.6432895,0.9406028,1.3307933,1.093706,0.8237618,1.2043986,1.2361193,1.2998275,0.7672706,1.2480623
pickle,0.78742564,1.1413422,1.0305338,0.99510634,0.90461326,0.9685449,1.0828674,0.79551315,1.2303392,0.9100392,1.2186937,0.9903565,1.0341542,0.88057977,0.8266673,1.0384226,1.055865,1.0549369,1.2531192,1.1702629,0.8819147,1.0961066,1.154485,1.0549634,1.1707827,0.8969204,0.9484398,1.146716,1.1700121,1.0626494,0.9154141,1.1506337,0.9392656,1.1820997,1.14819,0.9455399,1.2103825,0.95014715,1.1829057,1.2030313,1.1724737,1.0058732,0.98859775,0.9581586,0.894109,0.73850226,1.1185932,1.0368599,1.1228846,0.9460986,0.90576303,1.1074494,0.7807412,0.8860283,0.6737945,0.8957303,0.8695387,0.77770126,1.0289718,1.0726377,0.7845777,0.85806936,1.1262634,0.90408105,1.185276,1.0405723,1.2754695,0.5709308,0.67027736,0.9677588,1.0286663,0.96599925,0.9889677,1.0949259,1.1708612,1.071145,0.8872025,0.9527528,1.2572635,1.0831504,0.8208208,0.85179293,1.2617673,1.146503,1.1262095,1.1281027,0.87705165,0.0,0.965956,1.1175735,1.1898764,1.2084568,1.2327952,1.1193622,0.8133575,1.0930856,1.2747686,1.1293159,0.9521315,1.1100384,0.93368506,1.070788,1.0317268,0.9878158,1.2460551,1.0340068,1.0287465,0.8911181,1.1574094,1.1130621,1.0014299,1.034941,0.8806847,0.902313,1.0076736,0.97793096,0.929821,0.8894593,1.0417712,0.7862746,0.98581314,1.0424461,0.9189939,1.1136031,1.0443088
pig,0.95610344,1.1533357,0.9900061,1.031029,1.1433265,0.9301555,1.0451474,0.9982786,1.0578523,1.1120332,1.1515764,1.0423068,0.81678855,0.7582743,1.0855396,0.71518385,1.0288656,1.0903352,0.94251615,1.0443625,1.0631357,1.0261954,1.0366969,1.1430264,1.0949447,0.9878525,0.8464191,1.2026483,1.0048307,1.0544386,0.9647383,1.0320762,1.1468327,1.0325748,1.0491848,1.0372525,1.049866,0.56030303,0.8525641,1.1525142,1.1166475,0.9810312,1.087781,0.953331,1.0728527,0.9562329,1.0434661,1.0525864,1.070713,0.6761245,0.9798771,1.0673543,1.0855305,1.144685,1.031145,0.9989591,1.0910963,1.0171725,1.0603616,0.7930379,1.0200204,1.0274092,0.9875835,1.1360506,1.0405108,1.1260164,1.1144288,0.9290499,1.0996878,1.0732062,0.9400425,1.0902576,1.1297138,1.0767405,1.1180646,1.0972095,0.9688694,1.0413055,1.1365705,0.75327694,1.0827725,1.0009837,1.0111197,0.98746854,1.0897274,1.104861,0.893112,0.965956,0.0,1.2035017,1.0523349,1.0731134,1.0561409,0.63853556,0.9992106,1.1251909,1.1072408,1.0966854,0.6075656,1.0580407,1.0527238,1.0466955,1.0577269,1.0757729,1.1013206,1.0744108,1.1843557,1.0726278,1.0899665,1.090442,0.8544874,0.9649322,1.0412376,1.0688733,1.0371602,1.084112,0.92096597,1.0411962,1.0592589,0.8618827,0.9738812,1.0545334,1.0709697,1.088333,1.0503736
pillow,1.0074954,0.66145813,1.0589571,1.1797564,1.0792084,1.0277677,0.94282067,0.9658806,0.82805717,0.83577305,0.62918234,0.95821935,1.0736724,1.0869697,0.8238584,1.0534085,1.0104481,0.88548416,1.0286558,0.97143704,1.1991518,0.9324404,1.2166326,0.729944,0.70816827,0.9224949,0.99192804,0.7879294,0.98345447,0.864696,0.84561884,0.8790707,0.65211207,0.9581595,0.8034198,0.9914826,1.0032344,1.1353644,1.0661111,0.75363463,1.0063403,1.1620384,0.9607264,1.188778,0.93760246,1.0951827,1.059535,1.0161836,0.9110408,1.2025182,1.2234218,0.9806605,0.6527519,0.78173923,1.1065385,1.1511935,1.2807678,1.0901718,0.5056996,1.075299,1.2150056,1.0306058,1.1803055,0.8913594,0.84801006,0.7586503,0.95471686,1.3089039,0.7282702,0.98656803,1.1552051,1.1879599,1.0291358,0.8609236,0.68603975,0.85036767,1.0382464,1.095212,0.8059207,1.1569171,0.9822448,1.0373057,0.77364004,1.1783628,0.76453114,0.7412188,1.0811862,1.1175735,1.2035017,0.0,0.94072896,1.0446512,0.9939902,1.1451769,0.83881557,0.79035115,0.9377846,1.0203426,1.1241906,1.0609901,1.1042194,1.0279868,0.94006604,0.9616408,0.7838597,0.9210931,0.6404048,0.7191582,0.91912353,0.981395,1.2924287,1.1406933,0.939273,1.0103966,0.87441045,0.8318503,1.2043784,1.0661817,0.70656425,1.2272701,1.1694971,1.051822,1.1467344,0.8082894,1.0641037
pizza,1.2569716,0.9333343,0.83403605,1.0843352,1.2047653,0.8409511,0.90153515,0.73755395,0.7577935,1.2674019,0.75156224,1.2115576,1.1473471,1.0178238,1.3359876,1.0827638,0.8080542,0.7438775,0.89395416,0.069015265,1.2531735,0.9800157,0.94165504,0.9644507,0.8675324,1.0419216,1.1689153,0.9184141,0.7158902,1.194407,1.199649,0.099012256,1.3795321,0.030035377,0.7335566,1.32737,0.6898932,1.1445737,0.93965185,0.990128,0.99644816,1.2591041,0.6668819,1.2526429,1.1118475,1.2489324,0.78735185,1.0389069,0.918314,1.1362958,1.1795037,0.9420306,1.3797343,1.1284688,1.0959606,1.2846334,0.7337984,1.2599813,1.0233822,1.0262077,1.2253261,1.3306556,0.6544968,1.3149189,0.77205706,1.1863393,0.70956993,1.058327,1.3912511,1.1222667,1.1984243,1.1298705,0.6070551,0.8557975,0.75986576,1.0349568,1.2253375,0.6319486,0.83730507,0.8691667,1.3670803,1.3033185,0.8046755,0.35041845,0.7689715,0.7591659,0.96007884,1.1898764,1.0523349,0.94072896,0.0,0.80566263,0.4695763,0.9976252,0.9787784,1.0120674,0.81776273,1.1648223,1.0606693,0.9259138,1.3576907,1.0238436,0.783656,1.1421329,0.8352227,1.150829,0.9272034,1.2356946,0.81836724,1.0791521,0.9924476,1.2153469,1.3315612,1.158287,0.6036385,0.9661837,1.1458287,1.2877481,0.9470875,0.9291935,0.97855955,1.1855117,1.285338,0.84837025,1.2094448
plant,1.1528678,0.9551691,0.76208293,1.0078175,1.2399874,0.7992222,0.889922,0.84002316,0.86295295,1.228242,0.7330887,1.1866251,1.1074591,0.9697962,1.2781125,1.0161049,0.6801781,0.73362696,0.8728125,0.7862252,1.0842086,0.81966746,0.8230916,0.93144715,0.72189176,1.0571,1.0638791,0.84575987,0.8368734,1.0020704,1.1214919,0.80731493,1.3434892,0.8557466,0.7540057,1.2331854,0.542011,1.0743794,0.7941278,1.0149933,1.0211774,1.2752876,0.7893543,1.1441495,1.1162394,1.2288454,0.5817092,1.0053878,0.8651718,0.965286,0.99081206,0.8576277,1.2892151,1.0705144,1.1117662,1.1731186,0.9577154,1.2328504,0.98497075,0.992758,1.0936948,1.2874115,0.61383337,1.3011596,0.83227545,0.93343866,0.60543287,1.1551654,1.3746341,1.1941842,1.1366965,1.1250944,0.7944279,0.8167653,1.0101384,1.0784564,1.1881604,0.83455646,0.85142875,0.89179087,1.3276863,1.1848295,0.8538029,0.9650709,0.76241124,0.771804,0.9714333,1.2084568,1.0731134,1.0446512,0.80566263,0.0,0.70674556,0.94838953,1.0114279,1.0999342,0.80213773,1.1366824,0.8681811,0.99594873,1.2846274,0.98963076,1.0541332,1.1757095,0.7851302,1.0568153,0.9224795,1.1953677,0.7722669,1.1125386,0.7931036,1.1592063,1.2884965,1.1951832,0.7104374,0.9861532,1.094329,1.2477889,1.0101442,0.77761,1.0899884,1.0025616,1.0876361,0.77528715,1.1273271
plate,1.3227193,0.8221401,0.79011345,0.903899,1.4113386,0.80044854,0.7900566,0.72265875,0.747919,1.4009087,0.60828125,1.3082789,1.0766542,0.9088222,1.4968493,0.8353294,0.8512,0.33631217,0.86445516,0.41369176,1.1161164,0.8421031,0.84739286,0.92426795,0.64995384,0.9526651,1.191168,0.77929735,0.69225514,1.1729745,1.1640711,0.51489466,1.5177946,0.54008186,0.58073264,1.4097109,0.5176888,1.1782981,0.81501293,1.0191486,0.77712846,1.3430266,0.71524036,1.3791686,1.1328113,1.2206355,0.64022315,1.0367557,0.6643579,0.9782656,1.0736262,0.90424836,1.4699748,1.1765276,1.077698,1.408656,0.9214466,1.3302999,0.91958714,0.94002724,1.1520846,1.5226831,0.82113415,1.495337,0.5935914,1.0799226,0.597648,1.0659382,1.4922891,1.0478544,1.3006449,1.1812946,0.6446084,0.83453757,0.5705814,1.0005195,1.267846,0.5999106,0.68882585,0.83373404,1.5341645,1.3169607,0.63268626,0.6650135,0.644184,0.60602707,0.9236986,1.2327952,1.0561409,0.9939902,0.4695763,0.70674556,0.0,0.9245655,0.9660744,0.8853107,0.65728724,1.1805354,1.0198921,0.8207988,1.4683294,0.99428517,0.6179585,1.2508723,0.486104,1.1315688,0.81472117,1.3617178,0.49298656,0.9641684,0.91984826,1.3446224,1.5216552,1.2226251,0.49853128,0.9820188,1.2208184,1.3559797,1.0168183,0.7969172,0.63002765,1.2543107,1.1702824,0.74130094,1.2744683
pony,0.80216086,1.0168335,0.93356013,1.012243,1.2416728,0.90290415,0.99605197,0.97601885,1.0423236,1.201129,0.9539579,1.1248391,0.92564857,0.735206,1.2480481,0.8104279,1.0237657,1.0802057,0.99484426,0.97223824,1.1675066,1.007804,0.85386145,1.0453588,0.88131803,0.9099839,0.828952,1.0291698,0.96690565,1.104618,1.0938572,1.0010961,1.2438531,1.0128909,0.9406279,1.2375073,0.89360666,0.43902218,1.0017668,1.0536081,0.9577421,1.1280333,0.99750376,1.1487725,1.1297791,1.0419052,0.95861924,1.005739,0.87019956,0.63737774,1.1774106,1.0179504,1.1955996,1.0917995,1.0979037,1.1324497,1.0801774,1.1811236,1.0206679,0.110908866,1.1543132,1.2256025,1.0124606,1.2471409,0.9471217,1.1090577,0.86729234,1.0064746,1.2437053,1.1178603,1.038724,1.0351311,0.95687556,0.99166554,1.0389001,1.0208491,1.0929786,0.9185758,0.97299564,0.7404719,1.2488698,1.1066762,1.0288211,1.0157696,0.96915567,0.9651284,0.84091675,1.1193622,0.63853556,1.1451769,0.9976252,0.94838953,0.9245655,0.0,1.0234263,1.0184275,0.97370523,1.1749299,0.5692758,0.9427354,1.185844,1.0706435,0.9614876,1.0654155,0.92294973,1.0718881,1.0124038,1.1650772,0.87936866,1.0722792,0.88515794,1.0818305,1.2051665,1.1654557,0.94592917,1.0592839,0.94949466,1.2467474,1.0640955,0.8639921,0.97576326,1.1045847,1.20161,0.96967584,1.1004041
pumpkin,1.0754293,0.7534934,0.79265773,0.9887673,1.0563763,0.58046925,0.66358006,0.9093325,1.1585318,1.0927697,0.92383003,1.1651427,1.1126524,0.7639583,1.0883428,1.1450096,0.97938776,0.86383474,1.1048021,0.79651344,1.1570508,1.0566741,1.0146146,0.9764276,0.9530989,0.7753346,1.1093311,1.0930392,0.9205561,1.1791832,1.169149,0.89698946,1.0498395,1.0163524,0.9444422,1.1509418,0.96477914,1.0288005,0.96484756,1.1680027,1.1902668,1.1122386,0.569821,1.054422,0.7764977,0.9445358,0.7925818,1.1872935,1.1091504,1.0307311,1.087553,0.97788775,0.9385024,0.8999768,0.72416854,1.0951908,0.7477462,0.9965208,0.73175406,0.986243,1.172858,1.0522867,1.0334969,1.0987899,1.1266882,1.1103828,0.9191658,0.7455501,0.9507693,1.1931382,1.1799376,1.0773661,0.49727702,0.7803843,1.0268952,0.8744166,0.8640975,0.41534197,1.0794926,1.0399396,1.0995698,1.0749408,1.064365,1.1764455,0.91673803,0.91617274,0.7501162,0.8133575,0.9992106,0.83881557,0.9787784,1.0114279,0.9660744,1.0234263,0.0,1.1220773,1.0823077,1.2231941,0.90843034,1.2263923,1.1393017,1.2291346,1.1216873,1.1259122,1.035198,1.1641132,0.7428272,0.9547217,1.0722142,1.0709039,0.9552533,1.1660966,1.0293446,1.0800878,0.7838745,0.60880196,0.99304366,1.1693821,0.973414,0.7651608,1.1861613,1.1727366,1.2689818,0.84840643,1.1549491
purse,0.9388229,0.97360533,1.2205675,0.85856575,1.2300351,1.1587093,0.93744123,1.0730355,0.6991093,0.96596795,1.0330172,0.9332971,0.9025948,1.0895414,0.97174966,0.8581987,0.96745855,0.79599345,0.73845136,1.0665294,0.9763606,0.6274616,0.9491621,0.82363915,1.0310197,1.1779809,1.0398985,0.7820255,0.992373,0.79969156,0.8741594,1.0404419,0.9114412,1.052828,1.1019424,0.97903556,0.9643279,1.085309,0.8408911,0.97193635,0.84522605,1.1259205,1.250792,1.2479109,1.2875059,0.9693577,1.1020789,0.75933135,0.92011976,0.92047626,0.9558277,1.1479748,0.9203339,0.98202765,1.3488069,1.1955628,1.1362324,1.2087162,0.8399515,1.0067213,0.93876857,1.132518,1.0883462,0.99024785,0.9110151,1.067172,0.99109143,1.1072475,0.8833721,0.93438596,0.9295948,1.1981709,1.0832688,1.2303123,0.59687775,1.195558,1.2095771,1.1757063,0.75320286,0.9914241,1.0582592,0.9924069,0.8889802,0.90870166,1.1767043,1.1211928,1.1213341,1.0930856,1.1251909,0.79035115,1.0120674,1.0999342,0.8853107,1.0184275,1.1220773,0.0,0.7502254,0.9821603,1.1647539,0.810237,1.1569791,0.6544019,0.8336607,1.0749005,0.69497156,0.88953334,0.98104197,0.8951387,0.9211313,0.8592092,1.0585039,0.91951776,1.094264,1.0357493,0.9136238,1.2754403,1.1426656,0.9566179,0.7454173,1.0231142,0.74889284,1.1012353,0.8045893,1.2078907,1.1606451
radio,1.3175638,0.70901376,0.89617085,0.99534065,1.2232112,0.8674031,0.81255555,0.96560925,0.58923733,1.291312,0.5524199,1.1215955,1.0967816,1.0668247,1.3556159,0.90180546,0.794647,0.7757479,0.75389737,0.83487654,1.1562849,0.6837249,0.83774984,0.6478058,0.74592173,1.0581789,1.1321695,0.8414727,0.45117307,1.0474956,0.93309194,0.82432795,1.207555,0.8829314,0.7661499,1.2228173,0.7255702,1.1794885,0.88297176,0.8211295,0.50298655,1.1709129,0.95519704,1.3056269,1.110906,1.3707533,0.7941879,0.86622405,0.83049357,1.0300305,1.2015746,0.87254846,1.2490581,1.0995364,1.1350242,1.2561364,1.1238334,1.291728,0.80991256,0.92034966,1.2767276,1.3337982,0.9023651,1.294363,0.7401505,0.99009985,0.6012835,1.1810925,1.3471534,1.0849305,1.083964,1.1541462,0.9648059,0.8553629,0.8768019,1.0015945,1.2120434,0.90038216,0.40393615,0.90841573,1.3642442,1.2760532,0.6155148,0.9131169,0.78676856,0.74011403,1.0611831,1.2747686,1.1072408,0.9377846,0.81776273,0.80213773,0.65728724,0.97370523,1.0823077,0.7502254,0.0,0.9739128,1.1477253,0.72067094,1.3680923,0.84121025,0.9253112,1.0477772,0.5016866,1.1742665,0.72927594,1.1508849,0.7782433,1.047541,1.0001656,1.1128855,1.2523721,1.2760715,0.6194593,1.011565,1.1675094,1.1555051,1.064918,0.86206317,0.99116486,1.1565387,1.035079,0.74680716,1.1781518
refrigerator,0.99279034,1.1631513,1.2494425,1.0759127,0.83987355,1.2525127,1.1059659,1.2510345,1.0216904,0.7715084,1.1931797,0.73966306,1.0108202,1.1936057,0.80234545,1.0293298,1.0609457,1.166543,0.87419987,1.2090576,0.7893964,0.87362486,1.1337092,0.8482254,1.1707386,1.2443604,0.91385555,0.94031066,1.1573755,0.59363127,0.9361135,1.2263178,0.6939361,1.1313413,1.287833,0.6159661,1.1372687,1.0402867,1.0630436,0.46384466,0.7367945,0.8917647,1.2636421,0.90444565,1.1587099,1.0623187,1.2480989,0.98543596,1.1183109,1.1794362,0.8959058,1.1506509,1.0133789,1.1313235,1.2461734,0.8765379,1.0712895,1.0188227,1.1400192,1.1929686,0.8620093,0.82702047,1.0441843,0.8601724,1.1414139,0.6665896,1.173732,1.1007453,0.9426551,0.4948541,0.86963284,1.0851134,1.233215,1.2067327,1.0208849,1.1933149,1.0097505,1.2904851,0.79320234,1.1255436,0.8611163,0.9132802,0.93203187,0.981636,1.2706163,1.2921197,1.1961342,1.1293159,1.0966854,1.0203426,1.1648223,1.1366824,1.1805354,1.1749299,1.2231941,0.9821603,0.9739128,0.0,1.1178342,1.0156245,0.88976896,1.0314635,1.154446,0.6455637,0.97444624,0.8393247,1.2862152,1.0593855,1.1911912,1.0609533,1.0967591,0.84202313,0.80771565,0.8327551,1.3009777,1.2488483,1.0769248,0.8650038,0.98442996,1.3153113,0.9069842,0.7863951,0.6489991,1.2769072,0.66365683
rooster,0.9578103,1.0504186,0.84187114,1.1542921,1.2083751,0.6889528,1.0195048,0.87056744,1.2520919,1.1645519,0.99928886,1.0876529,0.96147186,0.54607666,1.1977165,1.0571474,1.0122784,1.07471,1.1304835,1.0199244,1.1696725,1.1423669,0.9753037,1.0604876,0.9205979,0.81453633,0.5941153,1.1580162,0.9663958,1.014205,1.0924451,0.9880833,1.1807765,1.0721636,0.9862482,1.1868021,0.9707777,0.38972104,0.9532987,1.0771396,1.1412251,1.0737065,0.76612645,0.9150022,1.0335498,0.8392287,0.88613117,1.056536,1.1214509,0.6800003,1.1306679,0.8844024,1.0588132,1.0794232,0.90980774,1.0289451,1.1494017,1.1563636,0.92194605,0.69539464,1.1777339,1.0587062,0.91701865,1.1658989,1.1428396,0.9809541,0.9081046,0.9893615,1.0982406,1.1115241,1.0796306,1.090691,0.88547724,0.8242476,1.2118931,0.98435736,0.92573565,0.85636216,1.1711179,0.7621577,1.2138859,1.0476559,1.2296654,1.1365258,0.91799307,0.95924246,0.6384008,0.9521315,0.6075656,1.1241906,1.0606693,0.8681811,1.0198921,0.5692758,0.90843034,1.1647539,1.1477253,1.1178342,0.0,1.1427579,1.1036577,1.1120965,0.99031377,1.0497415,1.0814097,1.075439,0.9682152,1.108956,1.0778797,1.1923639,0.91907567,1.1069012,1.0712116,1.1463714,1.0230097,0.9335167,0.860834,1.2576078,1.0892869,0.84574115,1.1849917,1.0544893,1.1868441,0.82925,1.1095088
scissors,0.99712604,1.0010289,1.1628958,0.93054944,1.1146809,1.1009724,1.0180824,1.0156786,0.6943265,1.0997736,0.9251944,0.99028724,1.0451359,1.0827914,1.1534605,0.9349498,1.0873257,0.9345213,0.9323894,0.9806992,0.895963,0.9659423,0.8644539,1.0420381,1.0157623,1.1704037,1.0247414,0.83685905,0.92384905,1.0317118,0.9425474,0.95254916,1.1725729,0.95431095,0.7327747,1.0721823,1.0484514,1.0673747,0.9862749,0.9675105,0.67308664,1.0505065,1.1660799,1.1775802,1.1565003,1.1070716,1.0207654,1.005855,0.6598716,0.9601094,0.99499273,1.0208626,1.1857514,1.0780989,1.2012862,1.1712228,1.0747145,1.1154511,1.1855482,0.90769726,0.9569596,1.2249876,1.0527606,1.1845415,0.34612226,1.0482495,0.9473322,1.0932728,1.1880016,1.0833946,0.956129,1.0805691,1.1262139,1.1780864,0.79158545,1.1125653,1.1706324,1.1545027,0.8382446,1.0036428,1.1994445,1.1472789,0.8076809,0.96504056,0.9095972,0.8156382,1.1083076,1.1100384,1.0580407,1.0609901,0.9259138,0.99594873,0.8207988,0.9427354,1.2263923,0.810237,0.72067094,1.0156245,1.1427579,0.0,1.2100797,0.9121519,0.35809624,1.0591794,0.7704114,0.8863046,1.0665658,1.1321139,0.6221299,0.8443139,1.0716109,0.9872944,1.1734691,1.084026,0.96121365,1.1614838,1.1157463,0.9202701,0.9932216,1.0099528,0.7042936,1.057886,0.76006424,1.1295513,1.0484767
shirt,0.7433087,1.2480698,1.3324897,1.0602235,0.4919356,1.3173236,1.3498492,1.3043345,1.3210601,0.49089152,1.4082348,0.7925782,0.67904806,1.2663475,0.4236864,1.1371218,1.3554978,1.4107008,1.2013249,1.4246315,0.92899364,1.3420943,1.228091,1.3391925,1.3790189,1.2419142,0.85577214,1.2469542,1.3261561,0.9060333,0.934607,1.4051249,0.43944073,1.3214606,1.5044485,0.6027553,1.3920119,0.9517079,1.1436564,1.1129296,1.2275581,0.36819297,1.3541421,0.4905312,1.0128781,0.6011163,1.3902425,1.0814104,1.3686643,0.92473584,0.85637367,1.1070479,0.6568885,0.8452891,1.0979958,0.4903295,1.0387455,0.6977317,1.1269087,1.1649855,0.8086722,0.15653431,1.2069118,0.35120273,1.4304318,1.0850921,1.4609718,1.0675838,0.5894562,0.9486271,0.6948885,0.8818941,1.3799728,1.2625537,1.2708802,0.9818389,0.8736335,1.4021956,1.3599983,1.0609597,0.17392635,0.56279373,1.3108532,1.1402919,1.4054536,1.4516773,1.2828355,0.93368506,1.0527238,1.1042194,1.3576907,1.2846274,1.4683294,1.185844,1.1393017,1.1569791,1.3680923,0.88976896,1.1036577,1.2100797,0.0,0.97398704,1.1980989,0.818575,1.432081,0.9629266,1.3169754,0.79656374,1.4387753,0.9154193,1.1303203,0.6597023,0.36842322,0.5230663,1.4838579,1.1896768,0.7965795,0.63679713,1.0418794,1.3217413,1.1508539,0.8015296,0.9937698,1.2935946,0.6879259
