,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
plant,1.165266,0.92340046,0.9473616,1.3048482,0.9348098,0.94202834,0.87990844,0.7488321,1.049713,1.1353308,1.0080285,1.2127956,1.3323942,0.8980202,1.154155,0.75816673,0.65432775,0.86701286,0.85771585,0.85427636,0.84065616,0.6997022,0.76093537,0.70539755,0.8719976,0.9193489,0.8673252,1.0982434,1.1589911,0.79554164,0.84147453,0.9314896,1.1872382,0.91481763,1.0356371,0.71708804,0.8979189,0.9428363,1.1328611,0.97667706,1.245276,1.2731413,0.9269865,1.2021974,1.2144626,1.224763,1.0278152,0.4123453,0.9236605,0.91059065,0.9028201,1.1238707,1.1268803,0.9689366,0.91074526,1.2458732,1.1582236,1.215862,0.7890433,1.0163441,1.2896886,0.84393215,1.293666,0.819908,1.1020875,0.87350845,1.1282444,1.0955656,0.91777456,1.2596916,0.85519516,1.1167978,0.83493817,0.8513247,1.1119319,0.9359894,0.9203327,0.78236616,1.1994613,1.3373393,0.9509755,0.89881986,0.87480116,1.1386801,0.9331651,1.0359635,0.0,0.7781905,0.93629575,0.8789763,0.8542428,1.0819751,0.97282195,1.0230433,0.95400053,1.397095,0.9184408,1.2204356,0.9506876,0.8610889,1.1593637,0.8833289,0.9380725,1.0023705,0.911489,0.8296271,0.9256859,1.2936697,1.0917028,0.80927217,1.128928,1.2400358,0.84208435,0.89414346,0.73085546,0.8246757,0.9352889,1.0470326,1.0791163
plate,1.2375093,0.68830645,0.8524289,1.4065297,0.8166071,0.852772,0.48309767,0.59531206,0.9517596,1.4113011,0.834153,1.2465972,1.469783,0.9714372,1.414757,0.63490474,0.70440304,0.674517,0.85020494,0.28938776,0.92637646,0.6917039,0.7488148,0.6383045,1.0014187,0.9739047,0.6257805,1.3043195,1.2503138,0.96797997,0.766052,1.0626122,1.4672818,0.64139134,1.2601768,0.6226419,1.0650467,1.1701694,1.3513721,0.8546345,1.2520747,1.3346777,0.64188504,1.1984793,1.3706282,1.1540802,1.2328094,0.60803384,1.0402529,0.5017649,1.106393,1.2311809,0.97282994,1.0395246,1.0111861,1.4460678,1.1138253,1.318363,0.84969354,1.0757295,1.4445791,0.8771245,1.4849329,0.44173932,1.1260154,0.521684,1.2202387,1.0814197,1.2414621,1.2857299,0.36307526,0.92740774,0.69381803,0.7859504,1.1471491,0.5692573,0.929286,0.89981663,1.3735262,1.5343258,0.9558703,0.62273204,0.5811442,1.0958145,1.1592581,0.66112274,0.7781905,0.0,0.70933944,1.0606793,0.73072386,1.2911496,1.2590952,1.2297534,0.83714813,1.534704,1.0223632,1.2534385,0.8583811,0.5768429,1.1417158,0.77704734,0.7530358,0.9292129,0.4990101,0.7930706,1.2180084,1.4559443,1.1376235,0.47265577,1.0592524,1.2252132,0.9401742,0.74798024,0.8901342,0.7064823,1.2778914,0.8659637,1.2927387
pumpkin,1.1596549,0.024399161,1.1782267,1.3116719,0.57904315,0.77061,0.59083194,0.9727039,1.2430322,1.3410122,0.68664014,1.3244815,1.3332163,0.8100183,1.3458395,1.0099573,0.7888281,1.0419062,1.034068,0.56690997,1.0197293,0.8590411,0.70862883,0.7571509,0.91239774,1.0851723,0.67731637,1.081392,1.2187947,1.1547712,1.0178117,1.1854372,1.3497465,0.61707556,1.2675303,0.8734803,1.029503,0.9367486,1.1864874,1.0615427,1.1662573,0.9901648,0.61780876,0.9201658,1.0380371,1.0127398,1.2402847,0.5694234,1.1501856,0.8064102,1.0833406,1.2122599,0.7788742,1.190508,0.9800007,1.2447505,1.0830086,1.3130618,0.81041026,1.1494075,1.289631,0.95387167,1.2807896,0.76876616,1.192278,0.7927741,1.1723685,1.2158449,1.141082,1.1483845,0.58067685,0.73205096,1.06368,0.92127705,0.8449447,0.2755021,1.1186763,0.79217327,1.3300211,1.3455706,1.1822343,0.66660494,0.664127,1.0727862,1.1068758,0.5160088,0.93629575,0.70933944,0.0,1.185212,1.0256954,1.2161949,1.0882713,1.3418124,0.8734219,1.3270079,1.2180786,1.2374896,1.1778468,0.8744031,1.2318879,0.77564085,0.5609157,0.8626432,0.88917285,0.78014255,1.1203537,1.3495022,1.2242675,0.81457067,0.8412224,1.120567,0.80056536,1.1112925,0.7521218,1.1526951,1.172142,0.6072438,1.2794727
purse,1.0565615,1.221774,0.85935515,1.1334964,1.2373579,1.2288859,1.1920025,0.86073595,0.92338544,0.79617155,1.2465723,0.76772904,1.0633521,1.1037917,0.8399246,0.86926055,1.0267525,0.44724762,0.7848108,1.1520765,1.1121209,0.8555336,1.0347366,1.1661798,1.0510871,0.88424903,1.0815353,0.9398144,1.0728573,0.6033475,1.0858561,0.9766818,0.798296,1.30385,0.7314911,0.91010684,0.9479829,0.9291548,1.0736158,0.8476812,1.0798328,1.2184702,1.2855297,1.2216456,1.1811655,1.329204,0.8876135,1.1513777,0.71174383,1.2365975,0.72289824,0.9840872,1.2418897,0.81518644,1.0263844,1.1371019,0.9580391,1.1293,1.0484555,0.5116217,1.0096128,0.88892996,0.94755405,1.1521692,0.8401805,1.1228836,1.0151025,0.88240784,0.77797496,1.1030512,1.1165675,1.408973,0.832714,1.0324204,1.2460043,1.280627,1.002616,1.0214858,0.95157635,0.93848044,0.9603811,1.2993627,1.326033,0.9284694,0.7056227,1.2880094,0.8789763,1.0606793,1.185212,0.0,0.8263738,0.96105266,0.9256308,0.82409143,0.77820855,1.1314969,0.6375623,1.1037908,1.0005251,1.0057356,0.9514135,0.9311378,1.3011034,0.9276684,1.1801791,1.1429594,0.75831,1.0297546,0.93431264,0.9827467,1.3182495,1.2193745,1.2327845,0.83366835,0.8245113,0.6802645,0.9983737,1.2943709,1.0928689
radio,1.1717452,0.996383,1.1248821,1.2069205,0.9595782,0.999401,0.9883894,0.73888576,1.1532892,1.2715375,0.8663257,0.96694165,1.3593881,0.98809296,1.2801391,0.6384165,0.8330016,0.8648673,0.8097763,0.8983382,0.9957475,0.6916269,0.75815606,0.768823,0.9438969,1.0021473,0.8481815,1.1691724,1.2506561,0.6791144,0.868047,0.9558033,1.1910944,0.8059309,1.0935023,0.85021967,0.9764042,1.1257778,1.2030758,0.5862929,1.154478,1.1893977,0.94700223,1.1061131,1.1936139,1.0860682,1.2381269,0.932894,0.82573915,0.9081743,1.1696179,1.2422085,0.99997956,1.030163,1.0957749,1.238611,1.1324359,1.2350914,0.72551423,1.0705904,1.3014057,0.8565122,1.1644254,0.6790488,1.0051168,0.73237693,1.3134637,1.1197199,0.9040978,1.1784341,0.93272513,1.050682,0.7516356,0.8455,1.0886225,0.94256324,0.6121944,0.9324827,1.2465003,1.2790279,0.8738756,0.79664475,0.77446955,1.111818,0.90095305,1.0479935,0.8542428,0.73072386,1.0256954,0.8263738,0.0,1.0559099,1.123806,0.9509861,0.87029517,1.3055711,0.7732394,1.0664643,1.0679018,0.63844323,1.2159644,0.7660426,0.9486834,0.82672274,0.9112032,0.9413847,0.8710508,1.3421664,1.2419492,0.787495,1.0153644,1.2165443,1.0623351,0.8266945,0.972194,0.80797327,1.0432448,0.98747444,1.1651744
refrigerator,0.85036904,1.2638912,1.0710766,0.7383857,1.2763531,1.2508315,1.4432923,0.97661525,0.8711554,0.6309398,1.1872458,0.5636204,0.78412044,0.97417146,0.7397202,0.9133928,1.1037246,1.1097771,0.71975124,1.3147509,0.7056786,0.88589704,0.9945267,1.1369877,1.0298772,0.88740003,1.1347979,0.56591535,0.9462145,1.0386113,1.2246212,1.1293156,0.61669767,1.3608749,0.51712185,1.2098656,0.9411285,1.1089306,0.3774072,0.85211635,1.0114107,1.0872041,1.3806543,1.0818999,0.80169797,1.268192,0.9607592,1.2201302,1.1214327,1.3338099,1.0535716,0.86693746,1.2582504,1.1560035,1.1973547,0.73339325,0.97980523,1.0774839,1.2771554,1.0273795,0.7068551,0.8597841,0.7361282,1.2717074,0.7270479,1.2476374,0.8898261,1.1167611,0.71135515,1.0623504,1.2653503,1.3510236,1.2478423,1.2259061,1.1577921,1.3708389,0.5124561,1.0867155,0.9190401,0.65576243,0.9361054,1.3585254,1.3701386,0.994969,1.033808,1.3368921,1.0819751,1.2911496,1.2161949,0.96105266,1.0559099,0.0,0.86753225,0.9424429,1.202563,0.76440215,1.101177,0.9282662,0.9805739,0.9186207,0.81372726,1.3919691,1.3146818,1.0960039,1.313251,1.0543768,0.75518274,0.754809,0.7709464,1.1977519,1.3569225,1.1112542,1.2084273,1.2397631,1.1460215,0.7823804,0.40802068,1.2817903,0.50937355
rooster,0.8421519,1.1348747,0.94772613,0.7437791,1.102831,0.93700886,1.12212,1.2338941,1.039225,0.86841834,1.0853037,1.009703,0.8512454,0.92110693,0.8738978,1.1298555,1.2626498,1.0838401,0.97350657,1.166401,1.0620472,1.1021926,1.1170357,1.2239845,1.0022246,1.0280528,1.0684109,0.9376942,1.0667726,0.985512,1.3215803,1.1459346,0.8063665,1.2752997,0.8201145,1.2321175,0.8801864,0.58627695,0.80120146,1.0156782,0.9035708,0.77182204,1.0077577,0.84590197,0.8867636,1.0293163,0.8356427,1.0908532,1.0184026,1.2849402,0.80850184,0.8793864,1.1806827,0.91141886,1.0578537,0.9053933,0.9587073,0.9585979,1.1462342,1.0173552,0.9776794,0.97095984,0.74770576,1.3467852,1.0445853,1.0114279,0.87037635,0.9424664,0.87069327,1.0279797,1.1589158,1.164827,1.1465284,1.0883199,0.8681611,1.1420618,0.9899131,0.94576687,0.9457102,0.71696496,1.044313,1.2770059,1.2840077,0.9605708,0.90807784,1.0344874,0.97282195,1.2590952,1.0882713,0.9256308,1.123806,0.86753225,0.0,1.0164182,1.1556041,0.8576844,1.0636958,0.7334846,1.0523871,1.2060058,1.0766512,1.1194525,1.2467879,0.9884947,1.2549216,1.1589622,0.88292575,0.9769471,1.0882877,1.1227852,0.9829235,0.9965616,1.0966104,1.137252,0.93355805,0.9533161,0.80534786,1.1520178,0.98742425
scarf,1.0065875,1.3760135,0.9599836,0.80488926,1.3534298,1.2274611,1.2776911,0.97611624,1.032802,0.7812841,1.3137335,0.9013103,0.6604313,1.1119411,0.6213938,1.0319996,1.0967079,1.1620756,0.9479885,1.2060292,1.0234903,0.99614084,1.2283201,1.0905613,0.8555349,0.8010774,1.2417408,1.0225635,0.7242135,0.6580807,1.0249845,0.8567596,0.6903971,1.2890774,0.89285725,1.0719246,0.9521081,1.0496973,0.94528943,0.9742553,0.6223303,1.0345716,1.1513135,1.2205377,1.1704177,1.122989,1.0030013,1.2753611,0.78694034,1.1924589,1.1464555,0.99600476,1.1545441,0.6918453,1.2356902,0.9337378,1.1008477,0.84795845,1.1059737,1.003675,0.6969662,1.0661896,0.74520755,1.1154346,0.94186205,1.2364845,1.1046802,0.73771405,0.96444297,1.0134265,1.159831,1.284376,0.73282135,1.0852591,1.1943384,1.3644469,0.9170296,0.9268539,0.56215507,0.68087333,0.9403544,1.2360432,1.2230542,1.0995185,0.73053104,1.2871199,1.0230433,1.2297534,1.3418124,0.82409143,0.9509861,0.9424429,1.0164182,0.0,1.1718019,0.72374624,0.79920477,0.8663246,1.0903506,1.1245395,0.96086776,1.2329845,1.3185157,0.93320113,1.203281,1.0847424,0.9033938,0.5918552,0.8766625,1.2549424,1.2297497,1.0973191,1.2292302,0.6633141,1.1478953,1.0315257,0.8790404,1.1733986,0.9049897
scissors,1.2748553,0.82768846,1.0962362,1.2618918,0.96540815,0.95043784,0.72398126,0.95807517,1.1125879,1.234938,0.710598,1.1013831,1.2040544,1.048469,1.2295676,0.90967333,0.95731175,0.7734817,1.1720726,1.0030645,0.86162734,1.0381987,0.7998323,0.80853754,1.1373637,0.9523922,1.0747511,1.2515811,1.1959138,1.0813894,1.0444721,1.1418335,1.1794311,0.58310044,1.1345702,1.0275385,1.2112727,1.1484756,1.1299088,0.8855152,1.0943003,0.9594936,1.0004815,0.8997431,1.2382778,0.8724782,1.0293512,0.84738207,0.9018839,0.6043989,0.74692446,1.0459594,0.7078704,1.1184093,0.95602727,1.1926926,1.0525026,1.1511196,0.7506507,0.79170424,1.2441263,1.1939311,1.083181,0.69338137,1.0498475,1.0404472,1.2224141,1.139915,1.0056438,0.9847539,1.0385075,0.7800414,0.9984683,0.8807601,0.9814627,0.8227346,1.1366824,1.084032,1.0985656,1.1529279,0.9852699,0.6122745,0.68625486,1.0336323,0.926675,0.81743157,0.95400053,0.83714813,0.8734219,0.77820855,0.87029517,1.202563,1.1556041,1.1718019,0.0,1.2437139,0.77213055,1.1754119,0.8653053,0.8978524,1.0918558,0.43865812,0.7716846,0.94237405,0.67836034,0.82567924,1.0104183,1.3330442,1.1784592,0.9181082,0.7963424,0.9820782,0.72809964,1.0037681,0.9303367,0.99077874,0.9859068,0.66469425,1.2231667
shirt,0.76815534,1.3447117,1.1119306,0.42070043,1.2005128,1.2056128,1.4206381,1.4606311,0.88371253,0.5970942,1.1695971,0.9419641,0.18243134,1.1544769,0.55840236,1.3989108,1.4506562,1.2615571,1.2660685,1.3733059,1.1623083,1.4267156,1.4439346,1.4058381,1.0354035,1.1716214,1.3395436,0.85249054,0.6547152,1.1858221,1.2444263,1.1343697,0.54498935,1.3541949,0.9639948,1.447534,1.044025,1.0137275,0.75627786,1.1726838,0.6359311,0.6208666,1.2243078,0.82317114,0.5302377,0.7663624,0.8579767,1.4741796,1.0994649,1.3226902,1.0089713,0.7887192,0.93332607,0.9862815,1.1603973,0.3416121,0.9028967,0.6466092,1.1827949,1.0389054,0.33475542,1.2037387,0.40593553,1.436867,1.1021043,1.4525769,0.74544793,0.9681687,0.95853865,0.56118906,1.3188943,0.93449205,1.3345482,1.1824195,0.84547496,1.3652203,1.1706215,1.175827,0.5645202,0.39698327,1.0441744,1.3497746,1.3481498,0.9404721,0.9424846,1.1599993,1.397095,1.534704,1.3270079,1.1314969,1.3055711,0.76440215,0.8576844,0.72374624,1.2437139,0.0,1.0328978,0.65837556,1.0720649,1.3909676,0.85381013,1.2888157,1.309586,1.1532619,1.3541083,1.2928572,1.0176896,0.34177834,0.74899745,1.488107,0.91890776,0.55379164,1.2097147,1.2881744,1.4027112,1.228194,0.9540847,1.0731789,0.73054767
shoe,1.066915,1.2355274,0.8852677,1.1000564,1.1687214,1.1479319,1.1610173,0.9086537,1.0838923,1.0669293,1.214085,0.91063404,1.0450525,1.0336797,1.0380298,0.92963487,1.0742418,0.95870596,0.9045347,1.0814044,1.1419946,0.96346545,1.111702,1.0976546,0.9802563,1.0089304,1.0838511,1.1306016,0.99613297,0.7737496,0.9746563,0.9614272,1.0472771,1.1838214,0.997681,1.00767,0.96327615,1.0523539,1.1535821,0.84463245,1.047185,1.1268938,1.1811526,1.1127542,1.103624,1.0902418,0.72272724,1.14999,0.19027877,1.1162113,0.80096173,1.0010135,1.0524435,0.8532555,1.0629478,1.042643,1.0440538,0.9484292,0.91306406,0.8318858,1.0229318,0.9522325,0.9955524,1.0344021,0.9107761,1.0699542,1.0915989,0.9475551,0.8605344,0.9325304,1.0566412,1.2061577,0.94082206,0.98421097,1.1421942,1.2977014,1.0258874,1.0331312,0.967494,0.86256963,0.9640354,1.1466756,1.1670353,1.0318947,0.9794914,1.1758182,0.9184408,1.0223632,1.2180786,0.6375623,0.7732394,1.101177,1.0636958,0.79920477,0.77213055,1.0328978,0.0,0.9338926,0.96892273,1.0383937,1.0717319,0.7907619,1.2326604,1.0644611,1.0684129,1.1529598,0.82315505,1.0645188,1.121064,0.98984987,0.9943593,0.997088,1.1814867,0.9374863,1.0129691,0.88788164,1.104832,1.1513171,1.1315268
shorts,0.821749,1.2430786,1.0550356,0.36932075,1.1690376,1.104329,1.2294507,1.2218827,0.90112907,0.841251,1.1043367,0.93265253,0.7039973,1.0216172,0.7981283,1.1881179,1.2263834,1.1274381,1.1268656,1.2091339,1.216116,1.2347325,1.2654245,1.2195363,1.0215589,1.0650783,1.1665313,0.9440831,0.854204,1.0037335,1.1425273,1.0974203,0.81460786,1.1997896,1.0134517,1.220773,1.014302,0.9926837,0.9514073,1.111502,0.67372227,0.913464,1.1149132,0.9992404,0.8686043,1.0062987,0.8953063,1.280812,0.9835852,1.194263,0.99857,0.95632327,1.0633837,1.0385525,1.1186271,0.6645824,0.8418606,0.8840671,1.1717814,1.055193,0.738873,1.1053896,0.70005333,1.253795,0.95774,1.1721057,0.92377746,0.98023325,1.0045403,0.8728924,1.2039641,1.0887496,1.1837281,1.1158783,1.0972764,1.2362634,1.0667125,1.1034262,0.825835,0.54704887,1.0522394,1.1886637,1.1946647,0.88276273,0.99487746,1.1674223,1.2204356,1.2534385,1.2374896,1.1037908,1.0664643,0.9282662,0.7334846,0.8663246,1.1754119,0.65837556,0.9338926,0.0,1.1296026,1.1703782,0.90009034,1.1527668,1.2079563,1.0757327,1.2006589,1.1985438,1.0155135,0.70496094,0.94167966,1.292835,1.0257691,0.9109744,1.1848942,1.1431255,1.167461,1.1088158,1.0655504,1.1242074,0.9123593
shovel,1.0178688,1.2025096,0.5397531,1.1031128,1.0537243,1.0313053,0.9219152,1.0816848,0.84459674,1.0013565,1.1933491,1.0314865,0.9740085,0.96667886,1.0367237,0.9931309,1.0977616,0.87110126,1.0448862,0.9865063,0.9078648,1.0820203,1.15842,1.1577718,1.1426708,1.1316175,1.0653613,1.1048445,0.9281039,1.0040135,0.9801704,0.86100686,1.0683588,1.1495428,1.0187958,0.8807894,1.0078361,0.9613801,1.0485079,0.9788923,1.0735229,1.0338597,1.0672014,1.0900462,1.0575712,1.0431206,0.6417725,1.1321716,1.0918632,0.66056347,0.75880337,0.6971108,1.1331626,0.9583898,0.74888855,1.1019069,0.842885,0.90892506,1.071844,0.97420645,0.9680399,1.0547994,1.0775192,0.9994506,1.1180141,0.9971528,0.7429775,0.98462903,1.0491258,1.0177606,1.0039783,1.144516,1.0253673,1.1148059,1.0792023,1.1965077,1.1063735,1.227402,0.97959626,1.1107913,0.81492853,1.086748,1.0666406,0.8493329,1.0562853,0.99095744,0.9506876,0.8583811,1.1778468,1.0005251,1.0679018,0.9805739,1.0523871,1.0903506,0.8653053,1.0720649,0.96892273,1.1296026,0.0,1.0132223,0.8974116,1.1278671,1.1683791,1.2134119,0.51928455,1.1035368,1.0945681,0.989795,0.9158093,0.8106296,1.0832522,0.81031895,0.8736986,1.063175,0.975931,0.6605987,1.0279802,1.2797902,1.0285485
sink,1.26909,0.86564183,1.0538986,1.3037568,0.9580933,0.95281476,0.8170925,0.54392254,1.0061346,1.26175,0.8259629,0.9309467,1.4146409,1.0092487,1.2961423,0.6492003,0.71402436,0.79900765,0.72481036,0.83112365,0.6582833,0.63603026,0.6918365,0.571543,0.9717712,0.7984742,0.757843,1.1016877,1.2008151,0.98258454,0.85632646,1.0165603,1.2540618,0.77736187,0.9848494,0.82617927,1.0661384,1.1491672,1.0249017,0.7142905,1.2706206,1.3596158,0.93733,1.1860081,1.2546731,1.2192256,1.1982168,0.695735,1.0293193,0.80339754,1.1327834,1.190865,1.0482244,1.2143589,1.0007364,1.2717874,1.0674025,1.3287945,0.90140295,1.0156298,1.2730885,0.8338805,1.2311887,0.6358289,0.8469308,0.6583965,1.2531985,1.2125078,1.0973499,1.2924333,0.87717086,1.0949099,0.9086071,0.8187543,1.238509,0.80645454,0.6770094,0.9434853,1.281212,1.333899,0.9673374,0.8009586,0.7750561,1.056726,1.1076177,1.0159976,0.8610889,0.5768429,0.8744031,1.0057356,0.63844323,0.9186207,1.2060058,1.1245395,0.8978524,1.3909676,1.0383937,1.1703782,1.0132223,0.0,1.0070826,0.9392972,0.80859554,0.89801186,0.81573933,0.6491931,1.0730808,1.2805371,1.1844807,0.7664726,1.1964133,1.2288393,0.92887956,0.959447,0.8624859,0.77301574,0.89098626,0.94182754,0.9632555
slide,0.90065515,1.2747,0.95991755,0.89154005,1.1561488,1.1481493,1.1745148,1.1133244,0.3087412,0.6033361,1.2914023,0.6843366,0.84196126,1.1964463,0.6659471,1.2449328,1.1751716,0.61984915,1.176678,1.2015545,1.0547452,1.2304361,1.3392444,1.2212017,1.0732554,0.7460384,1.2285845,0.74039245,0.7366578,1.0392258,0.9628544,0.9791873,0.7895216,1.3080117,0.8127668,1.1336603,1.0432383,0.9618568,0.93301886,1.145744,0.97058904,1.1528227,1.2507534,1.170769,0.9146361,1.1887915,0.86293525,1.2475162,0.9967603,1.1761093,0.81476474,0.9224508,1.2597526,1.1603628,0.87722605,0.83892095,0.6912859,0.9438288,1.1804695,0.8096267,0.772617,1.1688995,0.93960154,1.2327093,0.8795408,1.157256,0.7275313,0.9585876,0.87868524,1.008474,1.175662,1.2521968,1.1920958,1.2032241,1.2621641,1.2629901,1.1836493,1.1779134,0.9001665,0.85438746,1.1901366,1.3201531,1.3207982,0.71851236,1.1192709,1.2821442,1.1593637,1.1417158,1.2318879,0.9514135,1.2159644,0.81372726,1.0766512,0.96086776,1.0918558,0.85381013,1.0717319,0.90009034,0.8974116,1.0070826,0.0,1.3221743,1.2673953,1.1451216,1.1423916,1.1326406,0.91873235,0.68172884,0.57947844,1.1421943,1.3627608,1.0280852,1.0615094,1.1123708,0.74788845,0.8194488,0.97526795,1.2980433,0.6567811
slipper,1.4044749,0.6795783,1.2818689,1.3396963,0.739341,0.710908,0.69506633,0.914524,1.2951002,1.4469919,0.32633138,1.3496544,1.3727516,0.94427943,1.3728687,0.85445607,0.76929986,0.8364098,1.1665934,0.90138525,0.9919148,0.88372236,0.41363025,0.6532749,1.0064456,1.0969808,0.872547,1.3837553,1.3475409,0.9750853,0.98408806,1.2171614,1.329415,0.2866621,1.381136,0.84666646,1.2715037,1.2279831,1.2170085,0.9016227,1.0788429,0.808252,0.813731,0.5985832,1.240524,0.6617394,1.3103964,0.68867135,0.901055,0.6184782,1.0295358,1.2351311,0.5854339,1.0182546,0.95760494,1.2819111,1.2705946,1.2460799,0.47091866,0.9852057,1.3873308,1.1667767,1.0550132,0.6074769,1.1886399,0.78919315,1.4041481,1.1966126,1.262861,1.033056,0.9457096,0.5088467,0.90580726,0.6499351,0.72529733,0.61193293,0.9845042,0.85900414,1.1721411,1.2508721,0.99373937,0.38162124,0.47112536,1.255851,0.8246051,0.7252922,0.8833289,0.77704734,0.77564085,0.9311378,0.7660426,1.3919691,1.1194525,1.2329845,0.43865812,1.2888157,0.7907619,1.1527668,1.1278671,0.9392972,1.3221743,0.0,0.4986239,0.72272044,0.7179005,0.7544328,1.2555182,1.4809952,1.3918567,0.7084539,0.48590112,0.97233254,0.723181,0.94112456,1.0551947,1.2113335,1.210034,0.34625953,1.4293971
soap,1.2357457,0.4431715,1.1871496,1.3366473,0.5200013,0.60254186,0.44942296,0.90484583,1.2759604,1.490453,0.37614822,1.3256264,1.3472937,0.9744609,1.4562703,0.9510936,0.62979525,1.0156788,1.1535692,0.7951342,0.8975349,0.9164261,0.5165886,0.5566483,1.0270888,1.1611221,0.8112737,1.2487302,1.2904592,1.2069438,0.86687815,1.0181451,1.4226732,0.28147924,1.3687042,0.7455788,1.2102945,1.203525,1.1531676,1.1220226,1.1010661,0.9532343,0.677309,0.75567853,1.1956977,0.7372204,1.2770641,0.557863,1.1630667,0.6129481,1.1731068,1.2134627,0.6107349,1.2070203,0.87007815,1.2390385,1.2176323,1.2236302,0.7340338,1.1696001,1.3430016,1.1102931,1.2532535,0.65348935,1.1200703,0.6683172,1.2248855,1.2387041,1.3143976,1.0579485,0.8804279,0.4100945,1.0468895,0.75522566,0.7266449,0.36061168,1.0140724,0.8772236,1.2785859,1.3682927,1.0939716,0.41810882,0.4544679,1.2149253,1.1475333,0.51395583,0.9380725,0.7530358,0.5609157,1.3011034,0.9486834,1.3146818,1.2467879,1.3185157,0.7716846,1.309586,1.2326604,1.2079563,1.1683791,0.80859554,1.2673953,0.4986239,0.0,0.85932255,0.7048889,0.6104054,1.3001734,1.4081326,1.30392,0.7956972,0.60256284,0.9629639,0.5745875,1.0442344,0.9721188,1.2840741,1.1469191,0.393695,1.2843132
sock,1.0424848,0.86481583,1.2116306,1.036444,0.9153168,0.85119176,0.97869813,0.9635299,1.0498377,1.0383413,0.7249525,1.0582784,1.1179961,0.84854776,1.0470831,1.012073,0.8655737,0.8717528,1.1121215,0.95658237,0.87357825,0.8810705,0.7027507,0.8390543,0.6205575,0.8768314,0.8547423,1.0982414,1.1154194,0.900579,0.9995659,1.1972727,0.90245074,0.74906397,1.0906603,0.9780802,0.8382194,1.1903203,0.96610224,0.9137478,1.0520337,0.98825467,0.8724466,0.9403819,1.2856569,0.99694777,1.3217806,0.99192345,0.996794,0.9018577,1.3107433,1.2161666,0.9888506,1.000214,1.2163957,1.1973014,1.2562225,1.2148373,0.83367646,1.0994772,1.1804044,1.0795726,0.9352883,0.83059597,1.1004567,0.8613409,1.2220954,1.0723758,1.1297697,1.2174304,0.9529443,0.9409238,0.8515369,0.8908193,0.92783237,0.798975,0.8375452,0.6599166,1.1165386,1.0296601,1.0949286,0.7845094,0.8397621,1.2478172,0.705085,1.0606601,1.0023705,0.9292129,0.8626432,0.9276684,0.82672274,1.0960039,0.9884947,0.93320113,0.94237405,1.1532619,1.0644611,1.0757327,1.2134119,0.89801186,1.1451216,0.72272044,0.85932255,0.0,0.9884342,0.73847795,1.0936415,1.1982703,1.1096089,0.95947367,0.93382484,1.2107741,1.0801313,0.8562865,1.1796306,1.1411599,0.96614033,0.70150524,1.1750606
spoon,1.2650359,0.83971834,0.6057513,1.2776592,0.8581121,0.7348532,0.60236585,0.8089483,1.101087,1.4841247,0.7386801,1.3885562,1.254538,0.9988268,1.433289,0.87365794,0.78640515,0.86779153,1.1256206,0.7019174,0.78682625,0.85027814,0.81349635,0.7354138,1.0819837,1.0870007,0.8443151,1.3933986,1.1127496,1.0087217,0.84304744,0.9531638,1.4689634,0.5129475,1.3987254,0.5728016,1.1814829,1.1235738,1.2749326,0.91228855,1.134067,1.116034,0.7130027,1.0769625,1.3178176,0.8517996,0.97386855,0.77017975,1.1098846,0.06976193,1.1097912,0.92157274,0.8285589,1.0139394,0.9019904,1.3632023,1.0911077,1.0097659,0.8197619,1.1258962,1.3427272,1.013138,1.3932495,0.49919176,1.2131534,0.5432239,1.2054429,1.135367,1.2807468,1.1343822,0.7751237,0.76310086,0.8904348,0.78482425,1.0417333,0.720708,1.0566137,1.0367261,1.2032312,1.4572818,0.9300653,0.42879528,0.40674222,1.0787011,1.1647415,0.65600836,0.911489,0.4990101,0.88917285,1.1801791,0.9112032,1.313251,1.2549216,1.203281,0.67836034,1.3541083,1.0684129,1.2006589,0.51928455,0.81573933,1.1423916,0.7179005,0.7048889,0.9884342,0.0,0.70551115,1.281472,1.3580451,1.2478665,0.5434954,0.8155565,0.93641204,0.678246,0.94867045,1.0312495,0.9837724,1.1564796,0.74664974,1.3270763
