,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pencil,1.2643335,0.63306636,0.792671,1.2580513,1.1313243,1.0336568,1.2118701,0.62907624,1.3543352,1.3979952,0.4569006,1.2246909,1.3513547,0.9639892,1.3845358,0.8714455,1.0687006,0.7209648,0.68924046,1.1101844,0.46673083,0.44727272,0.6930083,0.6637716,0.49944645,0.70140564,0.77723074,1.292206,1.0091058,0.54924804,1.1701009,0.8061929,1.3351293,0.8295095,1.2535715,1.3369818,1.2407192,0.2735629,1.2987896,0.7758479,1.241359,1.2764081,1.1380296,1.1570824,0.798157,0.5610313,0.8456719,1.2345508,0.74831176,1.2799358,0.7459445,1.1508895,0.2639029,1.3456764,1.305058,0.61659366,1.181154,1.2353734,1.2769914,1.1851401,0.8340193,1.1665008,1.2871392,0.88783103,1.3627603,0.2768379,0.6305389,0.4705485,1.1994313,1.1593752,1.4938753,0.6297944,1.261724,0.5758074,0.9968725,0.71627694,0.81209856,1.1376287,1.3326293,1.3318537,1.0309612,0.122269094,0.0,1.1202997,1.2424122,1.2199233,0.90377074,1.1902428,0.65284646,1.2045393,0.86831874,1.1240408,0.7859665,1.0478477,1.2635524,1.2054658,0.86801004,1.3417399,1.0305123,0.8989098,0.31801206,1.1847019,1.4157346,0.6559181,0.63924,1.3045034,0.30752957,0.8212921,1.3519268,1.3427036,1.4094,0.97891617,0.75691164,1.1455669,1.1467084,1.2328658,1.2402586,1.1083212,0.39893264,0.4079548,1.3164454
pickle,0.89130026,1.1557031,0.49724126,0.98866594,0.6794145,0.807683,0.2744124,1.238027,0.8359662,1.2411526,1.1523365,1.0870645,1.0179822,1.1704246,1.1882753,0.7785486,1.1493022,1.3204765,1.0965573,1.1760314,1.0098487,1.1356524,1.244608,1.0657306,1.276848,1.3039834,0.6368276,1.1237036,1.272393,1.1990488,1.2263511,0.8931954,0.9778418,1.0397549,0.6611938,1.0634995,0.9432176,1.025729,1.1807934,1.2721071,0.7234769,1.177213,1.0071713,1.1930724,1.1598635,1.0316268,0.8040835,0.98806477,0.700335,0.48887676,0.8349601,1.0382092,1.0847069,0.5148984,0.7794893,1.1183329,1.0225703,0.56081116,0.8550055,0.65296143,1.0445726,1.0999267,1.2062719,1.2591527,1.0786512,1.1916485,1.2103384,1.1711142,0.96658,0.31343395,0.9571768,1.157004,1.0596623,0.9193138,1.2109662,1.16058,0.81342125,1.1618854,1.0197554,1.0714661,1.0753871,1.214871,1.1202997,0.0,0.91966754,0.9017761,1.0677842,0.8539639,1.0137134,1.1343455,0.7721776,1.2243172,1.1138135,0.64745975,1.1487067,0.91962594,1.0927395,1.0945165,1.1465026,1.0687517,1.20386,1.0269263,0.7205788,1.1425962,1.0060946,1.0146279,1.1053241,0.8495386,1.0824202,1.0488653,1.1698959,1.0043939,0.9935574,0.6414399,0.6839341,1.2182926,0.6129477,0.94511825,1.2042727,1.1844459,1.1843029
pig,1.0983888,0.9921647,1.0900576,0.67757714,1.1551874,1.1992669,1.0376314,1.4640627,0.82619274,0.8536576,1.1408844,0.8775394,0.8601619,1.2009735,0.80560243,1.1338154,1.2822611,1.3804896,1.4410146,1.0995151,1.1117276,1.2518053,1.4081457,1.0728774,1.3870234,1.2289746,0.98179793,0.7842133,1.17633,1.2082888,0.87390584,1.2836046,0.7228285,1.1924357,0.7607851,0.723314,0.6549791,1.2122985,0.95866144,1.3752325,1.1290076,1.0209316,1.0710421,0.75741255,1.1466012,1.2108065,1.1295472,0.7705235,0.7834244,0.79343647,1.0788045,0.91535515,1.1943531,0.9253048,0.808128,1.0231968,0.8368523,1.0710022,0.88879275,0.7141641,1.0817577,1.0787352,0.8052093,1.284313,0.5774161,1.2421453,1.220786,1.3980744,0.6991459,0.9934324,0.6125939,1.2798429,0.63981044,0.86693984,1.113134,0.9091768,1.163767,0.91839737,0.5375005,0.57122934,0.8296628,1.3501575,1.2424122,0.91966754,0.0,0.9694766,1.2856696,1.1322287,1.3114219,1.0919902,1.3134811,1.17885,1.3237557,0.8943542,0.75642,1.1322871,1.2976505,0.6450477,1.1327405,0.9997944,1.3334663,0.87860644,0.9393567,1.2009703,1.177323,0.6208505,1.2135518,0.97883916,0.77748674,0.5962738,0.84117484,1.4003179,0.72033715,0.7257551,0.73571384,1.008094,1.2059,1.1532862,1.2656295,1.1912805,0.8317621
pillow,0.92178196,1.0956367,1.1244197,1.018634,0.76029944,0.81137145,0.96747947,1.0727206,1.0022782,0.88137424,0.9962533,0.9684951,0.5412561,1.0199151,0.6301201,0.78665113,0.95417523,1.0384567,1.2247746,0.9528529,1.1716721,1.2125773,0.99853575,1.0230331,1.0503018,1.11241,0.9871052,1.0577534,0.9390976,1.2268345,1.1397567,1.0617958,0.8054035,1.1178111,0.93063736,0.6049784,0.99511725,1.1863661,0.89105815,1.1465396,1.0095756,1.1051195,1.0657449,1.0519017,1.1169428,1.0830681,1.2088146,1.0623804,1.1620036,0.57867384,1.0180905,0.7978987,1.2511654,0.945318,1.142465,1.1340933,0.55382866,0.9375839,1.018906,1.0606887,0.8025209,1.1585953,0.9113574,1.0942637,0.86534435,1.2156014,1.1829728,1.2388957,0.8736664,0.98958516,0.6203799,1.0122197,0.9787641,1.1934481,0.5943076,1.0484856,1.2157874,0.9529571,0.7606154,0.98336405,0.871767,1.2031554,1.2199233,0.9017761,0.9694766,0.0,1.0965996,0.9484587,1.1408427,1.1519359,0.95476574,0.655193,0.94453347,0.91459167,0.94956225,0.9564211,1.0593671,0.9528029,0.9686711,0.7441971,1.2774682,0.92986983,0.76477814,0.90931326,1.1056833,0.8084026,1.2492596,1.0853181,0.9080993,0.9018761,0.8934554,1.1823645,1.1046835,1.0020285,1.1989921,0.67184263,0.8601545,1.1147032,1.2116117,1.0798244,1.1005645
pizza,1.0709515,1.2648119,0.9417418,1.1993903,0.77886426,0.9295113,0.8694811,0.61864513,1.1092947,1.152425,1.0530492,1.2396095,1.1810724,0.9976637,1.2010989,1.0369525,0.809474,0.80367124,0.47765553,0.8066353,0.7968539,0.96241903,0.86929923,1.0543528,0.9354936,0.8785525,1.1783446,1.0447953,1.1239284,0.82783335,1.0546829,0.84505486,1.2664567,0.58625627,1.1381687,1.2763588,1.0410483,0.9642015,1.1768782,0.64860743,1.0110261,0.9395458,0.8869474,1.1706666,0.95892966,0.90146685,0.82425404,1.0887189,1.243692,1.1924341,0.8407663,1.1156324,0.7955619,1.0043539,1.1748617,1.0341429,1.2788794,0.9880792,1.0627056,1.224485,1.1146828,1.0259964,1.2072804,0.8067887,1.3287714,0.91126436,0.99240273,0.7390479,1.274574,1.0178351,1.2730868,0.99362767,1.1253598,1.1052669,0.9060165,1.1188457,0.80634195,1.04546,1.413667,1.3246202,1.0642956,0.7628046,0.90377074,1.0677842,1.2856696,1.0965996,0.0,1.0510312,0.22282672,1.017601,0.6441884,0.9856258,0.86029506,1.0459732,1.1502819,1.0620911,0.8215971,1.217955,0.932802,1.1584971,0.8175018,1.0080564,1.032752,1.0613167,0.9171355,1.2850282,0.70640254,1.124761,1.1151285,1.2354026,1.0859178,0.44690907,1.19977,1.1197659,1.112764,0.97784114,0.910079,0.30879056,0.973002,1.0142666,1.1784017
plant,0.033351064,1.2096596,1.0125781,1.2457887,0.92418164,0.88994414,0.90253663,1.0072117,0.9408221,1.0327619,1.1485217,0.9532005,1.0607814,0.9386782,1.1680932,0.9175369,0.91538334,0.9827371,1.0258372,1.028163,1.1401703,0.9207633,0.9769931,1.0237762,0.9911332,1.0025744,1.012073,1.0174139,0.76682746,1.1776091,1.1386299,0.9357159,1.1153394,0.97054416,0.94730747,1.1856503,1.0288194,1.1659516,0.87121475,0.9455338,0.8418724,0.88047767,0.9736103,1.0742824,1.0322376,1.0821221,1.040082,1.0059682,1.2173651,0.9438699,0.824152,1.1486661,1.1945479,0.6139714,0.9643119,1.2011486,1.148871,0.87793374,0.97543323,1.1732668,1.078064,0.8085829,1.1936474,0.96901566,1.2197208,1.1640513,0.8791988,1.0116898,1.135731,0.87790054,1.0586213,0.9915315,1.1113874,1.2211998,0.9191041,1.1461579,1.0539508,1.0936484,1.1932049,1.1202269,1.1316521,1.1539745,1.1902428,0.8539639,1.1322287,0.9484587,1.0510312,0.0,1.0608556,0.81855536,0.97776175,0.8923774,1.0446515,0.9760789,1.0765638,0.03033185,0.9252428,1.2199713,1.0976019,1.0928485,1.1175048,1.1693374,0.89152354,1.1739835,1.0989175,1.1628941,1.1253085,1.1264513,1.0135874,1.0751929,1.0855954,0.923757,1.1730133,0.9525366,1.1369636,0.9059593,0.73135924,1.0892086,0.94455653,1.2001197,0.86578584
plate,1.1157006,1.0880234,0.7566473,1.3517985,0.80063295,0.9483465,0.85637665,0.5022586,1.1431801,1.2087846,0.7816694,1.2987945,1.3002481,0.97856146,1.3182414,0.8810702,0.9117557,0.75569856,0.37536967,0.9867713,0.5024308,0.77023476,0.7505393,0.84603256,0.7491024,0.73987794,0.98295707,1.1734729,1.095277,0.601931,1.1899581,0.6893888,1.4030802,0.4700603,1.2340873,1.3781195,1.1442559,0.65860075,1.297289,0.5990353,1.0806448,1.127879,1.0437013,1.2701144,0.9323497,0.747836,0.7394253,1.1983517,1.1539047,1.173271,0.6931347,1.2234212,0.6043542,1.1059982,1.2793996,0.8729351,1.3145132,1.0534742,1.1310104,1.3381559,0.92447186,1.1757127,1.3000957,0.78543615,1.453677,0.6342276,0.8830153,0.5473828,1.3180373,0.95558167,1.429192,0.9553022,1.258253,0.8752959,0.9141944,1.030087,0.707039,1.1938089,1.53228,1.4238424,1.1238146,0.5838274,0.65284646,1.0137134,1.3114219,1.1408427,0.22282672,1.0608556,0.0,1.1699444,0.53097427,1.1183925,0.8525379,1.0609273,1.2961723,1.0946351,0.8452287,1.3930801,0.9954421,1.0882374,0.564782,0.93882334,1.1279063,0.8395587,0.71442825,1.4069265,0.3950715,1.0521953,1.2522719,1.3114114,1.1603879,0.5179921,1.0639417,1.2070806,1.2499204,1.0828848,0.9531423,0.43325526,0.7855979,0.7627138,1.2652228
pony,0.7610293,1.1608949,1.2279483,1.0394528,1.1327403,1.0989805,1.0427469,1.1373384,1.0317539,0.9780283,1.2431321,0.9875098,0.97137773,0.68029225,1.0542948,1.1116588,0.87485313,0.99906653,1.1613033,0.9480617,1.2015029,1.0871842,1.1551107,1.1301361,1.1953452,0.9806001,1.2377665,0.82570934,0.94197595,1.147581,0.98275495,1.1647869,1.0841068,1.0561202,1.010132,1.0981487,1.0405602,1.2062546,0.9214448,1.0755565,0.94673437,0.30061173,0.39402646,1.0137914,1.0828172,1.1875627,1.0983709,0.9027175,1.1423221,1.079747,1.0581673,0.98703736,1.175071,0.87708116,0.9861413,1.1159382,1.0961102,1.0444077,0.95276016,1.0201775,1.2195735,0.06362891,1.042194,1.0400982,1.0461041,1.1656735,1.0492363,1.0845549,1.0181799,1.1494672,1.0183138,1.036804,0.9864468,1.2108006,1.0520315,1.1152275,1.1090626,1.0443313,1.0784899,1.0321572,1.0986102,1.1209248,1.2045393,1.1343455,1.0919902,1.1519359,1.017601,0.81855536,1.1699444,0.0,1.144932,0.99091446,1.0259082,1.0994654,1.0184989,0.7640996,0.9650361,1.0166746,1.083873,1.1272197,1.1359384,1.1465473,0.9725464,1.274178,1.1515473,0.9949629,1.2206917,1.1067299,0.90862453,1.0330478,0.9829926,1.0337032,1.123403,0.82195866,0.9486718,0.93243057,0.9234997,1.0234547,1.0963709,1.2180457,0.72401744
pumpkin,1.0151652,1.030069,0.4865058,1.3671907,0.4315892,0.67688143,0.5611396,0.67339814,1.2290598,1.2983116,0.88130045,1.2707437,1.1335108,0.9882613,1.3244241,0.8875146,1.030024,0.92988473,0.56198406,1.11321,0.583841,0.9852712,0.8288459,0.80978036,0.9019995,0.9884753,0.6679193,1.1902432,1.2954003,0.6961467,1.290758,0.64202976,1.274762,0.69090927,1.1349075,1.3419214,1.2447948,0.77611613,1.3072726,0.69882077,0.9126812,1.1269546,1.0102562,1.4078192,1.098694,0.65101427,0.553397,1.1082275,0.951631,0.8731346,0.66592485,1.2375772,0.873956,0.8712991,1.1267185,0.8267212,1.207759,0.7604389,1.0833212,1.1700866,0.6633315,1.1701962,1.2618039,0.8222936,1.4421953,0.8614854,1.1348878,0.68336207,1.2498705,0.66316026,1.3226564,1.1063191,1.2833483,0.8132169,0.98786885,0.9741349,0.51538444,1.3341634,1.4460719,1.412965,1.1989264,0.8482471,0.86831874,0.7721776,1.3134811,0.95476574,0.6441884,0.97776175,0.53097427,1.144932,0.0,1.0250643,0.94117546,0.8052809,1.4522489,0.9804776,0.726078,1.3453249,1.0772996,1.0826453,0.7664507,1.1746367,1.0104988,0.8392336,0.8327927,1.3601642,0.69826365,0.87434167,1.2501341,1.3345395,1.260491,0.5285443,0.9805347,0.985669,1.1358355,1.1124244,0.6052582,0.8715177,1.0342726,0.8155381,1.3885509
purse,0.8820128,1.1583544,1.345952,1.0900621,1.0857339,1.0156215,1.2142923,0.7642993,1.0920587,0.89159745,1.0778954,0.88221943,0.77741796,0.90353227,0.8953251,1.0183073,0.6238151,0.65057856,0.90789986,0.7001809,1.2522405,1.0388608,0.6154142,1.1971794,0.7535609,0.92705005,1.1307781,0.98517627,0.7479663,1.1953915,0.93137795,0.98249793,1.0001899,0.9795344,1.2383087,0.87045014,1.1054533,1.232306,0.81705827,0.7785586,1.0631464,0.92045695,1.022987,0.90862083,0.879293,1.091245,1.1216623,1.0579264,1.3671424,1.1192117,1.1316488,1.0124682,1.1163572,1.23316,1.0579991,1.1965913,0.8644252,1.0546104,1.1136156,1.2310638,1.1110127,1.0001695,1.0220082,0.76093984,0.97727954,1.1697881,0.92997164,1.0774022,1.0467356,1.2677124,0.9725539,0.77721846,0.8282671,1.3774984,0.6522297,1.1535602,1.1348921,0.7358195,0.9721749,1.0144068,0.8959472,1.0385454,1.1240408,1.2243172,1.17885,0.655193,0.9856258,0.8923774,1.1183925,0.99091446,1.0250643,0.0,0.7596555,1.0410554,0.8414734,0.8725137,0.9383448,1.0712448,0.8120365,0.9118728,1.107338,1.0509421,1.0740979,0.99554145,1.1636958,1.0315566,1.1464927,1.1259909,0.7982404,0.96355146,0.9223794,0.876071,1.2650456,1.2499437,1.3113894,0.72792923,1.0923493,1.0689803,0.9590638,1.0848664,0.99775296
radio,1.0387586,0.97132224,1.1110579,1.2009381,1.0212346,0.9279937,1.1529313,0.78461504,1.1236644,1.2119471,0.70575505,1.0218972,1.1093224,0.9620067,1.1427786,0.87131995,0.86334574,0.75203145,0.75159144,0.97084856,1.000746,0.9188817,0.6941854,1.0035229,0.75064695,0.8434143,1.05674,1.0753177,0.9386187,0.9103607,1.1390882,0.8172203,1.2406545,0.87354714,1.3051558,1.066985,1.3190335,0.87597513,1.0656703,0.86018455,1.0445853,1.0199479,1.0106707,0.9974984,0.5249889,0.69597435,1.0307896,1.0843267,1.0563148,1.2549334,1.0400598,1.1281068,0.8527555,1.1639221,1.1868137,0.9977816,1.0386657,1.0315802,1.0763402,1.213584,0.9202378,1.0117233,1.1793617,0.8713262,1.18877,0.8403309,0.96372265,0.77817166,1.1878992,1.1328363,1.31726,0.6880887,1.0987936,1.0824393,0.7954922,0.9538015,1.0090808,0.48886132,1.208864,1.2164843,0.99121803,0.752298,0.7859665,1.1138135,1.3237557,0.94453347,0.86029506,1.0446515,0.8525379,1.0259082,0.94117546,0.7596555,0.0,0.9972936,1.0082432,1.017978,0.802838,1.2454004,0.7210856,0.914776,0.80744773,0.96976805,1.1426842,0.7977715,1.0373071,1.2760531,0.8632674,1.0394374,1.1530279,1.2349646,1.2602743,0.850002,1.0635508,1.2297946,1.306032,0.9431672,0.9949333,0.89456505,0.8815849,0.72222257,1.1960601
raisin,1.0387704,1.0202523,0.66653717,1.0599114,0.71023566,0.7467204,0.7474526,1.2115362,1.0726271,1.185289,1.0374014,1.1854806,1.0069826,1.0062355,1.1976988,0.9569425,1.0762835,1.1257603,1.07013,1.117206,0.9148365,1.0495108,1.1029956,1.0028883,1.1098496,1.1307812,0.8271083,1.1051891,1.1961255,0.9776758,1.2476408,0.9588056,1.0023508,1.0827628,0.9656054,1.133718,0.84094644,1.0018225,1.1971542,1.0926414,0.99526936,1.1183332,1.073342,1.1219628,0.95974904,0.91424745,0.7442356,0.9452891,0.7216891,0.83421546,0.92473686,1.0529875,1.06432,0.9060969,0.7146063,0.843225,1.0985835,0.6877887,0.973608,0.8273347,0.8548831,1.0725816,1.14646,1.0688847,1.1046876,1.0765331,1.1232716,1.0441074,1.0555681,0.7398329,1.0509523,1.1070919,1.0620708,0.76755,1.1778232,0.95247406,0.7537802,1.0696723,1.0080906,1.0592959,1.0365295,1.1458749,1.0478477,0.64745975,0.8943542,0.91459167,1.0459732,0.9760789,1.0609273,1.0994654,0.8052809,1.0410554,0.9972936,0.0,1.144034,1.0314765,1.1018846,1.1198331,1.0508947,1.0037771,1.0869502,1.048898,0.9796256,0.9973515,1.0344508,1.0445796,1.0474076,0.774789,1.1827834,1.0918374,1.2147393,1.0532155,0.78958553,0.85469246,0.92762375,1.2491933,0.90314275,1.0702972,1.0854754,1.0031925,1.0808855
refrigerator,1.0320716,1.0550574,1.4266238,0.7810484,1.3110166,1.2269907,1.1964647,1.1968892,0.6701988,0.7095531,1.0873151,0.56050754,0.88265264,1.1576703,0.68841106,1.1287396,0.867003,1.1326523,1.2753623,0.70058185,1.4089609,1.0279938,1.0799778,1.137216,0.9887654,0.99913275,1.2788833,0.77146953,0.6313944,1.2447398,0.47364438,1.2159116,0.87449074,1.2713256,0.9645416,0.5725451,0.98584086,1.3066766,0.54116607,1.2547421,1.072552,0.92057043,1.1849594,0.16003323,0.83507234,1.2357023,1.3898482,0.8803844,1.2639912,1.0513533,1.3600819,1.0999929,1.2353158,1.1413268,0.92952,1.1644351,1.0423999,1.2652087,1.0461143,1.0150301,1.2657253,0.9976209,0.78531533,1.1192917,0.5989669,1.2257546,0.7747816,1.3087788,0.9747447,1.1629349,0.91314125,0.81408256,0.67060363,1.3314483,1.1517091,1.1652501,1.4056356,0.34674364,0.59030205,0.6818919,0.65652317,1.235025,1.2635524,1.1487067,0.75642,0.94956225,1.1502819,1.0765638,1.2961723,1.0184989,1.4522489,0.8414734,1.0082432,1.144034,0.0,1.0696466,1.3464935,0.7357328,1.1108929,0.94349426,1.2692441,0.7079504,0.8669269,1.3374449,1.1834711,0.9583078,1.340542,1.2546098,0.73808706,0.59295714,0.7579385,1.2761868,1.2433718,1.1946677,1.0643325,1.0482783,1.2913392,0.9717916,0.9454446,1.2530414,0.5413017
rooster,0.017596722,1.2120094,1.0542847,1.249974,0.9054296,0.85733116,0.9363083,1.0003426,0.9404948,1.0110036,1.1791011,0.9501336,1.0521879,0.89722407,1.1367599,0.9625986,0.9032577,0.9943023,1.0242053,1.0227598,1.1741867,0.9407081,0.9801096,1.0235873,1.0206493,1.0226681,1.0669839,0.97352254,0.7606058,1.1702833,1.1134143,0.9705373,1.1096983,0.9554298,0.9725696,1.1696236,1.0672268,1.1931863,0.858402,0.9485988,0.8627965,0.81465405,0.9381528,1.0635767,1.0284956,1.0570654,1.0356247,1.0115775,1.2559351,0.9786612,0.85779786,1.1415267,1.2078509,0.60402584,0.98588455,1.2248585,1.1377685,0.8962951,0.9823755,1.2034627,1.060593,0.775838,1.1727483,0.96419364,1.2179675,1.1896746,0.89975154,1.004191,1.1250457,0.92534024,1.0497162,0.98367095,1.1057175,1.2379997,0.8815139,1.1590431,1.049537,1.0851189,1.2085066,1.1224015,1.140358,1.1412696,1.2054658,0.91962594,1.1322871,0.9564211,1.0620911,0.03033185,1.0946351,0.7640996,0.9804776,0.8725137,1.017978,1.0314765,1.0696466,0.0,0.89288354,1.2038395,1.0704631,1.1080056,1.1197007,1.1685485,0.8811656,1.1754434,1.1282015,1.1590794,1.1462477,1.1612754,0.98626286,1.1001353,1.0679784,0.9023763,1.174975,0.95942575,1.1447015,0.8482822,0.7061227,1.099066,0.95809686,1.211338,0.8423746
scissors,0.91351163,1.117799,0.95870465,1.2727821,0.86259544,0.8260976,0.86712,0.7492704,1.0825005,1.1349993,0.9524583,1.1420987,1.0413903,0.9425815,1.2495539,1.0114918,0.9276516,0.7548783,0.713498,1.0108681,0.96139085,1.0792843,0.7700125,1.0270995,0.96576583,0.94236195,1.0687575,1.1967287,1.1212144,0.8562574,1.1146759,0.88877654,1.2138038,0.8377658,1.0764453,1.3233942,1.1744705,0.9058403,1.1622698,0.74136704,0.91714483,1.0465661,0.8967391,1.3009088,0.8621059,0.8064432,0.94630456,1.1693695,1.1298776,1.0854218,0.73661375,1.0199277,0.8703223,0.86697567,1.0225307,0.997422,1.0427117,0.64897287,0.8214232,1.1860638,0.9065797,0.95934665,1.2600272,0.765335,1.30558,0.9266796,1.1292043,0.71217453,1.1872181,1.0177227,1.1621789,0.83836746,1.2407835,1.0325726,0.80240726,1.086225,0.9200338,1.1719007,1.3645989,1.2911739,1.1384902,0.7580451,0.86801004,1.0927395,1.2976505,1.0593671,0.8215971,0.9252428,0.8452287,0.9650361,0.726078,0.9383448,0.802838,1.1018846,1.3464935,0.89288354,0.0,1.274565,0.8514835,1.0271837,0.83597714,1.1435356,1.0164493,0.7986822,1.020506,1.174091,0.8459841,0.9871037,1.1526693,1.312889,1.1728709,0.6495755,1.1308453,0.8827528,1.0077658,0.86839765,0.53918874,0.97818065,1.0580462,0.86103904,1.2859389
shirt,1.1541839,1.0981597,1.352921,0.39618742,1.2271515,1.198163,1.1126721,1.3826274,0.74146056,0.5829676,1.2771549,0.8532285,0.69363344,1.1514578,0.37580144,1.2288649,1.1461656,1.3232777,1.4108578,0.99326587,1.3532379,1.3066978,1.3534725,1.2067403,1.3587598,1.2064052,1.2210398,0.7471305,0.99128866,1.3082689,0.6968453,1.3445306,0.5802725,1.2866764,0.78915626,0.43381107,0.88050354,1.36116,0.8118736,1.3874874,0.96768403,0.9828381,1.0814277,0.8495343,1.1982226,1.3238636,1.2543297,0.7500619,0.9928706,0.91349626,1.4096758,0.8226757,1.2426107,1.0068405,0.85612464,1.0664465,0.8194202,1.1993897,0.8672263,0.74051946,1.1351118,1.012299,0.30893636,1.3036897,0.32289934,1.3547051,1.2136737,1.4120182,0.76047254,1.1825631,0.662826,1.209992,0.72500986,1.1714112,1.2155443,0.8153286,1.2822227,0.8649777,0.34772938,0.51438487,0.9516443,1.3251038,1.3417399,1.0945165,0.6450477,0.9528029,1.217955,1.2199713,1.3930801,1.0166746,1.3453249,1.0712448,1.2454004,1.1198331,0.7357328,1.2038395,1.274565,0.0,1.0733529,0.97224694,1.3902504,0.68874437,0.7776016,1.2337854,1.2330835,0.68141836,1.4066396,1.0830112,0.7934718,0.4742179,0.59258384,1.2886832,1.0660567,0.9310067,0.8296579,0.9933362,1.2299057,0.96106935,1.3118424,1.3127923,0.66705185
shoe,1.0939887,0.9860241,1.1850402,1.033344,1.0715404,0.99046475,1.1863997,0.88667494,1.1355819,1.1526898,0.94878983,0.9577227,1.0270336,1.0032811,1.056743,0.9580646,0.8835258,0.85377645,0.9518557,0.8675025,1.1633877,1.0951705,0.9175814,1.0286651,0.9659142,1.0337993,1.200879,0.99883866,1.0809036,1.0617431,1.0495528,1.0092157,1.0318031,0.94899285,1.106554,1.0004861,0.92736226,1.1147351,1.0581088,0.9227885,1.0717283,1.0014924,0.8912467,1.073192,0.817099,0.9408828,1.1114819,1.0321321,1.104055,1.1665179,1.0097878,0.63687044,0.95617276,1.0888069,1.0654185,1.0222791,0.695874,0.9765613,1.0987432,1.0767654,1.0467908,1.0810405,1.091692,0.86930895,0.99808335,1.0265293,1.087596,0.97177404,0.87137604,1.1712372,0.84762466,0.9339826,0.97927463,1.1804175,0.71315587,1.0184062,1.1183584,0.8825471,1.0625284,0.9274629,1.0122974,0.9054266,1.0305123,1.1465026,1.1327405,0.9686711,0.932802,1.0976019,0.9954421,1.083873,1.0772996,0.8120365,0.7210856,1.0508947,1.1108929,1.0704631,0.8514835,1.0733529,0.0,0.9210403,0.9598223,1.1071801,1.1529208,0.65589654,1.1351928,0.79004955,0.98247445,0.96022844,1.0065345,1.0702618,1.1129596,0.9346683,0.97274256,1.0788413,1.0526494,0.70728475,1.0214983,1.0208561,1.0675882,0.9001603,1.2040781
shorts,1.1160069,0.633692,1.0739639,1.1029298,1.1594809,1.0703266,1.2250583,0.90240294,1.063542,1.0190203,0.55004996,0.9727419,0.98788786,0.9033325,0.86651987,0.8531596,1.0562693,0.9056534,0.9621323,1.0964237,0.9943956,1.043938,0.7537804,0.8703687,0.70186293,0.8890688,0.92967486,1.1421634,0.9826535,1.0215354,1.045469,0.94266754,1.1198523,1.0976532,1.1356161,0.8323293,1.150224,0.8842671,1.0329764,1.021975,1.1069994,1.135902,1.1259977,0.86509323,0.91582656,1.0052525,1.1059484,1.0801451,0.9593121,1.0505422,1.0908104,0.8373256,0.9703473,1.2998625,1.2048111,0.91181904,0.71995836,1.1287684,1.1865349,1.1295778,0.8938672,1.0982168,1.0049887,1.028492,0.7489903,0.9000541,1.0378101,0.98654467,0.9922799,1.0924287,0.9272751,0.77591974,1.1614108,1.0099853,0.76271284,0.74874103,1.1095006,0.85984576,0.8028978,0.87459874,0.95192635,0.9419216,0.8989098,1.0687517,0.9997944,0.7441971,1.1584971,1.0928485,1.0882374,1.1272197,1.0826453,0.9118728,0.914776,1.0037771,0.94349426,1.1080056,1.0271837,0.97224694,0.9210403,0.0,0.99324846,1.0083289,1.1897132,0.6132476,0.9525666,0.79906684,0.9842861,0.97602326,1.1647972,0.9767164,1.053706,1.1108605,0.83965075,1.1976368,1.2205966,0.86056644,1.2287908,1.2350354,0.96461505,0.7713785,1.1822243
