,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
face,0.79433006,1.0627064,1.2868071,1.0009396,0.6532196,1.1965411,1.2605944,1.2938377,1.2898569,0.72822136,0.57782394,1.3506075,0.908805,1.0073956,0.94411135,0.7396821,0.9906625,1.0476689,1.391009,1.2049348,0.8578554,1.3824223,1.2345724,1.3248452,1.0251632,1.3400728,1.2423624,1.2207478,0.6129972,1.1695269,1.2826104,0.6995056,1.1706725,1.1032159,1.1883078,0.69830775,0.9434476,1.3136628,0.79258686,1.3266189,0.93449223,0.686023,1.0395858,0.6828928,1.144387,0.88157064,1.1389934,1.2375145,0.78611314,0.9290503,0.0,1.0504875,1.0168619,1.2636788,1.0889467,1.3423722,1.1563047,0.846405,0.6606785,0.92164934,1.1230947,1.1437377,0.3891871,1.1216993,0.73588204,1.2160876,0.5611369,0.4942724,1.1933498,0.6250591,1.3617086,0.71544415,1.3237098,0.84357643,1.1751308,1.0682184,0.87300056,1.1920543,0.9528647,0.7198012,1.1280445,1.4153433,1.278983,0.51096964,1.3288426,0.8122867,1.0320139,0.60075533,0.64905405,0.74857116,1.3502635,1.3777345,1.3075793,1.0422416,1.3463135,1.1792097,1.3158389,1.2319055,1.0553625,1.2640605,1.2812197,1.1253136,1.3185482,1.1201656,0.64916307,0.93904465,0.84774506,1.234855,0.40819985,1.016054,0.7832457,1.3663474,0.7527867,0.80262864,1.3764961,0.798529,1.2240907,1.0565109,0.82737553,1.3701618,1.0730102,1.0636474,0.9358752,0.4811628,0.79362875,1.4068494,1.1278043,1.2907076,1.176063,1.4114665,1.2767795,1.0388004,0.8506687,1.1329118,1.1669927,1.2031114,0.6553586
finger,1.2435178,0.62932473,0.7580395,0.9039888,0.73605525,0.8999148,0.73805237,1.0658531,1.2952499,1.1628505,1.2342176,0.7485116,1.2707849,1.0949404,1.1860583,1.1134461,1.1093554,1.2149228,1.0397146,1.2488617,1.3350234,0.8242909,0.9665429,1.1901581,1.0811841,0.99266815,1.1548157,0.6728459,1.2620298,1.1693417,1.0869354,1.2043222,1.1569818,0.98175883,0.9031652,1.1873727,0.9977179,0.79305196,1.3341422,1.1453506,1.0498675,1.2453427,1.0887781,1.2091267,1.0088308,1.0978146,0.62343675,0.66538084,1.0848789,0.9521841,1.0504875,0.0,0.8952421,1.1415515,0.9345669,0.9937449,1.1681318,1.1538204,1.0917435,0.5419544,0.77913666,0.7047534,0.91230893,1.0385344,0.36078858,0.8120558,1.1209438,1.0309715,1.1967717,0.9261447,0.791255,1.2931297,1.0822549,1.159888,0.8702495,1.1479877,0.85636693,0.84931016,1.2682071,0.6095114,0.50251913,1.0964817,0.53668845,0.77093124,0.8626664,1.1887212,1.1246326,0.98448354,1.0088403,1.1119038,0.751343,0.6124095,0.99343807,1.0844604,0.94014436,1.1224658,1.0109252,1.1590527,1.0535027,0.74068403,0.73241806,1.3051057,1.184461,0.9996499,1.2612236,1.1903554,1.0820787,1.1039659,1.0415286,1.0731037,0.84573615,0.99288815,1.1315756,1.248077,0.6793579,1.1876843,1.1958482,0.7773682,1.1077728,0.8174662,0.8054057,0.9796131,1.1915652,1.076196,1.2993942,0.99660766,0.18700528,0.7143409,1.0670072,1.03259,1.1121303,1.1361077,1.1397271,1.0562886,1.1680766,0.540637,1.2338318
fish,0.9028333,1.0454161,0.7783148,0.93381166,0.90111196,0.870131,0.8941424,0.90161324,1.2136703,0.97667193,1.1135228,0.87801427,1.2122278,1.1125526,0.93609524,1.0798876,0.88966763,1.2039154,1.0703628,1.0889599,1.2578965,0.89173263,1.0051724,1.188422,1.0426699,1.1402733,1.1601739,0.791553,0.9795663,1.2056663,1.070425,1.2105154,1.161198,0.8745235,0.7653552,1.0761744,1.1370077,0.8488523,1.2157605,1.159852,0.9254109,0.9909763,1.1922345,1.2040403,1.0728623,1.2075644,0.97973526,0.84447515,1.1262276,0.9621295,1.0168619,0.8952421,0.0,0.89507276,1.0437524,0.9592243,0.73870456,1.2196331,1.0472293,1.0304528,0.89583874,0.75338006,1.0830064,1.1065899,0.9444668,1.0153999,1.1393375,1.121207,1.1851168,1.0322069,0.93084526,1.2005129,0.94177234,1.125471,0.8663275,1.1552145,0.9868452,0.9336968,1.1250944,0.9555441,0.784974,0.9738202,0.88221097,0.8819588,0.7372869,1.1282756,0.9013992,1.1302553,1.0856528,1.0639725,0.82837725,0.7808206,0.9401979,0.7256092,1.0878867,0.9521223,0.84617186,0.96105975,0.97543895,0.97983825,0.8485719,1.1117444,1.122414,0.71353155,1.1693941,1.1046427,1.1634105,0.90949595,1.122111,1.0669712,0.98718405,1.0178562,0.88147676,1.1861045,0.8481673,1.0020748,0.9568482,1.0709009,0.9355366,0.76540554,0.86837286,0.605251,1.0866399,1.0938095,1.0535495,1.0253147,0.87341124,0.7347579,0.9411009,0.9869178,1.0803773,0.9114078,0.88395184,1.0157676,1.194772,0.87588257,1.1566684
flower,1.1851954,0.8575508,0.49065506,1.0443915,1.4197825,0.70105946,0.77438897,0.5914058,0.7937922,1.3822451,1.452637,0.72440326,1.2864034,1.1076107,0.95231223,1.3149232,0.8830541,0.8793864,0.6366955,0.83504516,1.1216991,0.6496302,0.92353004,0.8818931,0.805725,0.9539305,0.8552677,1.0017983,1.1274105,1.0475786,0.7041145,1.2514745,0.94970113,1.1308198,0.9136466,1.3772464,1.038743,0.58054394,1.2257676,0.7512194,0.9770118,1.1125607,0.8919071,1.291253,1.1295302,1.2136232,0.97803885,0.74094546,1.2300369,0.9788621,1.2636788,1.1415515,0.89507276,0.0,1.213512,0.63759464,0.6126699,1.0922539,1.1611676,0.8693559,1.1504061,0.9654644,1.2805133,0.85181296,1.3495948,0.76517755,1.3136404,1.373172,0.83968747,1.4936973,0.71043766,1.278292,0.45652163,1.1665956,0.89291286,1.0099958,1.3600277,1.0332327,1.044824,1.23358,0.7653474,0.64322734,0.8019542,1.1706932,0.51852435,1.2668514,0.8202183,1.4382777,1.4489732,1.2042131,0.628167,0.69457316,0.75263894,0.99012744,0.9243724,0.7788079,0.21716064,0.82947695,0.84692836,0.82408535,0.739668,1.0165266,0.90600485,0.8516823,1.2992921,0.95679694,1.0907142,0.971004,1.413693,1.1342112,1.3574679,0.8301658,1.2958927,1.1465673,0.63768685,1.2131114,1.0212269,1.2537462,1.0609932,0.63189316,0.84778243,1.1010553,1.0881696,1.3633735,1.2006085,0.58753204,0.9930154,0.8610124,0.95875067,0.6753863,0.5939201,1.1146032,0.88018185,1.0155838,0.9837784,0.7656846,1.188578
foot,0.9881207,1.0456774,1.2558043,1.0850792,0.8293645,1.1622324,1.1343402,1.0934517,0.9202647,1.1399964,0.9213374,1.0656717,0.99356705,0.73811203,0.88279945,0.8327766,1.1330891,1.088551,1.0231539,1.0310565,0.99985576,1.0831213,0.9694344,0.9882092,1.032277,1.051157,1.1113403,0.9864234,1.0178504,0.96943504,1.1998564,1.0773298,0.96970856,0.82105696,0.9892038,0.97567546,1.0620933,1.1845837,1.0459737,0.990408,1.0924897,0.9975814,0.8858262,1.0937506,1.1133062,0.802098,1.0227798,1.0924301,1.0357287,1.1176045,1.0889467,0.9345669,1.0437524,1.213512,0.0,1.128756,1.0691361,1.0146306,1.0101588,1.156564,0.47736526,1.0193444,1.056516,0.93577325,0.88398755,1.0916464,0.90107334,1.0335873,1.0180119,0.8960106,1.0729735,0.9824414,1.1532725,1.0891051,1.1436553,0.84513915,0.51435554,0.932522,0.9731825,0.9485815,1.1911418,0.99983346,1.0840104,1.0029966,1.1860309,1.0646143,0.92836106,0.80598724,0.7863298,1.0451145,1.1692917,1.1499144,0.9835447,1.1175585,0.8636333,1.0824759,1.1701782,1.1402063,1.0074401,1.0491385,1.2113459,0.7937645,0.8976159,1.1015539,1.0937766,1.118794,0.9162681,0.90944636,0.9815916,0.43292898,0.950309,0.99790305,1.1774176,1.0737451,1.0320776,1.0843368,0.90636873,0.10601115,1.0893644,1.1856472,1.1283491,0.97996736,1.0282294,0.9241207,1.0541902,1.2005885,0.8888716,1.0652337,0.86197287,0.9745028,1.0714658,1.2560366,1.0888417,1.0215808,0.97609985,1.1373765,1.0891421
fork,1.4442658,0.8155073,0.69564587,1.3108759,1.3646119,0.6854564,0.77347493,0.59566796,0.6094996,1.3210795,1.5296905,0.6104106,1.247972,1.279006,1.0889311,1.4424462,0.8083926,1.0420616,0.39744854,0.60678434,1.3220773,0.31384492,0.7572581,0.7204489,0.9444308,0.7901494,0.82836837,1.0012622,1.2818824,0.78979033,0.67658746,1.2405794,0.7950101,0.904077,0.81779075,1.4618514,1.2336088,0.48964506,1.348861,0.6385518,1.2305436,1.2817111,1.2009866,1.3631436,1.0484492,1.3288183,0.9849935,0.71855074,1.1554745,1.1109796,1.3423722,0.9937449,0.9592243,0.63759464,1.128756,0.0,0.99033725,1.2468698,1.1834748,0.6337825,1.1703986,1.1273956,1.3861017,0.74144626,1.3081133,0.7116668,1.3020482,1.3901625,0.7566284,1.5293319,0.103070855,1.2168185,0.35715616,1.2705798,1.0448939,1.0909833,1.4934659,0.9083871,0.98928833,1.2944667,0.775692,0.3271246,0.6144952,1.2161607,0.6234245,1.2214831,1.2105,1.491374,1.496035,1.3836225,0.32485795,0.44937468,0.596637,1.269177,0.74017084,0.5384425,0.5965094,0.3853439,0.8673539,0.7817216,0.79056597,0.8367435,0.724491,0.9891168,1.3759801,1.2106166,1.2215197,0.73795474,1.4821078,1.0442188,1.3529279,0.51384676,1.1507618,1.2291943,0.54189837,1.3294092,1.136849,1.1413089,1.1468754,0.13367748,0.9759382,1.1571168,1.0973676,1.5070305,1.1967816,0.4924019,0.8601017,0.8359809,0.71309924,0.29385543,0.85406053,0.9296547,1.1495879,1.1543617,0.86154497,0.6118597,1.2827162
frog,0.57517254,1.1661882,0.9456787,0.99389,1.3116215,0.9690353,0.94141036,0.73256266,0.9727091,1.198136,1.2683253,1.0779026,1.173175,0.89364076,0.46936762,1.1983159,1.1456288,0.7835342,1.0736452,0.9858366,1.048669,1.0034428,1.043962,1.0867548,0.6699287,1.2531756,0.9895251,0.8969403,0.9716653,1.241557,0.91568106,1.1540186,0.9143849,1.0793661,0.8018652,1.1859388,0.853143,1.0675358,1.1344663,0.93979126,0.9191294,0.91527224,0.589162,1.2102344,1.0217656,1.1365961,1.1202005,0.98882663,1.1013052,0.81312025,1.1563047,1.1681318,0.73870456,0.6126699,1.0691361,0.99033725,0.0,0.78296185,1.1139567,1.1267693,1.052068,0.85046697,1.2344565,0.9050374,1.1656115,0.9009643,1.111147,1.1335051,0.9258071,1.2852454,1.0478365,1.1843367,0.8108671,0.7589512,0.9473785,0.9042504,1.063868,1.0037831,0.96054673,1.1402051,1.1402719,0.9374345,1.0303609,1.0993412,0.9993852,1.271663,0.68967634,1.2889165,1.3206015,0.90037173,1.0229105,1.076144,0.8618563,0.78101265,1.0708675,0.89377034,0.7622168,0.98079115,0.8064892,1.0543654,0.9297867,0.9654894,1.0131917,0.69618464,1.276343,0.5684259,1.1167498,0.58818895,1.2634317,0.9329406,1.3226571,0.8754212,1.1623386,1.0912426,0.99490035,1.1246358,0.9562828,1.1496842,1.0500088,0.9186189,1.0906664,0.9848816,1.0991352,1.2398711,1.1665199,0.9189894,1.2022057,0.94257504,0.8529358,1.0015566,0.4887687,0.92319924,0.9508324,1.1249161,1.1360013,1.1456091,1.2345219
giraffe,0.5081788,1.1395111,1.2597759,0.9926974,0.9623371,1.1624168,1.2191422,1.1031383,1.0516639,0.957472,0.8157991,1.3201886,0.893369,0.7852484,0.6526815,0.9191278,1.1166904,0.48105043,1.2782605,1.1468319,0.70644134,1.2960947,1.0764198,1.1997118,0.8094622,1.2448437,1.1475734,1.0916773,0.8904884,1.1598642,1.2213101,0.91259336,1.0987084,1.0789063,1.0496287,0.7303215,0.15339088,1.1839137,0.811532,1.1674521,1.0485826,0.89332277,0.6464927,0.8823932,1.105555,0.88233274,1.2229145,1.2320105,0.9297052,1.0479224,0.846405,1.1538204,1.2196331,1.0922539,1.0146306,1.2468698,0.78296185,0.0,1.0178733,1.2358882,1.2438667,1.1336092,0.9059397,1.0413674,0.98328984,1.2207077,0.83709574,0.83773625,1.112607,0.9801489,1.2923653,0.8576556,1.1360741,0.4848156,1.1256706,0.88318574,0.9964942,1.1350793,1.053804,1.0013901,1.2581334,1.2600002,1.2213225,1.0974505,1.256797,1.0221314,1.0163345,0.90473497,0.99771273,0.43839848,1.2518957,1.2523478,1.1367533,1.0329465,1.1961768,1.0853367,1.1480563,1.1786776,0.9165586,1.2205032,1.1896504,1.0968482,1.2073302,1.1619389,0.8857204,0.41618884,0.9299488,0.93741,0.8707742,1.0316383,1.0177735,1.1367812,0.98523074,0.7513649,1.3172532,0.9695038,1.0677278,1.0014644,0.97219247,1.3555346,1.1825478,0.9761785,1.102695,0.908247,0.93552274,1.2311561,1.2539508,1.2384009,1.0773536,1.2745577,0.8143196,0.9779342,0.9499382,1.0933907,1.0529995,1.3377352,0.84145105
glass,0.9606508,1.2946262,1.3456051,0.82634497,0.79730076,1.2414378,1.2821348,1.0507827,1.0857873,0.72041726,0.8003085,1.3856035,0.81419504,0.94783527,0.94861674,0.874316,0.9367872,1.0475302,1.0965036,0.8366033,0.7839409,1.3441525,1.2630248,0.8478503,0.9688312,1.1627892,1.152993,1.0710814,0.89913577,0.94277185,1.2878423,0.8110458,0.94267595,0.9985151,1.1806602,0.8889767,1.03468,1.3826153,0.77306336,0.80246675,0.6196017,0.8874675,1.0963856,0.8080667,1.0295582,1.0081505,1.1292703,1.2123802,0.9942244,1.0765097,0.6606785,1.0917435,1.0472293,1.1611676,1.0101588,1.1834748,1.1139567,1.0178733,0.0,1.151803,1.129876,0.84599537,0.76749045,1.0176504,0.69136983,1.4197617,0.77315736,0.8361122,0.8548641,0.8931207,1.2420416,0.69119483,1.2517833,0.94816417,1.0452259,0.8994912,0.85220015,1.1708084,0.8940878,0.8990669,1.3788366,1.3429948,1.4009966,0.6187278,1.3433263,0.87533534,1.1023394,0.77329993,0.83635944,0.84795237,1.4148412,1.4375918,1.2814093,0.73769355,1.3086095,1.1050469,1.2142655,0.9636663,1.2800931,1.2921041,1.2567277,0.82081544,1.0242723,0.839321,0.7498765,1.0717243,0.8450563,1.1055907,0.737111,0.9417095,0.84115416,1.1421026,0.6337337,0.9044606,1.4769554,0.96736836,0.9300591,1.0325881,0.5873865,1.1980056,1.2413875,1.1163311,0.84610313,0.7933647,0.66443765,1.3751742,1.3134501,1.28646,1.1410725,1.3699036,1.2020034,0.7832915,0.84454095,0.9860603,1.0768235,1.2820829,0.81659687
glasses,1.3667411,0.41265166,0.6062545,1.0978817,1.179855,0.790514,0.70111656,0.9775744,1.0879358,1.3553827,1.4374803,0.53946596,1.4146299,1.2458451,1.209337,1.3224845,1.0567255,1.2668542,0.674085,1.124805,1.4093022,0.58623457,0.84166044,1.0733778,1.045243,0.86954993,0.9985838,0.93151987,1.2135823,1.0791664,0.78949815,1.1855104,1.0635934,1.1150383,1.0111024,1.3514898,1.117881,0.50447816,1.4271051,1.0047565,1.128794,1.251574,1.1645402,1.2217859,1.1170615,1.1327822,0.53114486,0.74573296,1.0511627,0.9160296,0.92164934,0.5419544,1.0304528,0.8693559,1.156564,0.6337825,1.1267693,1.2358882,1.151803,0.0,1.0473384,0.963943,0.89169997,0.919435,0.97639567,0.5459992,1.0555384,1.151404,1.0290563,1.177246,0.4813409,1.2998395,0.67012,1.2406595,1.0475422,1.2302111,1.3266988,0.94728124,1.1155995,0.7744985,0.37613142,0.7949279,0.3418175,0.74981534,0.68042934,1.2410064,1.1743851,1.2607839,1.156361,1.3586605,0.44424683,0.41821718,0.8054108,1.2778715,0.8126019,1.0202607,0.6961015,1.037925,0.88997954,0.67538255,0.7895595,1.2678349,1.0249641,1.146491,1.3051374,1.1787053,1.0512023,1.0630016,1.172312,1.0938419,1.1234182,0.81090486,1.2781668,1.3406887,0.43586707,1.2285289,1.2543805,1.1081408,1.1975167,0.53940654,0.60270673,1.1014295,1.0400119,1.1860056,1.4403532,0.7047121,0.3674568,0.6981529,0.9875197,0.7314459,1.0486915,1.2990983,1.1290774,1.035563,1.0096964,0.23754299,1.2804155
glove,0.9978411,0.99426085,1.1343741,0.9908487,0.88465214,1.1792567,1.0201446,1.1234727,0.99877393,1.169894,0.89148676,0.89011025,0.9708401,0.748335,1.0097955,0.70432556,1.1510968,1.2302037,1.0441006,1.1781828,1.1008816,1.0163188,1.0098962,1.0106665,1.1626747,0.88552725,1.0109661,0.9195428,1.0078974,0.9193965,1.1363761,1.2396758,1.1208684,0.8408245,1.085803,0.9355745,1.1646369,1.1621319,1.0943019,1.0693246,1.1439927,0.95247334,0.8984961,1.1018065,0.9833357,0.7640917,0.92649555,1.0908358,1.1192782,1.089402,1.1230947,0.77913666,0.89583874,1.1504061,0.47736526,1.1703986,1.052068,1.2438667,1.129876,1.0473384,0.0,0.88360804,0.9783445,0.9367043,0.7217463,0.7484156,1.0108464,1.0033984,1.1459386,0.76270306,1.0760995,1.0066262,1.2050393,1.1946379,0.9886198,1.052228,0.2967903,0.93637246,0.907913,0.85502577,1.0824833,0.8205795,0.9528413,0.88925683,1.1138253,0.97712535,0.847073,0.8099218,0.7343632,1.1665826,1.1195335,1.0784205,0.89454675,1.0982453,0.6808392,1.1740991,1.1268102,1.2892281,1.0071146,0.80169624,1.1494325,0.784537,0.8469099,0.9779788,1.0418494,1.2258781,0.93239224,1.0291615,0.97600394,0.61248344,0.8070921,0.9471258,1.2870028,1.2068212,0.8531543,0.9422149,0.94293654,0.48753333,1.350378,1.1443509,0.9413986,1.0303054,0.7458477,0.8701369,1.1840237,1.1577764,0.7447323,0.86510557,0.96549946,0.8174785,1.0228117,1.3218834,1.1393281,0.8555738,0.9561856,0.904657,1.2013376
gum,0.99857295,1.0273217,0.8716368,0.6498865,1.071094,0.90011024,0.84077597,0.84507537,1.1296166,1.1188254,1.1612681,1.0033495,1.1501844,0.77878416,1.1709328,1.1244999,1.0791924,0.8366604,1.1150738,1.1546059,0.94022,1.0661298,1.0641904,1.051733,0.9832361,1.1017252,1.0317363,0.688197,1.242538,1.2416031,1.0887545,1.2950579,1.1735452,0.94288135,0.9986098,1.1502149,0.95438385,0.9716094,1.1567423,1.0507994,0.7994003,1.1634668,0.96085,1.2792734,0.90135884,1.0636406,0.8745682,0.8227956,1.2149076,0.8810324,1.1437377,0.7047534,0.75338006,0.9654644,1.0193444,1.1273956,0.85046697,1.1336092,0.84599537,0.963943,0.88360804,0.0,1.0370779,1.0654166,0.77174073,0.97030705,1.1700422,1.1310169,1.0647187,1.0850171,0.9824456,1.2252233,1.1478848,1.0242099,0.7317184,0.99016225,0.83133733,0.68445456,1.1931312,0.754775,0.86869067,1.1240678,0.9816621,0.89998686,0.9155853,1.2688754,0.8921178,1.0791476,1.1282042,0.90841544,0.9828121,0.9384444,1.0608959,0.6722552,1.1500219,1.1247975,0.95453537,1.14929,1.2247103,0.9461334,0.83160734,0.95674294,0.9883029,0.81020844,1.2305901,1.0777917,0.9194681,0.8028176,1.1535931,0.953,0.97210056,0.9708694,1.0791975,1.0893347,0.8887542,1.1142792,0.8195877,1.0142568,1.0380814,0.98994464,1.0495139,0.93706626,1.1102167,1.1006392,1.0827454,0.97642684,0.82738924,0.85657716,0.7195362,1.1055933,0.7661325,0.9814597,0.9918282,0.9619478,1.1355491,0.884687,1.2161266
hair,0.7700007,1.039777,1.2587842,0.8923277,0.70172834,1.2775196,1.1841701,1.4107568,1.3593544,0.8005197,0.6386783,1.2162879,0.927508,0.9546673,1.0465229,0.762642,1.0231762,1.0874403,1.3882277,1.2837629,0.9325017,1.363378,1.2422593,1.3614229,1.0858024,1.2633829,1.1662202,1.1244628,0.71409166,1.121853,1.2852004,0.7951674,1.279938,1.0561235,1.256496,0.7366642,0.89546233,1.2972593,0.8570029,1.3911905,0.9911634,0.73197246,0.94219184,0.6994819,1.1513621,0.71833414,0.978143,1.254678,0.76301074,0.9938188,0.3891871,0.91230893,1.0830064,1.2805133,1.056516,1.3861017,1.2344565,0.9059397,0.76749045,0.89169997,0.9783445,1.0370779,0.0,1.0989244,0.6238325,1.0461615,0.6811047,0.5996306,1.3070927,0.5490174,1.3379161,0.7757665,1.4001377,0.81010777,1.1242955,1.0999578,0.8003875,1.1525666,0.94323134,0.48403066,1.0862052,1.4540989,1.1707458,0.6157664,1.3337026,0.83015263,1.091645,0.56731397,0.5518695,0.7491565,1.3161153,1.2730896,1.334421,1.0740689,1.2460616,1.218426,1.2475663,1.3149583,1.1992586,1.0810398,1.2121826,1.2000588,1.2986581,1.1605525,0.681665,0.89239836,0.6179877,1.3073831,0.42532027,1.0596237,0.6920419,1.3744218,0.8098235,0.952477,1.2970628,0.89160943,1.2834268,1.009142,0.9550611,1.3878903,0.92887443,1.0380938,0.8121375,0.41331863,0.87861586,1.4614084,0.9603927,1.2536474,1.238882,1.419854,1.3002782,1.1168604,0.77539116,0.93097615,1.1487004,1.085125,0.6981012
hamburger,1.1324047,1.0235684,0.98491067,1.090144,1.1927657,0.91453415,0.92920476,0.8224334,0.7377045,1.2385468,1.1751041,1.0942162,0.97934043,1.0209736,0.91006607,1.1480634,1.0601779,1.0138569,0.7966775,0.8291317,1.0558397,0.65906143,1.1163961,0.8899836,0.9676492,1.1002443,0.9672486,1.1259996,1.0612738,0.8825642,0.9708158,1.1105733,0.79334986,1.0957628,1.0101593,1.2077934,1.0660908,0.9803584,1.0654793,0.7864903,1.1661288,0.96260047,0.8787564,1.2096021,1.1188388,1.0224549,1.0916965,0.8484151,0.96928,1.1315775,1.1216993,1.0385344,1.1065899,0.85181296,0.93577325,0.74144626,0.9050374,1.0413674,1.0176504,0.919435,0.9367043,1.0654166,1.0989244,0.0,1.0794246,0.84135103,1.0433526,1.1505995,0.81697106,1.2420043,0.75041395,1.0053372,0.80586195,1.0344318,1.1138732,0.99616235,1.1126068,1.0663259,0.94457835,1.0942072,1.0393612,0.5911801,0.9779116,0.9985621,1.0008256,1.2403275,1.0015292,1.1038953,1.2259649,1.1433429,0.9315058,1.019633,0.8575417,1.1673348,0.8958689,0.8101795,0.9154293,0.8371781,0.8867346,0.75962305,0.9727302,0.78165835,0.8372165,0.92469925,1.2502639,1.049836,1.014832,0.9022207,1.1568577,0.86853063,1.1561592,0.86354613,1.2036012,1.0692078,0.9371022,1.2068326,1.0829244,0.97972167,1.2033952,0.7803147,1.1740558,1.2115543,0.96199274,1.153262,1.1001332,0.8282472,0.9493371,1.0449419,0.8930775,0.6338402,0.8343086,1.1322361,1.1106162,1.0668716,1.1598169,0.97177756,1.1023095
hand,0.88992184,1.095687,1.2590301,0.75716007,0.49441856,1.2437364,1.1964914,1.2493006,1.3589303,0.85922086,0.78924614,1.2364873,0.98333323,0.80700463,1.0562063,0.7371628,1.0755242,1.0731962,1.4254546,1.2088965,1.0219033,1.2424406,1.2415179,1.2904059,1.0747385,1.3117899,1.3108901,0.7564133,0.9705143,1.1367663,1.3655424,0.9669302,1.1824945,0.99091446,1.0528091,0.82230616,0.90201414,1.2880483,0.98048013,1.2870033,0.93233097,0.93250895,0.9792155,0.89493906,1.027214,0.90306,0.92791396,1.091662,0.9511985,1.0459206,0.73588204,0.36078858,0.9444668,1.3495948,0.88398755,1.3081133,1.1656115,0.98328984,0.69136983,0.97639567,0.7217463,0.77174073,0.6238325,1.0794246,0.0,1.2273722,0.793033,0.7161366,1.1970949,0.6491518,1.2240655,0.9358428,1.4371332,0.9229919,0.99596375,1.0585918,0.4608692,1.0412397,1.0638838,0.5953935,1.0517403,1.4300097,1.0971966,0.60342014,1.3051965,0.9460859,1.0782169,0.55348,0.6809666,0.7689209,1.276699,1.1697221,1.2969182,0.9359051,1.1304855,1.1547432,1.3172898,1.202483,1.1981585,1.0457081,1.1126757,1.1756175,1.2613943,0.96812975,0.89817435,1.0623833,0.82740057,1.1602468,0.65157,0.9446529,0.6523392,1.2789894,0.7793486,1.0543377,1.2395033,0.9981458,1.1809378,0.7574316,0.8617692,1.2399594,1.0907911,1.0405759,0.94389343,0.676248,0.9024124,1.4412736,0.7110195,1.0121276,1.1807811,1.3999051,1.2194409,0.89506984,0.9596663,1.1197557,1.2420682,1.044274,0.96674204
hat,1.2107923,0.56256986,0.56441706,1.0917152,1.3315396,0.62114584,0.4480499,0.8097862,0.91032577,1.417934,1.3695152,0.52152896,1.3309513,1.0507724,1.1501946,1.16385,1.0633321,1.1497666,0.68957865,1.0509081,1.328101,0.5828835,0.8134896,0.8700491,1.0636852,0.74411607,0.91295695,0.9655302,1.1943316,1.0132354,0.61302066,1.3388681,0.9993166,1.1292068,1.030287,1.3020959,1.1755831,0.5850018,1.4106512,0.88333255,1.3354112,1.2502313,0.91463804,1.3321443,1.0982208,1.0568479,0.77904487,0.6282903,1.1066389,1.0153799,1.2160876,0.8120558,1.0153999,0.76517755,1.0916464,0.7116668,0.9009643,1.2207077,1.4197617,0.5459992,0.7484156,0.97030705,1.0461615,0.84135103,1.2273722,0.0,1.2426155,1.1187372,0.9674317,1.2159961,0.62850696,1.3576674,0.6314314,1.2100906,0.94907326,1.1034114,1.1130638,0.98515683,1.0841982,0.94594693,0.5640931,0.55034006,0.48509198,1.1302571,0.5855128,1.2177775,1.051376,1.298613,1.2393192,1.3803039,0.5305656,0.5759737,0.6364272,1.2269258,0.6147813,1.0087535,0.69876254,1.0174617,0.9629477,0.59370184,0.68004996,0.9581425,0.81774646,1.0626172,1.3748645,1.1020828,1.1002659,0.8485931,1.2416599,1.0354278,1.140148,0.55057013,1.364824,1.4070382,0.39400887,1.193957,1.0943414,1.0869796,1.3677745,0.662311,0.7004974,1.1808946,1.0145226,1.2131709,1.4282565,0.5295729,0.5655285,0.76229954,0.906032,0.5333128,0.67508316,1.2570944,1.235198,1.06903,0.9189494,0.5184705,1.3260806
