,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
plate,1.1885643,0.8626759,1.0915966,1.3739623,0.9916925,0.9814915,0.8014475,0.55012906,1.0552593,1.2386154,0.5683567,1.1640279,1.0187645,1.3884991,1.1479895,0.73433554,0.6559758,0.5854854,0.84949386,0.2565565,0.7495498,0.83324826,0.5878605,0.642794,0.75856805,1.3383896,1.0663985,0.7188915,1.2196565,0.8259679,0.93270206,1.3774745,0.7566712,0.64130247,1.2544522,0.69573396,0.92775583,1.2186897,0.92979157,1.1936979,0.7423651,1.3437545,1.1428127,0.6862565,1.3878229,0.96221864,1.0442309,1.1517556,0.4809996,1.1194512,0.9517327,0.8907666,1.3504505,0.7603332,1.1524503,1.2424504,0.68471754,1.3573939,1.1697707,1.3754683,0.81748706,1.441139,0.53579414,1.1935201,0.6464047,1.1463273,1.1052691,0.98370665,1.2024757,1.0263835,0.9314362,0.5995966,0.8788451,0.9351759,1.0728022,0.8633651,1.374401,1.5239924,0.5656588,0.6755042,0.66237307,1.0545878,1.3284318,1.2661796,0.22599316,0.8575306,0.0,1.0828416,1.2815793,0.68069637,1.3308227,1.3318912,0.7610968,1.4970264,0.77653104,0.818548,1.0294882,1.1065049,0.63271725,1.1312969,1.1367502,0.44312567,0.857296,1.2290785,1.3990726,1.1250497,0.7293652,0.99565697,0.9644625,1.0457181,0.74382395,0.99340516,1.0661991,0.9338524,0.71536034,1.3086758
pumpkin,0.86966026,0.42452192,0.6284099,1.1408437,0.23772633,0.661075,0.59221435,1.301964,0.78914416,1.1509445,1.2064195,0.96005934,0.8637694,1.0586786,0.8231003,1.0490963,1.2572923,1.0992694,1.2177043,1.0445956,1.1822383,1.1863558,1.1845971,1.2332535,0.88145834,1.1592381,1.1118516,0.9956491,1.159131,1.0712105,0.86488557,0.9653069,0.8853146,1.0745339,1.172324,1.2457768,0.55275077,1.0507452,1.0092214,1.1375939,1.1798592,1.1570699,0.93932855,0.85014343,1.0676543,0.95626676,1.1015652,0.71875024,1.2668595,0.70685756,1.1222768,1.0954367,0.9658469,0.7147947,1.066721,0.8514007,1.2177657,1.1329911,0.7539976,1.1973746,1.2100348,1.062335,1.1655519,1.0673265,1.1117024,0.191374,0.87201387,1.1519443,1.029464,0.858174,0.9984085,1.2684782,1.0647943,0.30818808,1.1670635,1.0498182,1.0954168,0.9552929,1.0139346,1.2309248,1.2244551,0.62975574,0.9986571,0.99411833,1.0829303,1.0093378,1.0828416,0.0,1.1134413,1.1774321,1.1124613,1.0570903,1.134678,1.1244917,1.1866597,1.0346016,0.94809335,0.76499826,1.108278,1.0538166,0.92085195,1.1987586,1.153237,1.1093068,1.2058383,1.071498,0.80843306,1.0510942,1.0054835,0.97435486,1.2863282,0.43088353,0.9061364,1.1556722,1.2077944,1.1853541
purse,0.6570348,1.3698916,1.14202,0.76012504,1.2614639,1.1592987,1.3487911,1.1217529,0.9307931,0.5051991,1.2177954,0.7372019,0.90763265,0.6292921,0.88292944,0.96604115,1.195574,1.2224348,0.84037125,1.3913813,1.2001582,0.8647404,1.1785725,1.2471912,1.2529186,0.88981247,0.53264976,1.3345863,0.90507585,1.0211056,1.2171583,0.58414054,1.3470757,1.4131563,0.6161631,1.1791775,1.0892149,0.8843353,1.2648717,0.66532665,1.0324218,0.75731206,1.0437722,1.3056283,0.9251398,1.2796302,1.0095701,1.1037673,1.3607113,1.059854,1.0642973,1.2047272,0.9262833,1.383959,0.95566034,1.0454196,1.2275229,0.79986244,0.7915724,0.79068685,1.1658753,0.62549555,1.2329509,0.65822107,1.3590114,1.1393527,1.0031756,0.8637318,1.028303,0.97085536,1.3010111,1.1775373,1.2348791,1.3057997,0.65502816,1.0797741,0.8075321,0.7235831,0.844131,1.3487084,1.3615505,1.1754291,0.9477462,0.29857063,1.337218,1.2067692,1.2815793,1.1134413,0.0,0.9616858,0.5387655,0.77217567,1.268365,0.6850175,1.1121109,1.0498583,0.734758,0.93701714,1.3003597,0.9102459,0.88692975,1.3576338,1.2477739,0.63150376,0.72418004,0.58783895,1.2666743,1.3379548,1.2902517,1.1805285,1.1357877,1.2717358,0.78841174,0.91751415,1.2882676,0.63980514
radio,1.1325663,1.035726,1.2066684,1.2154665,1.0726824,0.877448,1.1563078,0.5371962,1.0915872,1.209938,0.4540165,1.008765,1.0184975,1.1921815,1.0592847,0.69470704,0.79857874,0.61862767,0.8116944,0.8645984,0.8817319,0.67654276,0.7686987,0.8717787,0.96288174,1.184889,0.842663,1.0354605,1.1193235,0.4758649,1.1233947,1.1816652,1.1430503,0.92574775,1.219067,0.72980344,1.1016859,1.0969226,0.99011564,1.0450637,0.5113975,1.2351863,1.1173596,1.0174038,1.2537669,1.0803417,1.0764085,1.1785395,0.7422958,1.0703907,0.9073758,1.0003595,1.2581007,1.0239105,1.1415241,1.2082934,0.7181664,1.1974549,1.1445894,1.2533772,0.8397751,1.2341514,0.53967583,1.0509757,0.75421727,1.1976223,1.0936724,0.70130527,1.175064,1.0799906,1.1671919,0.68734145,0.9790419,1.107168,0.58643025,0.9465008,1.264829,1.256069,1.0088284,0.8590965,0.8748954,1.2318472,1.1754802,0.95204663,0.8099958,1.0148668,0.68069637,1.1774321,0.9616858,0.0,1.0000573,1.1801577,0.8272625,1.2756277,0.6228112,0.91120327,1.069659,1.136883,0.75673854,0.85469794,1.148831,0.7923763,0.8797154,0.93524164,1.2640402,1.2312133,0.8349074,1.1176381,1.2478148,1.1865649,0.8126796,1.029287,1.1286474,0.8572916,0.9444788,1.1082541
refrigerator,0.7455097,1.4281619,1.1175696,0.72068965,1.2458196,1.1527637,1.3577771,1.1239935,0.9448452,0.5850327,1.1538479,0.8064267,0.9132933,0.7576099,0.99691385,1.0004811,1.2712994,1.3124061,0.91650194,1.4213846,0.96636665,1.2324032,1.1701123,1.1820741,1.2121478,0.9193747,0.65057385,1.2146869,0.8919961,1.089541,1.1076953,0.7057465,1.2986456,1.3326955,0.55087197,1.3568546,1.0545827,0.87842435,1.3092198,0.2590438,0.83377564,0.7648525,1.0123551,1.2722771,0.6908744,1.1276723,0.92812806,1.1514815,1.2792301,1.1571999,1.1767646,1.0964046,0.968149,1.3972247,0.85725033,0.9948548,1.2527132,0.7481854,0.8734425,0.77678263,1.246203,0.59890085,1.1905003,0.6198754,1.2347159,1.1582263,1.1944757,1.0567614,0.9459242,1.1608009,1.2059017,1.2032565,1.1784612,1.3125396,0.3210553,1.121143,0.8115043,0.62479734,0.96081334,1.2828658,1.3055104,1.127188,0.910134,0.53253984,1.3673735,1.157627,1.3308227,1.1124613,0.5387655,1.0000573,0.0,0.8243539,1.2109499,0.61172986,1.2298294,1.0796973,0.6578947,0.98642963,1.3326555,1.0059451,0.94975966,1.3610375,1.158763,0.7961364,0.7510123,0.7502504,1.4048066,1.2605147,1.1768435,1.1369683,1.1246657,1.3356388,0.80474794,0.75251,1.2467724,0.44780576
scarf,0.8418086,1.2148594,1.073785,0.57882524,1.1340203,1.0776992,1.2197348,1.2800279,1.0732179,0.7462373,1.2765694,0.93846595,0.9535517,0.75562906,0.9948413,1.138997,1.2400467,1.2994388,1.1150556,1.264032,1.1268209,1.1535181,1.1988976,1.2036226,1.1614201,0.88973415,0.90831804,1.1784577,0.9380774,1.0926751,1.0618484,0.7323138,1.0757045,1.279221,0.70003414,1.241797,1.1862159,0.9325376,1.096142,0.8521018,1.0937214,0.7411782,0.9990296,1.1653404,0.60526764,1.0070692,1.0401798,1.049282,1.3058852,1.1191257,1.0840449,1.1276312,0.93802917,1.2517636,0.9799946,0.82164717,1.2123218,0.6124363,0.8890186,0.8503264,1.1076744,0.717975,1.27683,0.83390045,1.2203232,1.0702697,0.9620782,1.0908368,0.87395835,1.0232897,1.0639064,1.2601271,0.9450139,1.151971,1.0020769,1.1170223,0.7713387,0.6114265,0.94566315,1.2013301,1.1903456,1.0355357,0.9270231,0.9090446,1.2521173,1.1332873,1.3318912,1.0570903,0.77217567,1.1801577,0.8243539,0.0,1.3086443,0.63286996,1.1905107,1.1448607,0.98119456,0.9769815,1.2801147,1.0322961,0.93678945,1.3833841,1.2005674,0.83554065,0.77688754,0.7921448,1.3034196,0.9270842,1.054008,0.8995887,1.2031388,1.2259824,0.98195946,0.9901368,1.2001678,0.77585375
scissors,1.2920275,0.768137,1.0752889,1.4134954,1.0564777,1.0680244,0.685128,0.48950362,1.2288051,1.4472432,0.44981492,1.1974015,1.202887,1.368897,1.261411,1.0411125,0.47788215,0.8243911,0.83731323,0.7009147,0.6694306,0.8638,0.42816722,0.37168878,0.8542055,1.1465155,1.004419,0.4147048,1.2127992,1.0079883,0.93489045,1.3569379,0.79194236,0.25547856,1.3246529,0.6843233,1.1387784,1.285344,0.9552971,1.1189284,0.95891345,1.3059903,1.0833197,0.5390189,1.3807895,0.7514889,0.859999,1.0686342,0.3190446,1.0484687,1.1764622,0.6489823,1.2487617,0.6159308,0.9848088,1.2940788,0.3783723,1.2281679,1.2176183,1.3260852,0.916566,1.3148899,0.7621536,1.1975436,0.633903,1.2360047,1.2850147,0.9987018,1.1708556,1.2526486,0.6012641,0.6409169,0.58876896,0.8322623,0.905398,1.0053903,1.3010095,1.281049,1.2659032,0.34737146,0.38800037,1.0802928,1.2201278,1.1150016,0.835654,0.8550384,0.7610968,1.134678,1.268365,0.8272625,1.2109499,1.3086443,0.0,1.4277906,0.7904774,0.8056225,1.27245,1.3052573,0.3338977,1.03973,1.2828755,0.48635608,0.7441231,1.2302085,1.3360374,1.4173752,0.940805,0.7975261,0.8651928,1.1696895,0.6135022,0.988758,1.4402891,0.9019714,0.27177662,1.1999698
shirt,0.8099904,1.4416177,1.0326997,0.52520883,1.2466038,1.2836561,1.355359,1.4575446,0.9571921,0.564016,1.3944163,0.9093855,0.81564003,0.47769064,0.85040176,1.195995,1.453805,1.5160717,1.1759326,1.4181112,1.3226159,1.2596169,1.4539907,1.3550749,1.2921875,0.6703947,0.9276855,1.3592138,0.6637916,1.2366053,1.0887573,0.54636616,1.1914742,1.4919546,0.6422076,1.4914622,1.1426852,0.74319047,1.2227042,0.8052368,1.2430611,0.26781356,0.839746,1.3699849,0.39840758,1.0984887,1.0608143,1.0595156,1.4734342,1.0272669,1.2089227,1.1371872,0.7172307,1.4766703,0.82028943,0.7830563,1.3859262,0.59783643,0.92812014,0.2810725,1.2771578,0.42483157,1.4819939,0.8381327,1.4306037,1.0941141,1.0506048,1.1237371,0.78829706,1.0953634,1.218733,1.3172665,1.0884048,1.2947943,0.95623773,1.0724269,0.2643665,0.5161893,1.002599,1.3760692,1.3790016,1.0562454,0.6299903,0.7674286,1.3614206,1.1924427,1.4970264,1.1244917,0.6850175,1.2756277,0.61172986,0.63286996,1.4277906,0.0,1.2318536,1.2732984,0.76401794,0.85249186,1.49277,0.896005,0.8758097,1.5350448,1.226567,0.8927787,0.2846986,0.62639236,1.4578273,1.1003386,1.1055136,0.83373046,1.2142478,1.3184228,0.72805035,1.1755369,1.3567306,0.68546444
shoe,1.1996866,1.0278364,1.1671801,1.1022305,1.0715541,0.9163497,1.1261557,0.60140824,1.1526492,1.220113,0.62078965,1.1270583,0.97919947,1.0834068,1.1279418,0.80319357,0.7312604,0.743337,0.76211864,0.73373383,1.0127999,0.74259186,0.7878355,0.81398314,1.0745358,1.0435263,1.0450522,0.89787126,1.1435492,0.700882,1.142439,1.1764092,1.1084962,0.9238336,1.2186935,0.7391782,1.1401145,1.0840518,0.86796796,1.133017,0.8034932,1.2379216,1.034612,0.98991746,1.1930068,1.1179774,1.1118875,1.1627476,0.7343246,1.0462676,0.92732567,0.8749866,0.9504965,0.9829123,1.0802234,1.1296232,0.6967868,1.042184,1.2491194,1.2301759,0.8105142,1.1235824,0.77378553,1.1166748,0.76941746,1.172702,1.0221553,0.57017326,1.0875127,1.0308334,1.1048232,0.6345472,1.010946,1.1333747,0.93476444,0.87725794,1.1814536,1.2208284,1.0912288,0.8594263,0.867586,1.2175512,1.1258805,1.1376699,0.7347944,0.9767475,0.77653104,1.1866597,1.1121109,0.6228112,1.2298294,1.1905107,0.7904774,1.2318536,0.0,0.9535636,1.1842864,1.1715571,0.5660401,0.78528893,1.1242557,0.803671,0.87771183,0.9708191,1.2239668,1.2683743,0.82952523,0.83913803,1.1202544,1.0607734,0.68569416,0.96873564,1.2149707,1.0815324,0.8253262,1.2245426
shovel,0.8742106,1.0873798,1.1556357,1.1816607,1.0768156,1.0168046,0.9463543,0.82502174,0.8517355,1.0611584,0.96603507,0.91495967,0.9310432,1.1206865,0.67007506,0.7817602,0.8733336,0.8496918,0.91068304,0.9695339,0.780109,0.79483175,0.8920549,0.95223397,1.0458922,1.233443,0.9468888,1.0999994,1.2235835,0.8481112,1.2088099,1.013557,1.1490426,0.9342317,0.96142846,0.8501042,0.8812945,1.1262193,0.8252206,0.9735977,0.9568454,1.296246,1.0671308,1.1340146,1.2309694,1.2588501,0.9785807,1.121797,0.88987756,0.7168647,0.84933996,1.1225302,1.0834491,1.076578,1.1104058,1.1511759,1.0105139,1.1271898,0.728575,1.2848542,0.8601766,1.2558763,0.7077837,0.80945206,0.9195631,0.9371605,0.9971304,0.7599927,1.1584297,1.0137897,1.2448225,0.9648522,1.1280615,1.0685624,1.0767758,0.9892271,1.2567145,1.0762354,0.85691226,0.8603616,0.8626487,0.9667914,1.2129531,1.1131765,0.91205364,0.81974673,0.818548,1.0346016,1.0498583,0.91120327,1.0796973,1.1448607,0.8056225,1.2732984,0.9535636,0.0,1.0962892,0.82445234,1.0426056,1.0044899,1.1594356,0.6857926,0.9701429,0.71213037,1.2961407,1.0885562,0.85471475,1.259194,1.077229,1.0049497,0.9942509,0.83691525,1.0004559,0.71942776,1.0928752,1.1100243
sink,0.95282334,1.3193777,1.0496899,0.87014353,1.1336532,1.069561,1.1992478,1.2127675,0.52014434,0.4686529,1.0552149,0.9678126,1.0273157,0.72628486,0.72319984,1.0671582,1.3546684,0.9863281,1.2240965,1.2540851,1.1417465,1.2039917,1.2623535,1.165583,1.255628,0.8380245,0.71920264,1.1711953,0.91484976,1.1249155,1.077,0.66983795,1.177998,1.3272028,0.90459573,1.2418886,0.9230049,0.9400551,1.4448574,0.76262647,1.0261223,0.74252427,0.89566207,1.1860892,0.99138594,1.2261418,0.9426817,1.0473825,1.1662952,1.0570251,1.0048848,1.2149619,0.89640516,1.265862,1.0088612,1.0115463,1.2199762,0.86202836,0.7421222,0.84973496,1.1965064,0.5620488,1.1513407,1.0695335,1.1592441,1.0264474,1.1874247,1.1572582,1.0686303,1.1185873,1.240051,1.1498926,1.2516457,1.1517066,0.8267561,1.1224072,0.78080976,0.7694056,0.8245402,1.2920704,1.3105675,1.0089382,0.7328893,0.75976783,1.1770167,1.1557639,1.0294882,0.94809335,0.734758,1.069659,0.6578947,0.98119456,1.27245,0.76401794,1.1842864,1.0962892,0.0,0.6058417,1.3132839,1.0573897,0.5955651,1.1800717,1.1107241,0.9452068,0.81261235,0.51646054,1.091633,1.3972713,1.2079325,1.0382164,1.155206,1.2397465,0.22517824,1.0380679,1.2427655,0.783
slide,0.90684175,1.1553867,0.96265703,0.95998544,0.9561058,0.97789663,0.8839041,1.2953122,0.14352894,0.78434217,1.2834116,0.7156445,1.0270976,0.67292,0.2052437,1.026418,1.3949811,0.9289482,1.2079418,1.2810624,1.1623619,1.0510416,1.3715241,1.3661134,1.0951837,0.96043056,0.91954947,1.360223,0.99499184,1.0833646,1.191749,0.6134176,1.2883786,1.3557234,0.84817064,1.2254887,0.7795287,0.89298487,1.1486514,0.9638933,1.1213636,0.9087475,0.9049248,1.284629,0.98443377,1.3259485,1.1087649,0.88706166,1.3365109,0.65133584,0.8647203,1.3292294,0.90268046,1.1960187,1.0494499,0.91227275,1.372875,0.9676025,0.6452358,0.95707154,1.2011907,0.8055184,1.1427206,0.924222,1.1780335,0.6556037,1.0183465,1.0227937,1.0390159,1.0668737,1.3566706,1.3442262,1.4023734,0.9202337,1.1855193,1.1982139,0.9353416,0.67098653,0.93599266,1.2993146,1.2853613,0.7385964,0.9065384,1.0586225,1.1864305,0.9981991,1.1065049,0.76499826,0.93701714,1.136883,0.98642963,0.9769815,1.3052573,0.85249186,1.1715571,0.82445234,0.6058417,0.0,1.4046214,1.0659931,0.84842896,1.2286943,1.2262143,0.797199,0.9416121,0.76196057,0.7832585,1.3804967,1.1919888,0.96190596,1.3517613,0.7252688,0.5110006,0.99078065,1.4865097,0.9963665
slipper,1.347626,0.7280718,1.0259278,1.362359,1.0707524,1.0754062,0.67397237,0.4926827,1.2995614,1.5294027,0.37950695,1.22696,1.1889845,1.3763382,1.4258814,0.9989572,0.55524796,0.7372887,0.90406084,0.5569869,0.77647245,0.8545959,0.3295951,0.5185458,0.7858779,1.188439,0.9983341,0.31662774,1.2673976,0.9894638,0.8348142,1.4383686,0.59855175,0.22180796,1.4124765,0.6690556,1.0849681,1.3494616,0.9666007,1.2460272,0.8637216,1.3726454,1.0900809,0.4302312,1.3671906,0.5829572,0.8259128,1.1468079,0.31807315,1.1435248,1.1523643,0.51866186,1.1744776,0.4954952,0.9052925,1.2262604,0.27920175,1.2113637,1.3312168,1.3967465,0.9697593,1.2945156,0.64583886,1.317187,0.60990846,1.2650518,1.2924762,0.98847824,1.1136632,1.2444572,0.5078144,0.6175162,0.42493856,0.80469394,0.98677295,0.99568444,1.3155243,1.4152768,1.2773062,0.35989428,0.36787653,1.0930042,1.2207978,1.1531845,0.72895074,0.92789906,0.63271725,1.108278,1.3003597,0.75673854,1.3326555,1.2801147,0.3338977,1.49277,0.5660401,1.0426056,1.3132839,1.4046214,0.0,0.9115466,1.2668393,0.4259274,0.8409603,1.341603,1.3832488,1.4878068,0.77352273,0.56374335,0.74846435,1.1304154,0.7152511,1.0391529,1.5005823,1.0438318,0.23532355,1.3187077
sock,0.8575614,1.1275786,1.1021217,0.9438314,1.1201634,0.93225116,1.204158,0.95438445,1.1344874,1.0324663,0.95271087,0.9100724,0.85807526,0.77851766,1.0444992,0.92074573,1.0610614,0.9749442,1.0604743,1.1910671,1.150739,0.88133335,1.076375,1.195559,1.1267279,0.96852106,0.85344434,1.1406857,1.1100099,0.7895998,1.0490913,0.8931043,1.0642397,1.1659895,0.9196929,0.9351997,1.0979224,1.0428554,0.9911114,1.0375576,0.9009074,0.9232361,0.95247597,1.1483588,1.0489534,1.0045161,0.94477373,1.1056186,1.1118956,1.0072519,0.8258902,1.0520271,0.7275088,1.0875504,0.966385,0.9980145,0.9848868,0.9050963,1.0022663,1.0301864,1.0292715,0.83835953,0.8476898,0.923247,0.9807049,1.0443373,1.0214682,0.787549,1.0567471,1.0452912,1.1248732,0.9143481,1.0204424,1.1380059,0.913481,1.071968,0.7799289,0.9462614,0.97951335,1.0956879,1.0831268,1.1570325,1.015632,0.77772677,1.1586051,1.1723022,1.1312969,1.0538166,0.9102459,0.85469794,1.0059451,1.0322961,1.03973,0.896005,0.78528893,1.0044899,1.0573897,1.0659931,0.9115466,0.0,1.0522902,1.0811951,1.1194311,0.97197455,0.9727789,1.0767671,0.9543155,1.0080343,1.0643569,1.0461051,0.9717506,1.0147545,1.0806514,1.0698041,1.0488067,1.1176534
soup,1.0813391,1.0683826,0.91384953,0.832639,1.0008401,0.9460211,1.0645082,1.28686,0.8068426,0.77363443,1.245037,1.1448555,1.0123312,0.8790743,0.80689824,1.0311377,1.1545402,0.92084944,1.112298,1.2324765,1.2633853,1.1242964,1.2932327,1.2086158,1.1389065,1.0075865,1.0904757,1.08778,1.0228167,1.0902284,1.0336174,0.9282019,1.101329,1.2912374,1.0439175,0.9724252,0.74886525,0.93884104,1.2611175,1.0569274,1.0189633,0.91537976,0.88051635,1.1548581,0.8934219,1.0383093,0.8230338,0.86110157,1.2743212,0.98434293,0.75137055,1.0596148,0.8062568,1.0319229,0.9018677,0.80276847,1.2725197,1.0666529,0.99066174,0.9595375,0.95309865,0.8650942,1.2655355,1.2024386,1.0845586,0.8337041,0.8745544,1.1171955,0.8962648,0.85021216,1.1104947,1.242317,1.1985172,1.0619917,1.0597605,1.0759708,0.8506681,0.8843877,0.9193337,1.2733397,1.2633917,0.9554247,0.7854706,0.9555416,1.1813747,1.1549002,1.1367502,0.92085195,0.88692975,1.148831,0.94975966,0.93678945,1.2828755,0.8758097,1.1242557,1.1594356,0.5955651,0.84842896,1.2668393,1.0522902,0.0,1.2078973,1.108243,1.0320182,0.96783614,0.7375404,0.86322683,1.1970435,1.0508615,0.91837305,1.2391493,1.0585622,0.43636578,1.1584995,1.1979302,0.96688604
spoon,1.3521461,0.8614398,1.0920277,1.4396861,1.0702294,1.0024838,0.7512764,0.5288611,1.1314331,1.3907542,0.45302725,1.1675831,1.1234697,1.4288653,1.2362853,0.8859672,0.57210475,0.60483444,0.9155623,0.5010335,0.59784484,0.836043,0.49844658,0.5355847,0.7712698,1.2264096,1.0388837,0.52002996,1.2382779,0.9091964,0.92573124,1.4244256,0.65293336,0.33011377,1.3006858,0.63156885,1.0772582,1.2539614,0.9210719,1.23002,0.8604953,1.4025979,1.1053503,0.5822952,1.4532456,0.84840924,0.9327596,1.1727245,0.23813999,1.1085688,0.89266104,0.7262621,1.331518,0.66273683,1.045384,1.2863894,0.47832727,1.3256471,1.1801834,1.3586502,0.8659947,1.4096177,0.38480598,1.2339402,0.5510535,1.2628222,1.2370595,1.1043193,1.1793308,1.1508981,0.70198023,0.5336574,0.6943842,0.97138774,1.1314857,0.86243206,1.375109,1.4462544,1.0854541,0.34034884,0.32785666,1.0389483,1.2683618,1.266336,0.57256144,0.8241751,0.44312567,1.1987586,1.3576338,0.7923763,1.3610375,1.3833841,0.48635608,1.5350448,0.803671,0.6857926,1.1800717,1.2286943,0.4259274,1.0811951,1.2078973,0.0,0.73221684,1.2501535,1.396928,1.3489206,0.7890164,0.8435267,0.8000395,1.0021281,0.66128534,1.0138907,1.2817423,0.8511338,0.4929397,1.3305823
sprinkler,1.157449,0.89076436,1.1344477,1.2133349,0.968082,0.89075756,1.004596,0.6278291,1.1770053,1.2005519,0.7492654,1.1093905,1.0247543,1.3133444,1.1760406,0.9646767,0.5990871,0.7926495,0.79988474,0.76184714,0.72431856,0.80827963,0.7773868,0.539156,0.9225697,1.1151141,1.0991352,0.8038045,1.0857676,0.949026,1.025042,1.2995054,1.0721802,0.7644702,1.2154644,0.72304267,1.1252843,1.1299257,0.87760746,1.0977876,0.9092671,1.1600795,1.0356452,0.85856205,1.1824927,1.0900456,0.9687804,1.0850842,0.6737046,1.0938894,0.9306747,0.8684609,1.2739916,0.85986835,1.1965649,1.2969087,0.7710061,1.1473942,1.2483894,1.1387262,0.766994,1.2913373,0.88617104,1.1389242,0.63460755,1.242215,1.0785799,0.954844,1.0657767,1.0222414,0.95478594,0.61025083,1.0014732,1.0693723,1.0298959,0.75266325,1.2125967,1.2786994,1.1181661,0.7883173,0.8099233,1.2311451,1.1268951,1.1419504,0.7568072,0.786844,0.857296,1.153237,1.2477739,0.8797154,1.158763,1.2005674,0.7441231,1.226567,0.87771183,0.9701429,1.1107241,1.2262143,0.8409603,1.1194311,1.108243,0.73221684,0.0,1.1336409,1.1393762,1.1931288,0.91949385,1.0043429,1.0444684,1.0645403,0.55928755,0.95949113,1.2005628,0.93852615,0.8001996,1.0233116
stroller,0.7803484,1.2648848,1.1845814,0.8676206,1.1444216,1.0681105,1.2609739,1.1206384,0.92450136,0.67807966,1.2485125,0.72423565,0.8500777,0.7728123,0.6599043,0.90864867,1.1583204,1.0988821,0.9095704,1.307748,1.1257236,0.8789399,1.3121172,1.2643807,1.2506008,0.9504124,0.84038746,1.4398386,0.87584656,0.92008716,1.26096,0.69364005,1.4372678,1.3911991,0.71694833,1.1266409,1.0904696,0.8160637,0.8408425,0.8654529,1.0579101,0.9841077,1.0765079,1.3651149,0.95489836,1.3703755,1.1363906,1.0344349,1.3123825,0.7825839,0.8963087,1.3230551,0.8966191,1.3033808,1.1164037,0.98332393,1.3235486,0.89525586,0.83969784,0.89695466,1.0780216,0.85262287,1.1321093,0.6820712,1.258745,1.0162313,0.85372055,0.48286992,1.0447197,0.9225123,1.351063,1.1087652,1.4052137,1.3271202,0.94826233,1.0457038,0.99465835,0.79032946,0.8842841,1.2754476,1.2801436,1.1212678,0.98950976,0.82891864,1.2096068,1.025002,1.2290785,1.1093068,0.63150376,0.93524164,0.7961364,0.83554065,1.2302085,0.8927787,0.9708191,0.71213037,0.9452068,0.797199,1.341603,0.97197455,1.0320182,1.2501535,1.1336409,0.0,0.8950388,0.744305,1.10816,1.2830195,1.2636343,1.1186628,1.070653,0.88436955,0.7882495,0.82513255,1.3465598,0.81729424
sweater,0.7264544,1.3881812,1.1325666,0.73762393,1.2258326,1.2734337,1.3707736,1.3279574,1.0002679,0.56399715,1.3457675,0.9205212,1.0032558,0.47810823,0.946765,1.1985056,1.314289,1.4623959,1.1409612,1.3070308,1.2066554,1.1517153,1.3349208,1.2772903,1.2743506,0.47418463,0.90937793,1.2728124,0.46716535,1.2188388,1.1528525,0.53372097,1.208315,1.3906187,0.64501864,1.4062047,1.1987058,0.69863623,1.1833454,0.8229265,1.2652744,0.26807863,0.8940921,1.2459193,0.6467168,1.1907362,1.0868951,1.019339,1.3597529,1.1427805,1.209491,1.13388,0.880304,1.4029897,0.9324087,0.9769944,1.2770361,0.482167,0.9741813,0.11164737,1.2364774,0.4105003,1.4079051,0.8546235,1.3916782,1.1999197,1.0560634,1.0931467,0.95268476,1.0610796,1.1712846,1.2186514,1.1697825,1.3062989,0.9717878,1.0214944,0.34352875,0.66038555,1.0321926,1.3032255,1.3092341,1.1587331,0.6449809,0.80616856,1.2551473,1.0933173,1.3990726,1.2058383,0.72418004,1.2640402,0.7510123,0.77688754,1.3360374,0.2846986,1.2239668,1.2961407,0.81261235,0.9416121,1.3832488,0.9727789,0.96783614,1.396928,1.1393762,0.8950388,0.0,0.60655123,1.4153131,1.1290219,1.194463,1.0516819,1.1050017,1.3210953,0.8176708,1.0922333,1.2818488,0.6447927
