,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
hat,1.426449,0.7093583,0.46884233,1.3558532,0.37194115,0.72866356,0.8879999,0.9860686,1.3927125,1.420568,0.4902706,1.3854935,1.2024951,1.02829,1.4606686,1.1258746,1.2405595,0.54840124,0.6766843,1.3743428,0.6718841,0.7826648,0.67452484,0.6836553,0.78706735,0.7599618,1.0923154,1.0569195,0.45139444,1.0659122,1.2227451,0.9541611,1.0544856,1.3658217,1.3108011,0.3955497,1.4246272,0.6454825,0.9916049,1.0221502,1.3041133,1.1229975,1.2844611,0.89173365,0.65028566,1.2043357,1.0118228,0.61080503,0.6051947,0.73392105,0.93121666,0.50372326,1.0506978,1.1633378,0.4525712,0.919337,1.2157364,0.97012526,0.9324195,0.897215,1.169934,0.0,1.0931319,1.3732721,1.2264265,1.3637755,0.4451192,1.463693,0.54398227,1.0200217,1.1129951,1.3101823,1.223364,1.3380983,1.3347454,0.83759975,0.36822116,0.59228486,0.61305153,0.80011755,0.9430971,1.4311651,1.2262192,1.2882017,1.3786392,1.388118,0.6001606,0.82558036,0.8714804,1.2658199,0.6953452,0.9477427,0.72038627,0.8166623,0.42032373,0.5720173,1.1872128,0.8116569,0.8733971,1.4486825,1.290098,0.73649013,0.7704106,0.90350854,1.190161,1.0212375,1.2622503,1.078067,1.1670387,1.2274088,1.4919119,0.44538206,0.604624,1.3019896,0.49818575,1.0527519,0.7942915,1.2930198,1.2962885,1.4954307,0.5260605,0.5192845,0.81557196,1.2937036,0.6207335,0.9862691,1.3995135,1.2928934,1.1203064,1.199001,0.69494927,0.5052436,1.2511848
horse,0.6292727,1.0864403,1.0599557,1.0446758,1.1023151,1.0296624,0.90268314,1.0513496,1.1212797,1.1153524,1.0599118,1.0736974,0.98176026,0.8327645,1.0634084,1.0647886,0.879162,1.0774338,1.0159502,0.94428617,1.0409583,1.0806092,1.0847791,1.1019566,1.0722207,0.904009,1.0144347,1.0617727,1.0441452,1.0220449,1.070197,0.94530296,0.8914414,1.2059245,0.7301309,1.0713348,1.0682344,1.0960774,0.91285247,0.7100934,1.0860717,0.90743446,1.0964772,1.0281345,0.9982556,0.9969435,1.0146346,1.0342861,0.89718026,0.9178551,0.9034642,1.1135261,0.771769,1.0411001,1.0611321,1.0839021,1.0199658,0.8428117,1.0560256,0.9876418,0.9722983,1.0931319,0.0,1.0350345,1.2244916,1.1453521,1.0860432,1.0251454,0.9296687,0.9942433,0.96099555,1.0299759,0.985519,1.0194534,0.9649135,0.93748885,1.0997076,1.0356994,1.0580057,1.0109757,0.853608,1.1331993,1.0712517,1.1190653,1.1233547,0.9073179,1.0247068,1.0242455,1.0405649,0.87469256,1.0594577,0.95043695,0.9285068,1.0140384,1.024297,1.0144181,1.0299482,1.0189682,0.9756816,1.1413369,0.9870026,0.707923,0.9841223,0.85382146,1.1689638,1.0274099,1.12412,1.0298445,1.074172,1.1767616,1.0991262,1.0955215,1.0250578,1.0735551,1.0276653,0.95725566,1.0856105,0.9983905,1.1781889,1.0462956,1.0307806,1.0346684,0.898618,0.9613766,1.0801976,0.90200067,0.9785714,1.0422283,1.0224274,0.9372219,1.1077981,1.1449194,1.0452051
hose,0.8139767,1.1967297,1.3936012,0.86627895,1.3532789,0.973361,1.0722572,0.8545131,0.55632937,0.7192905,1.3265777,0.65614766,0.84402955,0.9825572,0.8303329,0.7770359,0.9348966,1.2313421,1.1563226,0.80369556,1.2761569,0.95486194,1.0393867,1.0228968,1.022433,1.2269648,0.9098306,0.8505033,1.3335055,1.0221637,0.8888331,1.165071,1.1582079,0.7329362,1.0453622,1.3392284,0.6832249,1.1612948,0.9932121,1.0362248,0.72376555,1.0609248,0.9540045,1.0255455,1.2600887,1.0932975,0.97867745,1.3383855,1.3464451,1.1744585,1.2003658,1.2695807,0.8438618,0.8137371,1.2649088,1.1611209,0.8232911,1.0854522,0.9682194,1.1535107,1.013932,1.3732721,1.0350345,0.0,0.9017485,0.79200315,1.3285837,0.5452807,1.1418139,1.085968,0.97658825,0.69156235,0.94923127,0.6581905,0.7490748,1.2929027,1.3889686,1.1962931,1.2507862,1.1319708,1.1596969,0.57886314,0.9412941,0.94797105,0.7950886,0.77986115,1.1722844,1.1025229,1.1035409,0.92723024,1.3223293,1.1965617,1.194422,1.2120702,1.3372817,1.3842531,0.93678105,1.0644503,1.1488842,0.57637656,1.0270761,1.2554148,1.2650812,0.85224414,0.9336823,1.088933,0.930026,0.7711152,0.90499693,0.7258322,0.53467804,1.4387972,1.2368212,0.98123693,1.2210865,0.91422796,1.1185206,0.8057482,0.9341713,0.6996923,1.3127911,1.3783054,1.1018821,0.5283259,1.2552049,0.8246926,0.8075227,0.94655544,0.9620147,0.7809971,0.99832934,1.3681381,0.73275
jacket,0.8549847,1.0056175,1.3169441,0.67481935,1.3188848,1.3505611,1.2237579,1.1123397,0.91233957,0.5643616,1.2373472,0.8715107,0.8702183,0.9058629,0.5698432,0.990995,1.0876528,1.2404402,1.4050548,0.9982508,1.2382573,1.1088346,1.267317,1.1945777,1.1471407,1.1417354,0.6937075,0.97836155,1.3510389,1.0028131,0.9384709,1.1166791,1.1154428,0.5302571,1.0764095,1.3479896,0.6676927,1.2215389,0.9122534,1.0399047,0.88217074,1.1397662,0.3902402,1.0565027,1.2903465,0.8238801,0.85310733,1.1908544,1.263026,1.1705037,0.9627788,1.2545112,1.0822042,1.0396742,1.2740295,0.82087374,0.893175,1.2779131,0.8055982,1.1043057,0.9065171,1.2264265,1.2244916,0.9017485,0.0,0.518136,1.2886989,0.859401,1.314647,1.0945666,1.0961347,0.97223425,0.77885664,0.9638543,0.82676643,1.1977799,1.27613,1.2494879,1.125119,1.0786868,1.1652136,0.82711047,0.65915084,0.5609041,0.61747336,0.96006674,1.3123505,1.1913258,0.98470753,0.8490367,1.0429255,1.2174909,1.2212042,1.2725405,1.2133402,1.3057027,0.7814591,1.1973436,1.0756719,0.78278637,0.8457749,1.2176201,0.98143023,1.0969062,0.48189765,0.8724345,0.56917304,1.172992,0.866394,0.9906008,0.78580475,1.117595,1.2628274,0.83399,1.3498538,1.1808064,1.1706705,0.77849203,0.45197344,0.7723019,1.3893567,1.2163699,1.114889,0.9758709,1.0789351,1.1273452,1.0034279,0.8427826,0.9465055,1.0285771,1.1781747,1.0739229,0.8364157
jeans,0.563074,1.0423816,1.3844316,0.50208074,1.4475397,1.2322617,1.2899398,1.1720864,0.70582646,0.49190855,1.4301593,0.76087534,0.77668613,0.95447886,0.50597733,1.0307875,0.9157615,1.5089831,1.48913,0.79796356,1.4386026,1.2602866,1.3937507,1.4005957,1.2346101,1.3105937,0.90733474,1.0462596,1.5355066,1.1338303,0.80505186,1.2077167,1.236353,0.37249064,0.9680742,1.528217,0.6177701,1.4121587,1.0220121,1.1232108,0.80006945,1.0032609,0.456307,0.9729115,1.2785311,0.8480687,0.8790577,1.2176034,1.3417766,1.3878419,0.8428545,1.5024555,1.0086566,0.7862329,1.3078363,0.70550734,0.9750314,1.1034074,0.79479414,1.174142,0.7781418,1.3637755,1.1453521,0.79200315,0.518136,0.0,1.5278426,0.6830099,1.5400615,1.1812712,0.9876265,0.75334287,0.43730336,0.81099546,0.55204767,1.3902962,1.354414,1.4383961,1.2281791,1.0881689,1.074068,0.61855304,0.8364039,0.38525534,0.31093514,0.6945217,1.4630853,1.0969949,0.8892383,0.93611497,1.1747036,1.3625827,1.4530197,1.4439509,1.3904085,1.3718286,0.62321895,1.2212524,1.1188929,0.6304291,0.92995286,1.2878962,0.9786098,1.1133157,0.40562928,0.6787815,0.36399257,1.1301112,1.0361482,0.8264561,0.6533763,1.2055056,1.3446112,0.59045184,1.5569842,0.92843527,1.2882321,0.50777596,0.4536243,0.6129312,1.4584918,1.2863066,1.1143365,0.7579895,1.3565638,1.1257461,0.71922743,0.94898593,0.9358154,0.9128826,1.2898604,1.2071769,0.99544436
knife,1.5058416,0.8195852,0.5356981,1.4255688,0.38255227,0.83611476,0.7431231,0.87928784,1.3794824,1.4666419,0.35385793,1.3002847,1.4361088,1.1232389,1.5173128,0.9838189,1.2292174,0.28684032,0.5437823,1.3678463,0.41998088,0.51528174,0.6124108,0.4829477,0.5171745,0.8334539,1.1179215,0.91463727,0.36474484,0.9247553,1.209846,1.0325549,0.8498061,1.469347,1.3207216,0.20290357,1.4204443,0.46568865,0.9700703,1.090377,1.2931912,1.156422,1.3794582,1.130786,0.7903591,1.2392925,1.2289351,0.7698349,0.59332734,0.5362922,1.0462627,0.12178922,1.2456436,1.2704669,0.60329133,1.1754016,1.1385522,1.1271992,1.2327604,0.8649535,1.3017584,0.4451192,1.0860432,1.3285837,1.2886989,1.5278426,0.0,1.3572848,0.3243276,0.9310859,1.2773689,1.3168231,1.5461222,1.1366042,1.3535342,0.9158309,0.4594717,0.3765154,0.7015005,1.0172982,1.1611941,1.3789754,1.2285618,1.5109837,1.4978523,1.4087844,0.31451,0.69205177,1.2134881,1.2172074,0.65699667,0.73647976,0.51487255,0.5059053,0.34041917,0.7489509,1.3730292,0.7197066,1.061051,1.361896,1.2635597,0.78966856,1.0037872,0.9024049,1.4360185,1.2359568,1.4402419,0.8167858,0.96923417,1.128802,1.4334784,0.5652174,0.4733441,1.3844461,0.097555995,1.2271488,0.6917313,1.3912703,1.3981732,1.4393946,0.5877215,0.64367574,0.85429436,1.28058,0.42757916,1.1210674,1.4333872,1.2182488,1.1088815,1.2232387,0.51760536,0.45406634,1.1073849
ladder,0.7678796,1.3087645,1.4898187,0.818154,1.4809295,1.1998906,1.2588439,0.7998166,0.5206088,0.49304974,1.3355148,0.42887664,0.94130516,1.0217652,0.6601284,0.81140506,0.8995904,1.3008068,1.3018577,0.60915667,1.3245625,0.936125,1.1264832,0.9840708,0.9132767,1.3290278,0.96591216,0.59481394,1.3609631,0.67882204,0.78115803,1.1948419,1.2149798,0.5932746,0.9905592,1.3949908,0.5206357,1.2493558,1.0183569,1.0901929,0.47771013,0.81921697,0.90966964,1.1616127,1.3816055,0.9191046,0.9737076,1.3976856,1.399476,1.2239112,1.1276278,1.3601859,1.1587628,0.9569413,1.37917,1.1607326,0.76055634,1.2471788,0.94431216,1.1346693,1.1394914,1.463693,1.0251454,0.5452807,0.859401,0.6830099,1.3572848,0.0,1.2891396,1.167352,1.1009026,0.66974413,0.93562317,0.4786694,0.59910876,1.2628284,1.4105257,1.2524974,1.3736562,1.2593288,1.1992908,0.5514605,0.98354137,0.85610455,0.70824254,0.8006078,1.2218003,1.2064216,1.1489705,0.91602147,1.259542,1.2762997,1.1755617,1.2940574,1.3825972,1.3720404,0.67496467,1.1006918,1.1849482,0.40311122,0.98766106,1.3069383,1.1793513,1.097795,0.80818516,1.0387285,0.8383164,0.8201829,0.87682265,0.7708684,0.3638208,1.4669844,1.3143599,0.94718516,1.3428077,0.87252504,1.2625539,0.5737689,0.86393523,0.6779461,1.3570695,1.4411039,1.243415,0.74701023,1.23735,1.1455946,0.76874864,0.83665824,0.8390615,0.73502636,0.9619435,1.4369698,0.62997866
lamp,1.4532157,0.99122614,0.6718105,1.4626305,0.4676702,0.5976177,0.7539983,0.6657348,1.2319382,1.4634602,0.48900217,1.2487614,1.222238,0.90754646,1.5625806,0.94220954,1.133866,0.27484757,0.40565872,1.2507131,0.42675608,0.64105564,0.40801,0.5230334,0.6756682,0.9326558,1.1632148,0.8227266,0.32677627,0.9288915,1.1839235,1.0278019,0.96606016,1.5285925,1.3021717,0.45047718,1.3620209,0.36492026,0.9310957,0.8991334,1.2252803,1.0919421,1.4525819,1.1938262,0.72732186,1.3691874,1.1604643,1.0243026,0.7841608,0.4593612,1.166189,0.29008508,1.0459169,1.1341593,0.7566824,1.2651608,1.1060476,1.056187,1.3130922,0.74336874,1.4030373,0.54398227,0.9296687,1.1418139,1.314647,1.5400615,0.3243276,1.2891396,0.0,0.8562002,1.1436971,1.2570516,1.6102629,1.2135507,1.3097548,0.8077766,0.71002805,0.34836054,0.82210046,1.2109373,1.054886,1.3593407,1.2584026,1.6643065,1.4820445,1.3065557,0.52909064,0.877647,1.3387518,1.1770794,0.8602437,0.6110721,0.41930866,0.4958849,0.47431433,0.786847,1.3377538,0.7048904,1.1838661,1.346069,1.297145,0.77973616,1.2403693,0.82138574,1.4629316,1.2200662,1.4692914,0.6834162,1.0085076,1.0429302,1.4061024,0.8369469,0.5629445,1.4314134,0.23783702,1.1882465,0.5934453,1.357552,1.393587,1.3705256,0.48121238,0.8697392,1.0811319,1.2151335,0.46975154,0.82577366,1.288229,1.1583856,1.1465456,1.0863535,0.6723479,0.65621257,0.9498572
meat,1.1864853,1.0912781,0.99929506,1.0784016,0.9831514,0.9947521,0.7326654,0.8031318,1.1295439,1.2063308,1.0032914,1.0647261,0.99392,0.97794724,1.205261,0.927501,0.8937497,0.9251094,0.7202021,0.97478026,0.7293328,1.0971456,0.91044486,1.0045974,1.0704222,1.0204412,1.1272783,0.9403887,0.9723356,1.1436245,1.03125,1.0060265,0.8007027,1.1790566,0.9926299,0.9840694,1.0891234,0.883911,0.98507285,0.901785,1.2225394,1.0323675,1.184864,1.1268474,0.90133876,1.2811971,1.0656108,1.0895452,1.1056725,0.90127933,1.0582359,0.848843,0.8899598,1.044032,1.017302,1.0568265,1.0796124,0.9417485,1.151191,0.6655286,0.9762749,1.0200217,0.9942433,1.085968,1.0945666,1.1812712,0.9310859,1.167352,0.8562002,0.0,1.0853202,1.1408724,1.1367756,1.1132473,1.117567,0.87247646,1.097301,0.85454506,0.9538926,1.0905597,1.0704882,1.0430989,1.0754763,1.2124786,1.1377165,0.9886899,0.9546157,1.0123434,1.2653965,0.9346932,0.9874778,0.65874815,0.9775762,0.49039763,0.97572166,1.0336947,1.1337314,0.74953926,1.1180049,1.1869303,1.1090794,1.0135541,1.2152431,0.745401,1.2214662,1.0212532,1.1537141,0.71332,1.1531794,1.0205909,1.1454058,1.0948735,1.0168092,0.9187755,0.87858135,1.1405783,0.6195885,1.1675546,1.1192254,0.9890663,0.89317626,1.0687166,1.1496731,1.0053333,0.898207,0.7568269,0.89774776,1.0363837,1.034279,1.0384027,1.1031687,1.0502375,0.97470427
melon,0.92394114,1.0208582,0.8262589,1.0025047,0.86126506,0.8053073,0.90189266,1.2846551,1.0196847,1.0722976,1.1555872,1.0747929,0.9185245,1.1135292,0.9015436,1.2602439,0.99914587,1.1702644,0.80391556,1.0112139,1.0520638,1.1674591,1.0495485,1.2200705,1.3354759,0.58833534,0.9905576,1.0733862,0.9403794,1.1657455,0.97492844,0.3941251,0.962229,1.0756246,0.6580772,1.1483779,1.1692966,0.9860031,1.1496702,1.0977777,1.0605171,0.88417035,1.0002375,1.0251781,0.63454217,0.9888202,1.0327997,1.083749,0.9024513,1.0662429,1.0453218,1.2937546,0.63735497,0.9216631,1.2390766,0.9963534,1.1520818,0.58909774,1.0931554,0.9907192,0.9735516,1.1129951,0.96099555,0.97658825,1.0961347,0.9876265,1.2773689,1.1009026,1.1436971,1.0853202,0.0,0.9906103,0.8579874,1.0277281,0.99134386,0.5995078,1.1336647,1.1784658,1.1771865,0.9708567,0.22334671,1.1131971,1.0861926,0.9094783,1.0756745,0.96614164,1.1422805,1.1253806,0.5000101,1.0667553,1.0799719,0.9699594,1.058288,1.0073667,1.044866,0.620756,1.0814292,1.2011985,0.72414196,1.1278031,0.8627125,1.0979651,0.91112804,0.9949403,0.99748534,1.048555,1.0873406,1.136902,1.1310889,0.9596378,1.0855556,1.0506532,0.96744543,0.82811,1.2537769,0.85066766,0.96556795,1.0896509,1.095964,0.92633116,0.7076894,1.1073358,1.0084538,0.94912136,1.2217873,0.7673326,0.8191644,0.9657286,1.1176233,1.0642704,1.2075684,1.1247362,1.2759395
milk,0.76953,1.2277492,1.3356478,0.9251091,1.2987359,1.0294269,1.1834915,0.90697336,0.64485955,0.7555557,1.3324673,0.77288115,0.8340658,0.98946,0.80151695,0.91003346,0.7950891,1.125956,1.1690049,0.6583776,1.2764318,1.2112001,0.8138893,1.1873597,1.1045618,1.2280995,1.0078492,1.0299853,1.236279,1.0286708,0.91793495,1.1617063,1.1393148,0.760137,0.94856006,1.31829,0.75714874,1.1222293,1.0416336,1.035932,0.84385306,1.0064502,0.93190104,1.0531455,1.2698398,0.92515033,0.96882313,1.2702208,1.2916119,1.1567814,1.0319734,1.3478258,0.97535735,0.8237597,1.2310547,1.0671852,0.828512,1.0034124,0.90573096,1.1200905,1.0240309,1.3101823,1.0299759,0.69156235,0.97223425,0.75334287,1.3168231,0.66974413,1.2570516,1.1408724,0.9906103,0.0,0.84628594,0.8211809,0.75086844,1.1613452,1.2776945,1.2686456,1.2548572,1.0884492,1.1034566,0.67898035,0.93099356,0.8354394,0.8482177,0.7889619,1.2390909,1.1419557,1.0391219,0.93326473,1.2660077,1.1279488,1.2335999,1.229943,1.3067873,1.2838011,0.7143642,1.1708411,1.0780302,0.5975307,0.91808856,1.1620963,1.0687803,1.0425559,0.8872033,1.0209758,0.8987417,0.9291352,0.9972079,0.7878837,0.63618875,1.3522402,1.1513882,0.86171556,1.2693006,0.88830376,1.1926854,0.71960795,0.8805191,0.7145581,1.2337267,1.3163469,1.1127924,0.9000996,1.3035393,1.012703,0.8252311,0.90112436,0.97010845,0.8941728,1.1764377,1.3729092,0.9475521
mitten,0.37729615,0.97836095,1.2429582,0.5248791,1.3535488,1.1273605,1.1596022,1.2814491,0.8941817,0.77834,1.4905066,0.9278517,0.7239675,0.9766515,0.6226599,1.1899437,0.9204731,1.5318141,1.4390113,0.9018655,1.408172,1.3506713,1.3855932,1.485261,1.3572838,1.0915942,0.9896604,1.2097676,1.5634583,1.2026196,0.83557785,1.0664175,1.0388372,0.6485478,0.6864681,1.4586554,0.7755494,1.4727154,0.99722016,0.9516228,0.98851794,1.0339742,0.6369632,0.8108424,1.1325161,0.8187173,0.9589736,0.93449885,1.1535599,1.3689978,0.79350024,1.525137,0.7211211,0.7545681,1.232397,0.3916375,1.1438025,0.8047534,0.860908,1.2009805,0.45517272,1.223364,0.985519,0.94923127,0.77885664,0.43730336,1.5461222,0.93562317,1.6102629,1.1367756,0.8579874,0.84628594,0.0,0.93215966,0.7856526,1.236935,1.2330441,1.4154953,1.1324917,0.9550483,0.8789111,0.902153,0.855134,0.34290886,0.5295031,0.73234653,1.4749663,0.88068384,0.7543823,0.92560124,1.0679716,1.2378901,1.4585751,1.4563752,1.3901694,1.2159104,0.7590469,1.3218311,0.9693617,0.93679607,0.93251693,1.0902259,0.72186947,0.9895924,0.692374,0.5892418,0.5684918,1.1566238,1.139462,0.9716429,0.7833495,1.0244952,1.3342371,0.35971153,1.5278488,0.8061514,1.2109483,0.7145518,0.7038512,0.7616093,1.3802843,1.0347798,0.8654135,0.63249075,1.3574897,0.9951323,0.73326653,1.0753616,0.91989183,0.9450336,1.363388,1.1791325,1.2132369
mop,0.9571044,1.0550001,1.3680245,0.9743308,1.3859962,1.1948538,1.1117903,0.93130034,0.815138,0.80446684,1.0957643,0.78765476,1.108327,1.201663,0.8479543,0.85084796,0.9639838,1.1559986,1.2411184,0.8321855,1.2379771,0.63876307,1.0416763,0.7558043,0.8202809,1.1373135,1.0219556,0.7154143,1.2623098,0.7325125,0.81909925,1.1014019,1.099633,0.76431304,0.98996496,1.1991926,0.79883057,1.170896,1.1160485,1.1625905,0.62918943,0.8202945,0.92922986,1.0453864,1.3200707,0.9858351,1.0661027,1.2010043,1.2958021,1.2603265,0.98485905,1.1514623,1.1370667,0.8751769,1.2287354,1.1221083,0.88942647,1.0875139,1.0116833,1.1435088,1.05492,1.3380983,1.0194534,0.6581905,0.9638543,0.81099546,1.1366042,0.4786694,1.2135507,1.1132473,1.0277281,0.8211809,0.93215966,0.0,0.8812845,1.2654736,1.3127198,1.0163391,1.1074439,1.0991049,1.1399801,0.6662405,1.1125332,0.84390193,0.8182235,0.92147505,0.9902482,1.0504924,1.0696788,1.0527959,1.0223324,1.244737,1.1353054,1.1417114,1.3148825,1.3374348,0.87109584,0.9557483,1.0552105,0.5752032,1.0614399,1.2392136,0.92506385,1.0681515,0.92673755,1.0517116,0.8486608,0.9368005,0.9742014,0.7875987,0.56383693,1.2637439,1.1311924,0.9223505,1.1410307,0.9607999,1.2570546,0.8288467,1.0366373,0.96592975,1.2518818,1.2774775,1.0353602,0.7476288,0.9750808,1.147765,0.8829875,1.0447519,0.89963216,0.7267982,0.7670467,1.2232171,0.797903
motorcycle,0.64890504,1.304635,1.3769157,0.87086123,1.3407952,1.156669,1.2412695,0.90125424,0.72733927,0.6281622,1.3943961,0.6565035,0.91148376,0.82860506,0.7183174,0.84855354,0.95317566,1.3428054,1.2316322,0.78905785,1.2983115,1.2800363,1.1921475,1.325975,0.907701,1.3421683,0.7998482,0.87439895,1.3080115,1.0528446,0.7584766,1.1570863,1.1612074,0.5277674,1.0285681,1.4591866,0.64872354,1.2598276,0.7593659,0.9923947,0.7761558,0.96413416,0.87677675,1.0596032,1.2870286,0.87444407,0.87088543,1.3991205,1.2800395,1.1482837,0.9442632,1.3271377,1.0501254,0.78857386,1.315791,0.8835772,0.8774575,1.1306615,0.83585936,1.1143928,1.0115898,1.3347454,0.9649135,0.7490748,0.82676643,0.55204767,1.3535342,0.59910876,1.3097548,1.117567,0.99134386,0.75086844,0.7856526,0.8812845,0.0,1.2027334,1.4110245,1.4163749,1.448787,1.2283193,1.1148925,0.7119976,0.8927461,0.8084149,0.65254533,0.82462233,1.3538616,1.2158425,1.0742456,0.856417,1.2350293,1.2239836,1.1984345,1.2892807,1.3183186,1.3080795,0.5768385,1.1167548,1.0895678,0.68096447,0.9245819,1.263685,1.2260177,1.0877583,0.77777916,0.76587844,0.7583103,0.917996,0.9061168,0.8522137,0.68978107,1.2869178,1.3411722,0.83895695,1.3278662,0.88829046,1.1692071,0.121169806,0.77160275,0.6879056,1.3357364,1.4177479,1.3024352,0.858088,1.3885019,0.9939179,0.7276163,0.9774186,0.7762914,0.9543223,1.2872238,1.2842567,0.9410762
muffin,1.2071624,0.9940907,0.74873185,1.2141801,0.7046553,0.81766737,0.9666245,1.0464567,1.2825437,1.2571793,0.85270256,1.2830049,1.1916775,1.0411333,1.1390412,1.2001424,1.1052481,0.8200846,0.66168106,1.1726089,0.53368753,1.0620842,0.8341836,0.9645042,1.0986558,0.61577725,0.8719436,1.0309486,0.64212435,1.0388683,1.042054,0.3246019,0.74378014,1.2969525,0.71700156,0.9029783,1.3143563,0.7805159,0.89186275,0.9886021,1.1541146,1.0229287,1.2403584,1.1470425,0.62952065,0.98617357,1.0474492,1.0071179,0.7041609,0.79694223,0.9923707,0.898216,0.99034345,1.2823274,0.99088776,1.0474973,1.130738,0.93218124,1.1049001,0.5662781,1.2256703,0.83759975,0.93748885,1.2929027,1.1977799,1.3902962,0.9158309,1.2628284,0.8077766,0.87247646,0.5995078,1.1613452,1.236935,1.2654736,1.2027334,0.0,0.8913261,0.87989855,0.97678775,0.9765313,0.5139871,1.2759876,1.0366848,1.2378725,1.3846499,1.2067714,0.9216867,1.216455,0.93215364,1.1037351,0.7993084,0.54916936,0.816819,0.60529137,0.7819989,0.45139593,1.203692,0.9563072,0.73933274,1.2834777,0.9069072,0.905101,1.0313151,1.1604351,1.2251465,1.0805001,1.3675098,1.0198666,1.0425465,1.1377705,1.392518,0.8649827,0.88525707,0.9960184,0.8883664,1.0329624,0.71804565,1.2882209,1.31955,1.1412836,0.6521975,0.93656904,0.99183095,1.3294897,0.92792284,0.9600623,1.1462783,0.9682555,1.1585959,1.1887076,1.0761012,0.8390002,1.1892346
nail,1.2774886,0.5671109,0.30175,1.1151657,0.33788198,0.7712203,1.0035105,1.2934949,1.3256941,1.3874484,0.5186769,1.3584456,1.2943779,1.2270917,1.4049242,1.2902861,1.2618198,0.6655012,0.85303104,1.3970902,0.7889137,0.74811465,0.96223915,0.79162604,0.92195606,0.63784975,1.1621304,1.3252255,0.4559042,1.0627463,1.2393762,0.88365316,1.036011,1.355247,1.2143972,0.22226405,1.3871809,0.73967093,1.158325,1.0927225,1.2323816,1.1654301,1.2126579,0.81360584,0.47058845,1.0226983,1.000806,0.29067457,0.53066385,0.8951928,1.0353256,0.641173,1.1368802,1.1987478,0.3951186,1.0732832,1.1721498,0.9558002,1.0078859,1.0900637,0.99156165,0.36822116,1.0997076,1.3889686,1.27613,1.354414,0.4594717,1.4105257,0.71002805,1.097301,1.1336647,1.2776945,1.2330441,1.3127198,1.4110245,0.8913261,0.0,0.79154605,0.5432969,0.644589,0.8384505,1.4220772,1.2088393,1.2146883,1.2510434,1.2952561,0.5056042,0.6195282,0.80225897,1.1716561,0.85233593,1.0705084,0.922173,0.9456533,0.30199683,0.5309376,1.3570611,1.0380913,0.77790344,1.3827523,1.1694367,0.72077,0.7718211,1.0809244,1.182697,1.2239101,1.223218,1.272264,1.0942873,1.3911636,1.427105,0.46515238,0.50124574,1.2724359,0.64146864,0.9543266,0.9113465,1.4155093,1.1541817,1.4061165,0.6553727,0.2002368,0.5349312,1.17941,0.8024002,1.1906112,1.5321903,1.1856464,1.1896021,1.2583814,0.676641,0.5473113,1.2292795
napkin,1.4812665,0.8831219,0.7890591,1.4340975,0.6336503,0.7721815,0.6279183,0.691529,1.2962861,1.4008553,0.44444305,1.2703608,1.1126544,1.0580137,1.4233874,0.89808977,1.0424228,0.26587248,0.4933368,1.199846,0.52006173,0.5456381,0.39108264,0.35953844,0.6435169,0.90583766,1.228908,0.7207776,0.586769,0.8142284,1.1249104,1.0732738,0.9256184,1.4815396,1.2789032,0.45205307,1.4225726,0.3911577,1.0412632,0.948565,1.2348576,1.0416963,1.3779736,1.1951284,0.93686986,1.3700593,1.2981172,1.0250671,0.8163284,0.55620915,1.0478094,0.342919,1.0436431,1.2754066,0.8932657,1.0807177,1.1579124,0.96315575,1.4491411,0.73439467,1.3970644,0.59228486,1.0356994,1.1962931,1.2494879,1.4383961,0.3765154,1.2524974,0.34836054,0.85454506,1.1784658,1.2686456,1.4154953,1.0163391,1.4163749,0.87989855,0.79154605,0.0,0.7960201,1.2173125,1.2058612,1.3206756,1.3199385,1.5030204,1.4843981,1.3093237,0.52427834,0.88128865,1.282874,1.2387226,0.6287638,0.6293321,0.4785415,0.4966163,0.67739844,0.85310954,1.2292824,0.58441275,1.2433058,1.3324008,1.2822431,0.8595902,0.94817483,0.73334026,1.4296124,1.1043133,1.348093,0.6699506,1.0012245,0.999475,1.3574817,0.74366105,0.53439635,1.2545516,0.34423935,1.2993896,0.7213717,1.3614142,1.4462907,1.3518755,0.55991143,0.8939291,1.0321143,1.2199094,0.11495662,0.8442056,1.2153604,1.1702828,1.0235708,0.98527986,0.5735159,0.7066993,0.99889076
