,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
jeans,1.0985923,1.0464473,1.3612168,1.1404517,0.44307703,1.329411,1.2478844,1.1575799,1.4378827,0.8444611,1.0145268,0.41236758,1.3144541,0.53316355,0.7324613,1.1486806,0.4464652,1.2492284,1.5051321,1.3845006,1.1404285,1.2983601,1.2803191,1.5132027,1.1972969,1.4824564,1.2449052,0.8728517,0.44389856,1.081832,1.4424,0.73325676,1.1864243,0.32177824,0.7243823,1.5126266,0.9267405,1.5007873,0.5354326,1.015721,0.82090855,0.8622458,1.2451074,1.1903903,0.97758335,1.1187818,0.9268657,1.0222466,0.5756479,1.4080622,1.0510298,1.5187759,0.88231725,0.7108165,1.2387302,0.98573995,0.5738358,1.2635676,0.54861486,1.4017487,0.71248037,1.3066244,0.5977535,1.3185633,0.0,1.4714351,0.94830644,1.5460331,1.0695845,1.2318517,0.92037886,1.1975205,0.73414147,1.1605203,1.2919949,1.3334556,1.0360538,0.90958285,1.2196418,1.2360075,0.9723215,0.46018577,0.33018875,0.78310895,1.517057,1.4768173,0.9077982,0.8109136,1.2701468,1.3006201,1.435026,0.72158253,1.0018847,1.0445359,1.3423601,0.6168249,0.9515592,0.6177449,1.3038915,0.5744426,1.3319376,0.36778802,0.92593586,0.4952619,1.3904095,0.63537204,0.7624802,0.8986038,1.2861947,0.93021053,1.4452295,1.1808347,0.71995115,0.32931256,0.6273519,1.4672481,1.057788,0.99325013,1.0673108,1.1227037,1.1842041,1.2930392,0.90562075,1.3515399,1.2675016,1.3797591,0.7267935
knife,0.8088658,1.029554,0.7554083,0.9066907,1.4583617,0.8742091,0.97935134,0.90430725,0.50512993,1.0962944,1.1488633,1.3603971,0.583216,1.3920482,1.2743949,0.9035697,1.3605295,0.6828109,0.6271968,0.6229507,1.0463365,0.55174446,0.7638422,0.66353923,0.7950773,0.57703716,0.67266446,1.1445462,1.3109084,0.83511984,0.68090653,1.3626438,0.7239941,1.4775304,1.1874353,0.32771444,1.1534948,0.52623284,1.1544862,1.091056,1.2995567,1.1088115,0.88315845,1.0293198,1.135716,0.99101025,1.1835238,1.1144818,1.3893325,0.5595573,0.79185593,0.21391982,1.09296,1.2477409,0.866425,0.94364214,1.391858,0.89041233,1.411494,0.65739906,1.3377174,0.804671,1.2941424,0.8617904,1.4714351,0.0,1.041553,0.62481207,0.9832221,0.9894198,1.1262636,0.78260446,1.2490574,0.8169653,0.8515705,0.63978875,1.045809,1.2753571,0.919315,0.7363177,1.1342984,1.4433101,1.5086837,1.2452006,0.23405099,0.31124663,1.2368399,1.0334135,0.61875117,0.57978994,0.36136222,1.376123,1.036944,1.0067102,0.80946785,1.3701138,1.1468616,1.2822887,0.7392774,1.3944362,0.56162333,1.5086752,0.9420916,1.4226036,0.5441862,1.375171,1.1670394,1.1476068,0.6738332,1.164183,0.25403953,1.0354972,1.231642,1.3654288,1.208317,0.52250963,1.1183556,1.1194444,0.659484,0.82083964,0.99636143,0.4779303,1.1920464,0.70711195,0.7424278,0.6357908,1.3255527
ladder,1.0624515,0.9488895,1.3334521,1.0678276,1.0982083,1.2628796,1.1743788,1.1077886,0.95209813,0.8286833,1.0701654,0.73994994,1.1601064,0.66899574,1.016405,1.1054666,0.7234039,0.84588325,1.059847,1.1216599,0.7897316,1.2079315,0.9733843,1.0306534,1.1097742,0.82479817,0.94525385,1.093913,0.9624023,0.4673977,1.2399379,0.74671954,0.9528514,0.7523475,1.098455,1.1960297,0.5892038,1.0420554,0.9311294,1.0976086,0.67181456,0.66282666,1.0717525,1.2337462,1.02948,1.1687455,1.077989,1.1525263,1.1727602,1.0830173,0.80731314,1.1538767,1.0596395,0.9583915,1.1722715,0.9392993,1.117377,1.2085516,0.9862282,1.2764139,1.0995799,1.2170727,1.1061041,0.9804424,0.94830644,1.041553,0.0,1.109505,1.1203488,0.9266642,0.95969194,0.75096595,0.84142196,1.030652,1.2674313,1.0057085,1.0165085,1.0613618,1.3191425,0.97172225,1.1163243,0.82319427,0.808047,0.77992344,1.184303,1.1660502,1.0290433,0.8535193,1.2157266,0.9855938,1.1771066,1.2498069,0.81314236,0.9739694,1.1205541,0.6693537,1.094782,1.0060501,1.1494582,0.9859315,1.206163,0.97162396,0.9130869,0.8788227,1.0343088,0.7697166,0.971268,1.043612,1.1766107,0.9470933,1.1636032,1.101485,0.70574284,1.0151184,0.7850747,1.1294361,1.1558424,0.999404,1.0225588,0.9792049,1.1287625,0.8936232,0.8068515,0.8376046,0.8466878,1.2765627,0.71813095
lamp,0.7718748,0.9668977,0.43521398,0.8446966,1.4775321,0.6509888,0.74289966,0.7030519,0.79541063,1.0546284,1.1124132,1.4657537,0.7063429,1.3429253,1.4166474,0.83318096,1.5011001,0.9759925,0.62002313,0.69891924,1.1137774,0.59226835,0.7714487,0.5934184,0.7660612,0.43544602,0.62454164,1.0103272,1.2794116,0.8282148,0.3302148,1.1780915,1.1101625,1.5024853,1.070148,0.37251472,1.2052526,0.5081048,1.1850557,1.0712246,1.1000025,1.1951579,0.8196346,0.650224,1.1079223,0.95596194,1.2473474,0.97721815,1.3403382,0.5491307,1.0921534,0.43192124,1.0126673,1.2963164,0.7230089,1.2234646,1.3391912,0.81078047,1.4080383,0.4458822,1.4028711,0.58659655,1.3104548,0.862296,1.5460331,0.62481207,1.109505,0.0,0.7387941,1.0820478,1.2265359,0.89166915,1.3635775,0.6976,0.57521373,0.90731555,1.0000454,1.2388906,0.5138923,0.8194769,1.0318309,1.552812,1.4689021,1.3317391,0.4446994,0.4559734,1.237372,1.1636503,0.7459986,0.70430315,0.54573953,1.2371644,1.1658902,1.0667272,0.5331849,1.3778961,1.1440663,1.2745535,0.608468,1.4479609,0.8207855,1.488652,1.2086674,1.3915112,0.6331289,1.3356665,1.1389587,1.203587,0.59946597,1.1920489,0.56833124,1.0144117,1.3764839,1.4853578,1.3297479,0.54435325,0.9787647,1.1697426,1.1511755,1.0440891,0.96638256,0.5813601,1.2008874,0.48673224,0.77718586,0.49290538,1.1664958
melon,0.9761322,0.8908556,0.6110371,0.7102206,1.034677,0.8069196,0.9682186,0.49138153,1.1600287,1.0655011,0.99356294,1.1687434,0.97248477,1.0690615,1.1607877,1.0142506,0.9978572,1.1584748,1.1862793,0.9351797,1.2159715,0.86678994,1.2051195,1.1472039,0.99117047,1.0517385,1.0680534,0.71013904,1.0975212,0.98435384,0.91421545,1.0283089,1.1569619,1.0893877,0.8186269,0.9536413,1.197175,1.0526581,1.0889224,0.83208936,1.109178,1.0712113,0.8716866,0.5704626,1.0073488,0.97360194,1.1146752,0.80379087,0.90853953,0.9620651,1.1747313,0.98252463,0.9667618,0.9191656,0.93003887,1.0519015,1.036278,0.8459101,0.99821085,0.6728151,0.93200886,0.8209597,1.1427921,1.2245784,1.0695845,0.9832221,1.1203488,0.7387941,0.0,1.1491799,1.0306748,1.1629273,1.2233684,0.87957907,0.88738054,1.0425938,0.85952955,0.88249546,0.6768172,1.2407334,0.9998553,0.98457664,1.0087017,1.0168504,1.0272583,1.04094,1.1594236,0.8567599,0.95602894,0.8454283,0.86344546,0.7935678,1.1455108,1.1595168,0.901091,1.1268619,1.0548155,1.0450561,0.9647418,1.0109658,1.0262169,1.0555892,1.1042392,0.9723379,1.123601,1.1285627,0.81663954,1.207155,0.91957223,0.97015476,1.0140487,0.98059356,1.218354,1.1952516,1.1251543,0.8563464,0.8508689,0.89427984,1.0279449,1.0444381,0.8965851,0.8012314,1.0864658,1.0046146,1.1920344,0.866321,1.1124965
milk,1.0991468,1.060166,1.1625608,0.90545785,1.0929548,1.0165311,0.75239205,1.1101615,0.5142405,1.0382872,1.1134329,1.0752524,1.0221789,1.1006294,0.87631935,1.0163975,1.1100817,0.64301866,0.57004637,0.77644116,0.46822596,1.0951227,1.0003374,0.5064345,0.9564007,0.90086365,1.1006162,1.1764834,1.1628878,1.0041468,1.1138103,1.0021623,0.39311725,1.1274999,1.2353735,1.1566803,0.7132052,0.7491613,1.1106868,1.0344326,0.97785604,1.0079322,1.1838026,1.1128056,1.0933896,1.0970598,1.0035845,1.2129899,1.2113107,0.9942949,0.8645858,1.0885723,1.2379142,1.116988,1.235907,0.93760526,1.0853755,0.999955,1.1515807,1.1208117,1.0622904,1.1850276,1.0778362,0.41753995,1.2318517,0.9894198,0.9266642,1.0820478,1.1491799,0.0,1.0677416,0.998936,0.9722305,1.2152348,1.2320821,0.75115263,1.0848265,1.1150731,1.1805801,0.9119675,1.1049008,1.1313087,1.1390628,0.82000595,1.0775384,1.0705584,0.95967644,1.0838807,0.96983474,0.94975543,0.98151165,1.0533522,0.5408183,0.917958,1.1950963,0.9835527,1.0548818,1.0424992,1.1139941,1.1336923,0.95914984,1.1300403,0.86104035,1.1376647,0.9922898,1.1108463,1.117877,0.88100606,1.119501,0.91009235,1.0510571,0.9047959,0.97013474,1.0909638,0.9497227,0.91283876,1.1483603,0.9777973,1.0118548,0.9354195,0.92088884,1.0615631,0.88854617,1.0499686,1.0107601,1.1835845,1.0388203
mitten,0.94813776,0.903936,1.2200974,1.0676359,0.9850141,1.1113753,1.1348696,1.0781975,1.0708055,1.0305294,0.9270874,0.8989332,0.94052905,0.904999,1.0087079,0.9023136,0.67030126,1.0510193,1.1908296,1.0688478,1.0681614,1.0429884,1.0592825,1.1651353,1.0084952,1.1704717,1.2307559,0.9820899,1.0294127,1.0064424,1.2215894,1.0744681,1.0525049,0.916875,0.9400055,1.2324697,0.8828464,1.1002976,0.974196,0.89731675,1.1045036,0.8674058,1.0116937,1.0573448,0.97518325,1.1656667,0.9783918,1.0004839,0.9547476,1.1798745,0.9578675,1.2003471,0.86827826,1.0854369,1.1039865,0.1851666,1.0440639,1.1312469,0.9979434,1.172596,0.79075867,1.1160808,1.0640451,0.99385154,0.92037886,1.1262636,0.95969194,1.2265359,1.0306748,1.0677416,0.0,1.044567,1.0071135,1.0285106,1.1739446,0.5710506,0.99667764,0.90724444,1.1950287,1.1380863,0.85346556,0.7769536,0.9584381,0.96277124,1.2240502,1.2261851,0.9688733,0.71801215,1.0148681,1.09485,1.1036106,1.0266157,0.8312743,0.9944577,1.1606026,1.0482357,0.96749926,0.86790407,1.0192559,0.92029214,1.0817478,0.95270956,0.8996157,0.83020914,1.1253098,0.9348724,1.0381035,1.0191127,1.1152861,0.6909733,1.158601,1.083722,0.9628945,1.0598527,0.9546063,1.0771174,1.018978,0.96984977,1.0415137,0.25922883,0.92206794,1.1107824,1.01991,1.1945,1.0562735,1.163621,1.0874994
mop,1.0013165,1.0208737,1.0823715,1.081431,1.2304077,1.1184986,0.9682818,1.0835841,0.92402357,0.9702308,1.0560497,1.151614,0.9337844,1.0719613,1.1337554,1.0431508,1.1734494,0.9194659,0.86492276,1.0489973,0.9956129,1.1231337,0.12560451,0.8696283,0.9751169,0.68413246,0.9310152,1.0002139,1.2450229,0.88660085,0.923261,1.0118657,0.9858365,1.1666328,1.1969192,0.7669029,0.96939856,0.94591266,1.1697476,1.1718825,0.84613955,0.95657915,1.0640934,1.0876402,1.1411408,1.0479813,1.0450739,1.0149693,1.304922,1.0001298,0.9239629,0.69231075,1.091874,1.1847832,0.993137,1.0528123,1.2225314,1.0792512,1.1884389,1.0270493,1.2233375,0.9905057,1.1667484,0.82675207,1.1975205,0.78260446,0.75096595,0.89166915,1.1629273,0.998936,1.044567,0.0,1.0933688,0.79007554,0.98503983,0.96593356,0.93637925,1.1109111,1.1375629,0.84412766,1.1234132,1.1592003,1.0965972,1.077059,0.71337295,0.7143944,1.0922828,1.0231656,1.1170156,0.95616806,1.0061669,1.2646329,0.9879118,1.0381097,0.9298192,0.9847523,1.1725783,1.103129,0.8925417,1.0502932,1.0039335,1.1685964,1.0215868,1.080728,0.29751277,1.0551474,1.1239277,1.0410335,0.97999847,0.9588706,0.7595997,0.92713344,1.0505195,1.2104229,1.1200839,1.0279692,1.0238717,1.0281417,0.8238711,1.0197254,1.051358,0.89921796,1.084933,0.8779228,0.06001115,1.0154113,1.0363733
motorcycle,1.075941,1.2648206,1.3906705,1.1914368,0.81205046,1.1371145,1.0724063,1.164588,1.0959766,0.86708695,1.0289237,0.59988886,1.2883545,0.6501567,0.8210794,1.0641323,0.6999986,1.0063641,1.1754973,1.1926553,0.82386833,1.2167422,1.1175201,1.2281935,1.1665045,1.2803494,1.0854636,1.2104354,0.7808911,0.9020258,1.3064039,0.8196593,1.0078831,0.65757513,1.0816406,1.3440739,0.71712327,1.2257804,0.8109903,1.0601102,0.8426809,0.91048145,1.2730422,1.1908473,1.0249641,1.1162382,0.95591193,1.32852,0.8759564,1.1107693,1.0093096,1.3010576,0.9496776,0.9122821,1.2957355,1.0539851,0.8256277,1.1483067,0.8081249,1.3104963,0.99083203,1.3615487,0.7954397,1.068257,0.73414147,1.2490574,0.84142196,1.3635775,1.2233684,0.9722305,1.0071135,1.0933688,0.0,1.3295188,1.375508,1.2154841,1.3146752,1.0299559,1.2555555,1.061804,1.0157518,0.82544637,0.7854537,0.79277045,1.3259797,1.3235021,0.8877172,1.0831274,1.1043575,1.1741104,1.2794261,0.8595596,0.7753031,0.7975913,1.3429784,0.70157194,0.98910487,0.855586,1.3366809,0.8774092,1.0627851,0.7583505,0.938986,0.820631,1.2178738,0.6437809,0.9217672,0.87229073,1.3578045,1.1609055,1.181254,1.0776539,0.07279265,0.77067703,0.67737526,1.2299546,1.3272347,1.1401459,1.004231,1.0963746,0.94671404,1.2747465,0.3695314,1.1724379,1.1184653,1.4194562,0.7096748
mouth,0.95755816,0.8691372,0.5774509,0.9833202,1.164548,0.90170324,1.1589063,0.9660888,1.1937938,0.91598684,1.0447129,1.2213581,0.71518743,1.1495045,1.3237965,1.0208774,1.2180685,1.0594097,1.0524504,1.00086,1.3121876,0.9403343,0.8020917,0.94523555,1.03779,0.69649565,0.7804049,0.7636145,1.1586558,1.0216323,0.6239862,1.1681846,1.3301109,1.1457134,0.83422506,0.52579355,1.2409724,0.92769146,1.1383604,1.1184086,1.094603,1.0182503,0.8453522,0.9336378,1.062731,0.98655415,1.1688683,0.5788782,0.96450496,1.1085018,1.1116744,0.6629127,0.91885465,1.1635833,0.70160806,1.0659084,1.1436462,0.84068567,1.1161516,0.73831135,1.0899795,0.69736236,1.1032807,1.1611997,1.1605203,0.8169653,1.030652,0.6976,0.87957907,1.2152348,1.0285106,0.79007554,1.3295188,0.0,0.46242708,1.0441157,0.8827972,1.031371,0.7384187,0.9366108,1.0974754,1.1205434,1.0990856,1.1674289,0.6718329,0.6341245,1.1380973,0.9044304,1.082751,0.94015384,0.8479213,1.1766355,1.3372346,1.2194854,0.42299837,1.1775213,1.1046093,1.1888769,0.40710235,1.1206896,1.1765074,1.1627152,1.1401104,1.0798614,0.7670815,1.1795945,1.0641145,1.201792,0.5119148,0.9802483,0.8582679,1.0345011,1.3337071,1.2557988,1.2246797,0.86909,0.6718613,0.9396845,1.1016829,1.0330232,1.165843,0.7097212,1.3044708,0.8776631,0.7653983,0.5903207,1.1007314
nail,1.0758103,0.9104845,0.2513895,0.97876775,1.2156093,0.6316089,1.0085676,0.9116145,1.1808205,1.1673708,1.0972995,1.3906295,0.643983,1.3871719,1.3798819,1.0726116,1.4243593,1.1915424,0.8856235,0.95415294,1.3257987,0.8085648,0.851117,0.836813,1.0663664,0.6997485,0.7124306,0.8018812,1.2302775,1.167695,0.4035573,1.2088355,1.3184894,1.313247,0.79966646,0.31498516,1.4359126,0.84328836,1.21743,1.083329,1.2281786,1.2483319,0.5632583,0.6900581,1.0607533,0.7675661,1.1156849,0.46710432,1.0166591,0.93247265,1.1896116,0.57578856,1.1468309,1.1451701,0.3743207,1.2038251,1.1607077,0.6716337,1.1193155,0.5816193,1.1204545,0.26838434,1.1625265,1.1360946,1.2919949,0.8515705,1.2674313,0.57521373,0.88738054,1.2320821,1.1739446,0.98503983,1.375508,0.46242708,0.0,1.0846465,0.7229136,0.8401089,0.29412466,0.9413522,1.1932436,1.2969933,1.2327764,1.3846469,0.50559115,0.47350758,1.1837231,1.0955527,0.96438503,0.96448004,0.81515145,1.0757563,1.3681953,1.2164397,0.1678909,1.3442019,1.0965971,1.2415165,0.34370875,1.1854092,1.0436819,1.2407142,1.292362,1.2233673,0.7767331,1.3104612,1.2048887,1.1944423,0.37898135,1.1177942,0.7700229,1.0355265,1.3838389,1.2344506,1.3661764,0.8774152,0.48249602,1.0234631,1.1948649,1.1516919,1.1470476,0.8762649,1.2768631,0.8589091,0.87447953,0.1988858,1.243618
napkin,0.9142299,0.83397824,0.998001,0.9559113,1.3734629,0.9229089,0.7613023,1.0798267,0.4908318,1.1301767,1.1182959,1.1895782,0.6889906,1.2509309,1.1832919,0.93441,1.029152,0.7051179,0.6747519,0.54300106,0.8461127,0.76154625,0.95757097,0.63333327,0.90253085,0.7271577,0.90086657,1.1190546,1.2945068,0.81640714,0.99816924,1.2284425,0.71830827,1.2939059,1.2261221,0.9059551,0.89244735,0.5484657,1.0305132,0.78539133,1.2279658,1.0888559,0.9418994,1.0146987,1.1401254,1.1016409,1.158176,1.1167548,1.3416059,0.7352853,0.80097795,0.79901385,1.0267968,1.3119743,1.0857525,0.27958906,1.334168,0.9966647,1.4050628,0.8545624,1.0532634,0.8561869,1.2896726,0.66284895,1.3334556,0.63978875,1.0057085,0.90731555,1.0425938,0.75115263,0.5710506,0.96593356,1.2154841,1.0441157,1.0846465,0.0,1.0202475,1.1681045,1.1331547,0.8194432,1.0820467,1.1802804,1.3197782,1.1263369,0.79019487,0.8436732,1.1255554,0.6628039,0.77239096,0.71497625,0.65915036,1.2302219,0.7475997,1.0114908,1.0634998,1.3010945,1.1126957,1.1500281,0.95111924,1.330905,0.7972343,1.330091,0.8765075,1.1513331,0.87297285,1.262532,1.2017214,1.1081127,0.88535434,0.8020708,0.80274653,0.9696368,1.133692,1.3267283,1.1285167,0.6250884,1.0501685,1.0771842,1.0243378,0.23601198,0.8280252,0.7442883,1.1222298,0.87411314,0.93500143,0.9194097,1.259527
necklace,1.1274782,0.5688992,0.89336383,0.8860082,0.9212662,1.1435695,1.0439427,0.93794733,1.1803066,1.2058713,1.0711588,1.2272767,0.85663426,1.2068512,0.80912054,1.0643793,1.0476667,1.224784,1.0915881,1.173381,1.2722142,1.130024,0.98399264,1.0600818,1.0137185,1.0122806,1.0460663,0.66852164,1.2225261,1.0767046,1.02039,1.0772934,1.1487253,1.1724172,0.90646845,0.9259099,1.2575616,1.1235833,1.1945031,0.92150694,1.1022439,1.0153543,0.7890588,0.77615684,1.1274675,0.77375346,0.8404291,0.42756236,1.012941,1.1915573,1.0196053,0.9898595,1.1151056,0.7518432,0.6156951,0.9742865,1.0496894,1.0610843,0.9426358,1.032341,0.700137,0.6366385,1.0458646,1.1684697,1.0360538,1.045809,1.0165085,1.0000454,0.85952955,1.0848265,0.99667764,0.93637925,1.3146752,0.8827972,0.7229136,1.0202475,0.0,0.5583429,0.9776929,1.1939154,1.162947,0.72761625,1.0491835,1.182946,0.91489863,0.93758804,1.0940249,0.875715,1.1489023,1.0467312,1.0882136,0.9918333,1.1282709,1.1934079,0.83016557,1.1992309,1.1608431,1.0828633,0.84685075,0.73156416,1.0857847,0.9022137,0.94984823,0.8360002,1.0066726,1.1619134,1.1125631,1.0873783,0.77561486,0.6973023,1.0429033,1.0101326,1.2552115,0.937927,1.1965815,1.2027186,0.4215889,0.7510659,0.9261869,1.0960925,1.1935611,1.0686362,1.2579176,0.9879395,0.9623649,0.6514187,1.1924642
nose,1.2291576,0.8400216,1.0246332,0.9963243,0.7906153,1.203898,1.125509,0.9350315,1.3191706,1.0931469,0.9557635,1.0747285,1.2093763,1.0020045,0.8415534,1.1923597,0.99696267,1.2194297,1.3159375,1.2350099,1.1310893,1.244212,1.1498473,1.2797098,1.2018232,1.257043,1.2495996,0.794778,0.99965227,1.198132,1.2205714,0.9130635,1.147896,0.96040744,0.7579067,1.1817043,1.1015638,1.285914,1.0411247,0.9191903,0.9795129,0.9687796,0.7088587,0.89283425,1.0046524,0.6979737,0.80703145,0.53874934,0.7537659,1.2889789,1.1572332,1.2453748,1.1412214,0.5158961,0.5713741,0.99656254,0.8683721,1.0689391,0.6055921,1.0911808,0.53325355,0.88282627,0.9692462,1.2546117,0.90958285,1.2753571,1.0613618,1.2388906,0.88249546,1.1150731,0.90724444,1.1109111,1.0299559,1.031371,0.8401089,1.1681045,0.5583429,0.0,1.0288031,1.2362012,1.0136628,0.73369384,0.84055865,0.9459969,1.1890254,1.1947696,0.9162859,1.0170305,1.2266489,1.259886,1.2671466,0.8960866,1.1727431,1.0401462,0.94512266,0.91137624,1.0572698,0.98074865,1.0685434,0.7644421,1.2132488,0.7759696,1.0540602,0.8510257,1.1931316,0.8948445,1.0274266,0.99838877,1.039505,0.8570583,1.2284349,1.0814066,1.0355097,0.8204341,1.0679189,1.2602552,0.55218035,0.78717136,0.9051837,1.1172413,1.1730475,1.2406733,1.0803877,1.2524076,1.1604748,0.9973411,1.0207437
orange,1.0756702,1.0046439,0.2550884,0.9030729,1.0951942,0.46284026,0.8484528,0.73983634,1.0934869,1.0877961,1.0597044,1.2852405,0.7703928,1.2369817,1.3498406,1.0453597,1.3184307,1.1495819,0.8727488,0.90598726,1.1957917,0.6881883,0.97681755,0.8808241,1.0154816,0.7900422,0.80104077,0.7352741,1.1376122,1.1261181,0.4943298,1.1722164,1.2306955,1.2415396,0.85242,0.4905057,1.3286749,0.84536815,1.1095827,1.0451497,1.2324822,1.239787,0.7629775,0.5630075,1.0109302,0.9339901,1.1961093,0.7754045,0.9300622,0.8728988,1.2425802,0.7340381,1.1661173,1.2174829,0.7062584,1.2369854,1.0811427,0.6604651,1.1549143,0.56057775,1.1706846,0.51067495,1.1622615,1.0821292,1.2196418,0.919315,1.3191425,0.5138923,0.6768172,1.1805801,1.1950287,1.1375629,1.2555555,0.7384187,0.29412466,1.1331547,0.9776929,1.0288031,0.0,0.9889528,1.1539531,1.342561,1.2205889,1.295469,0.676532,0.64358103,1.1848431,1.1055394,0.80930305,1.0023016,0.77661765,0.79996765,1.2791187,1.1238036,0.39119595,1.3341496,1.0248263,1.157713,0.57501304,1.2140732,1.025652,1.2174108,1.3218826,1.2248204,0.8892982,1.245448,1.0781028,1.1503361,0.5959365,1.2149839,0.8386583,0.99541014,1.3088931,1.2209003,1.2339299,0.7976836,0.7818072,1.1243277,1.2445879,1.1657045,0.9859187,0.8151272,1.1446612,0.9037015,1.03461,0.4120118,1.194259
oven,1.0309185,1.060385,0.98140955,1.0781486,1.2729683,0.94788283,0.7945601,1.2071519,0.7565899,0.82916224,1.1526678,1.1673428,0.68361765,1.0976806,1.1899471,1.0321041,1.2325606,0.76370233,0.68971634,0.7358058,0.83164895,0.9314098,0.76236236,0.6275295,1.0262487,0.572708,0.7685679,1.127709,1.1235509,0.89266837,0.79963887,1.0124696,0.9114364,1.1162201,1.248299,0.791946,0.8993291,0.6722452,1.077817,1.1606876,0.8659799,0.75572515,0.988275,1.0940468,1.1459296,1.0064597,1.0542527,1.1321319,1.2050872,0.8619599,0.93598485,0.7644135,1.1456592,1.2530808,1.0613583,1.03853,1.2152532,0.95692676,1.2546747,0.984846,1.2374485,0.9568727,1.1541067,0.5938561,1.2360075,0.7363177,0.97172225,0.8194769,1.2407334,0.9119675,1.1380863,0.84412766,1.061804,0.9366108,0.9413522,0.8194432,1.1939154,1.2362012,0.9889528,0.0,1.1495907,1.3402388,1.1583854,1.0482662,0.7677598,0.76675487,1.1362517,1.0199028,0.8818197,0.88950104,0.8041514,1.1637225,0.8996924,0.743783,0.8644195,0.87487864,1.1542301,1.1564975,0.81558275,1.3306265,0.9086831,1.2639815,1.0670328,1.1564778,0.78633523,1.036214,1.0869423,1.0502789,0.86852217,1.1294137,0.81134796,1.1250384,1.0204598,1.1532353,1.1821519,0.8140286,1.1175332,1.2060759,1.1233462,0.93272066,1.0202156,0.8435122,1.0333345,0.91495025,0.759114,0.8724356,0.9838752
owl,0.6507242,1.1168294,1.2123868,1.2113953,1.0048072,1.0254624,1.1143477,0.9677354,1.1097116,0.89851594,0.5843119,0.9724678,1.1323977,0.90260947,0.8995628,0.64372194,0.98251987,1.0224679,1.2192997,1.170841,1.0430324,1.0196567,1.134587,1.1921443,0.66341984,1.2688034,1.198334,1.1159935,0.777546,1.2289774,1.0716693,0.9619582,1.0508708,1.0057214,1.0299963,1.2028878,1.0088602,1.2097967,0.85223824,0.89447105,0.9985484,1.0017867,0.9827218,1.0898823,0.65541124,1.0581717,0.9394354,1.1819149,0.83500445,0.99992394,1.0543796,1.1346385,0.6618333,1.0725904,1.0744197,0.902281,0.8582955,1.0747985,0.89544576,1.0251518,1.0311543,1.2000445,0.99518406,1.0684286,0.9723215,1.1342984,1.1163243,1.0318309,0.9998553,1.1049008,0.85346556,1.1234132,1.0157518,1.0974754,1.1932436,1.0820467,1.162947,1.0136628,1.1539531,1.1495907,0.0,0.96690315,1.0602869,0.8641834,1.186466,1.1610928,0.8196591,1.1529121,1.0199524,1.0760832,1.0839757,0.9210436,1.0768664,0.9739905,1.1944577,0.9868709,0.67815346,0.90391827,1.1384895,0.91101724,0.9979288,0.9599813,0.962237,1.0849651,1.1518884,1.0531888,0.9109276,0.8448616,1.1843076,1.0329792,1.1098444,0.98851544,1.0867854,0.968629,1.0086983,1.0886883,1.1915609,1.0109898,1.0229361,1.0014923,0.9257315,1.1848214,1.013403,1.0843233,1.165752,1.2390984,0.98776644
pajamas,1.1995484,0.75987536,1.4235332,1.0502007,0.5441679,1.3397418,1.310848,1.073468,1.4257836,0.8776192,0.92198956,0.57083595,1.233015,0.59508264,0.4532885,1.176404,0.3529154,1.207028,1.5203314,1.4284375,1.1269014,1.4465631,1.3184123,1.4628057,1.228985,1.4361753,1.3190532,0.8699812,0.8002919,1.0377765,1.4888506,0.7439246,1.1311138,0.5259297,0.69597054,1.5377213,0.8967233,1.5429118,0.95348096,0.9217269,0.81690466,0.81925505,1.1534057,1.1372094,0.9113238,1.0997304,0.8626398,0.90587014,0.618535,1.4667515,0.93426776,1.5261537,0.9030089,0.63255715,1.181555,0.89000344,0.7182337,1.1999435,0.58851326,1.4958192,0.5679866,1.2541862,0.82122564,1.3324422,0.46018577,1.4433101,0.82319427,1.552812,0.98457664,1.1313087,0.7769536,1.1592003,0.82544637,1.1205434,1.2969933,1.1802804,0.72761625,0.73369384,1.342561,1.3402388,0.96690315,0.0,0.45846546,0.69404095,1.5188086,1.4944167,0.8727875,0.73903686,1.3481958,1.2658253,1.4498324,0.8505536,1.0064249,1.1221837,1.3328966,0.62604004,0.9026887,0.85146976,1.280354,0.36412847,1.3316821,0.36515045,0.7756009,0.41454977,1.4269953,0.61451614,0.788826,0.96462584,1.2111382,0.46828604,1.49126,1.0996126,0.7808903,0.62874055,0.73098236,1.4970418,0.93543136,0.7580189,0.9251243,0.9740843,1.1665285,1.3417398,1.0080755,1.3206971,1.272306,1.3213093,0.81522363
