,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
face,0.8358175,0.9902985,1.1761326,1.0255274,0.7741473,1.1415534,1.2527409,1.2671896,1.2782737,0.8824183,0.86004144,1.2459803,1.1162479,0.6259041,1.0130097,0.9172601,1.0219256,1.020825,1.2847762,1.2633111,1.0713962,1.1554809,1.3139408,1.3073983,1.0226008,1.3544381,1.1866912,1.153688,0.7939032,1.0515339,1.0262125,0.9214246,0.9513664,1.058978,0.98883206,0.9819673,0.9584374,1.19572,1.2914429,0.8664589,1.2824328,0.90809244,0.7706655,0.80303717,1.1669616,1.1699853,0.74881124,1.1319928,0.7152136,1.1267544,1.0060744,0.0,0.8998604,1.0949235,1.1720188,1.0048889,1.3245271,0.910599,0.8280078,0.7937881,0.6993724,1.0984079,1.0127883,1.1908753,0.31573302,0.99586886,0.6587293,1.1977272,0.8721441,0.88164043,0.8543999,1.1351465,0.77380717,1.326299,0.97420484,1.3070045,1.0243198,1.1579204,0.96057683,1.0600291,0.8199891,0.9400283,0.90143436,0.99259126,1.1022488,1.2892654,0.95347553,1.0040095,1.2021621,0.94770575,0.8324218,0.7404393,0.78789496,0.8048105,0.833719,1.275244,1.2671423,1.020808,1.1422791,0.9800636,1.3802762,0.9597618,1.2212563,1.165375,1.0273123,1.1043204,1.1114717,0.91234976,1.2919904,0.9936708,1.0000285,1.2279432,1.0384666,1.1613528,0.9621357,1.1210834,0.567901,1.1131214,0.9311999,1.2530994,0.9103379,1.064163,0.7450511,1.2070894,0.88464737,1.1661649,1.2930045,0.99136454,1.3237481,0.82856107,1.0678941,0.98047346,0.52987933,0.7430117,1.2690363,0.9416359,1.2064086,0.9912898,1.3410833,1.1083009,0.897847,1.0205133,1.1490268,1.3147469,1.0551416,0.94215906
finger,1.2222017,0.61032903,0.7058115,0.65149075,0.8656391,0.8972676,0.95179045,0.9451405,1.1020762,1.2440429,1.3031605,0.9365102,1.291703,1.024797,1.1869318,1.2377713,1.2638495,1.2162528,0.99924636,1.158996,1.2186277,0.7458542,1.1433842,1.1247493,1.22609,1.0235304,1.179592,0.5477143,1.1798232,1.180873,1.246949,1.3425462,0.9437596,0.88985187,1.1176393,1.101124,1.2652681,0.8900652,0.79765195,1.3882425,1.04242,1.2506721,1.1847391,0.94190645,1.2479974,1.2130756,0.9548675,1.1206044,0.5623236,0.77005017,0.98392594,0.8998604,0.0,1.068155,1.0263827,0.5180607,0.7524104,1.1364608,1.1354629,1.1961105,0.5798054,0.6551168,1.1153613,0.66892254,0.83885527,1.0901887,0.39159405,0.7741985,1.0641373,1.1841168,1.0842668,1.1258135,1.0075788,0.9144453,1.2502635,0.9792925,0.7092907,0.97077805,1.0609946,1.1289752,0.88532585,1.170088,0.61715704,0.7755713,0.6611882,1.0661888,0.36590004,0.7128577,0.9481324,1.3008891,1.12303,0.9712665,0.9517627,1.2012352,1.0251096,0.863765,0.8251958,1.1875688,0.93373513,1.0809865,0.8282792,1.1742699,1.1760626,1.1497984,1.0395838,0.86122656,0.847793,1.1186702,1.1683072,0.90538126,1.3438594,1.0212681,0.93085325,1.0320135,1.2287738,0.9092703,0.98511416,0.86366975,0.67147785,0.98177046,1.2195327,1.2580926,1.3054662,0.6293847,1.2498157,0.75525904,0.63615155,0.9795264,0.79879934,1.1522672,0.8377575,1.2134033,1.0734303,1.2748363,0.93345845,0.11559403,0.82848775,1.0527956,1.1165384,1.1295328,1.2648568,1.1927167,1.1448591,1.1556894,0.5231874,1.2262015
fish,0.45503455,0.96073925,0.9741517,1.0905178,1.1002076,0.88028026,1.0112028,0.8339702,1.1954365,1.1402954,1.0996157,1.0582156,1.2037243,0.8569312,0.43224752,0.85390115,1.0220555,0.8629091,1.1911286,1.1837866,1.1038142,1.0268248,1.1542437,1.1658759,0.39008617,1.3601489,0.97037053,0.97712743,0.9739747,1.22417,1.064858,1.2208755,1.3274336,1.0452365,1.0704405,1.0732384,1.1785544,1.0756757,1.0020643,1.1687593,1.2816079,1.0458071,0.6869988,0.7309825,1.2710841,1.2212925,1.1395934,0.7855237,1.1190832,1.0868102,0.7443255,1.0949235,1.068155,0.0,0.85832095,0.8983057,0.9386743,0.35737562,0.9816226,0.9770191,1.1272135,0.62051946,1.1272866,0.64219266,1.1046596,0.8314143,1.0364251,1.1288861,1.0958307,1.0899591,1.2307017,1.0755501,0.9788471,1.0930268,1.1850739,1.229409,1.3320243,0.88992083,0.7893039,1.136647,0.6680411,0.7959771,1.1113335,0.76750827,1.1279436,0.99422586,1.1976175,1.2175186,0.98676044,1.2750704,0.6896233,0.9958048,1.1635902,0.8610846,0.8090284,1.0672343,1.0634726,0.5831662,0.98382753,0.80151117,1.0986547,0.6767101,1.1196707,1.0611727,0.7488739,1.1344813,0.8988687,1.0891091,1.2285193,1.0539124,1.1847711,0.9916869,0.74184406,0.917381,1.057757,0.7161269,1.1687922,0.8916998,1.0318645,1.1302919,1.2798471,1.145493,0.94945246,1.0195963,1.0350051,1.0090617,0.9133785,0.8761953,0.9676978,1.0031993,0.9553022,0.95188266,1.1735117,1.0443916,0.9700457,1.1480902,0.8753898,0.8723186,0.9830343,0.7691476,1.0200486,0.91380847,1.1348033,1.3179848,1.1690216,1.2320992
flower,1.060196,1.1495321,0.64749163,0.8864299,1.3538861,0.8237573,0.77453357,0.6942923,0.9669929,1.3244727,1.2817478,0.84026664,1.2830215,1.2955058,0.9679271,1.2683506,0.907556,0.9962483,0.6563752,0.8122911,1.215043,0.796955,0.99455076,0.7827474,0.74075407,0.9026966,0.78330684,0.75155735,1.2218739,1.223497,0.99163204,1.2073215,1.1464319,1.1166161,1.1406991,1.1555496,1.1799555,1.0309948,0.71110106,1.2797359,0.7359464,1.1072611,1.1233194,1.0288848,1.0627105,1.1257647,1.2084602,0.91827995,1.1949522,0.8879721,1.0952736,1.1720188,1.0263827,0.85832095,0.0,1.2095741,0.7884721,0.8010846,1.1247637,1.145756,0.996996,1.0052588,1.1038556,0.81012887,1.1533914,0.8887369,1.2067975,0.85135686,1.1428946,1.2402788,1.2514236,0.9321536,1.3586779,0.805445,1.1289505,0.7924376,1.0575924,0.9900653,0.960844,0.9650959,1.1555887,0.98812896,1.1094315,1.0120374,0.76767015,1.0112628,1.020286,0.928714,0.80440736,1.2589515,0.9183281,1.340487,1.3724699,1.1850631,1.0857064,0.7284519,0.7687498,0.91445607,0.75909567,0.97922325,0.8767734,0.96830606,0.31670976,0.8599856,0.88980144,0.94114876,0.8071489,1.2773664,0.8394809,1.0052414,1.0744119,0.796832,0.7524879,0.9151795,1.0286905,0.88659483,1.3188856,1.0802345,1.2915449,0.98781353,1.1789266,1.1666622,1.1864805,0.8226719,1.1593239,0.75990725,1.1074948,0.829913,0.74599296,1.0881652,0.6176196,1.0825145,1.2720637,1.2342908,0.7989411,0.95095646,0.87986267,1.1294012,1.0112042,0.7636896,1.1436263,0.8403994,0.84878385,0.8476262,0.89656234,1.0229747
foot,0.95508105,0.83724654,1.0579937,0.8571082,0.82776076,0.987815,1.064888,1.0857117,0.9650857,1.0967653,0.99698234,1.0861965,0.9905584,0.8565198,1.0508885,0.8665371,1.127948,1.1664398,1.0858412,1.2158606,1.1452178,0.89739835,1.1254258,1.1315575,1.1112314,1.0415293,1.0947437,0.8934527,1.0013287,0.9958987,1.245951,1.1774831,0.91846645,1.055739,1.1028547,1.1237646,1.0070466,0.8924008,1.0522597,1.1592115,1.1205913,1.2288384,0.9523608,0.82082474,1.2095873,1.0570451,0.8797557,1.1541352,0.71947587,0.98653805,0.9639972,1.0048889,0.5180607,0.8983057,1.2095741,0.0,0.89050853,1.0743387,1.1646708,1.0738001,0.86124635,0.40227854,1.0397602,0.7881661,0.8524765,1.0631018,0.61791575,0.80279946,1.0833218,1.0484519,0.8265725,1.0774919,0.751272,1.1326487,1.097165,1.0858579,0.8593609,0.9534981,1.0142964,1.0849751,0.65295446,1.0000665,0.8817562,0.8846127,0.95907325,0.7470265,0.71205527,0.91603804,1.1108308,1.1687881,1.0858041,0.7245566,0.75085676,1.1085259,1.0477781,1.0828897,1.0801221,1.1096826,1.1519614,1.1152234,0.8306306,1.0962228,1.21445,1.2795446,0.9844139,0.9664172,0.8985968,0.91051084,1.0985647,1.034024,1.246036,0.9227867,0.95744514,1.0912713,0.9394816,1.0230001,0.91710544,0.44229543,0.6920477,0.9587947,1.2404429,1.196802,1.0726084,0.7673872,1.1683398,1.0344896,0.55226994,1.0436214,0.94335914,1.1396747,1.0712078,1.0262215,0.97819644,1.165941,1.0733432,0.5070174,0.9990529,1.0354619,0.7125356,1.1022438,1.2332624,1.191764,1.0842404,1.1500626,0.83830106,1.1674086
fork,1.4233582,0.93939394,0.67959785,0.9264316,1.341087,0.872998,0.65877116,0.5906224,0.6973655,1.4092402,1.493237,0.45508265,1.1880919,1.4985609,1.1920764,1.3979273,0.94358593,1.1257788,0.52291536,0.77576905,1.2509699,0.4764806,0.7305381,0.76945615,1.0612708,0.5913069,0.6582741,0.41621733,1.2636938,1.2941749,1.0097027,1.4101444,1.1234238,0.9268722,0.8911018,1.1677608,1.3686129,0.7599609,0.2661134,1.5097294,0.67605567,1.3474069,1.3750479,1.4329656,1.0872492,1.0078958,1.398101,0.88744783,1.0247377,0.75371015,1.1156403,1.3245271,0.7524104,0.9386743,0.7884721,0.89050853,0.0,1.1744924,1.316211,1.4194635,0.6485482,1.0173002,1.0326387,0.73486096,1.2903068,0.98618287,1.208513,0.53341335,1.1825935,1.320556,1.3486774,1.1564788,1.4507508,0.34065163,1.3247466,0.36656594,0.67121303,0.85320854,1.2823827,1.2029731,1.4375705,1.1078616,0.81581545,0.85220057,0.48302627,0.76433325,0.49208617,0.72035897,0.68608534,1.2433524,1.1693995,1.4216816,1.4159882,1.3940414,1.1448383,0.28480208,0.27240467,1.0410001,0.6830859,0.99955654,0.48003143,1.1723955,0.86959416,0.8229302,0.97492725,0.58583176,0.78403175,1.2796156,0.8496285,0.92157227,1.3618114,0.89937496,0.8885215,0.96400875,1.1786275,0.6890205,1.4331706,0.9416651,1.0250843,0.630814,1.2076668,1.1334767,1.457027,0.3782555,1.152327,0.5154495,0.74232835,1.2249551,0.33906227,1.2838814,0.9329131,1.2630069,1.4259067,1.5303676,0.57280755,0.5913099,0.69705456,1.049203,0.7474328,1.0412095,1.4198341,1.2117679,0.94039065,0.6141135,0.4432726,1.1325045
frog,0.28113502,1.1727947,0.97776884,1.0297877,1.1797196,0.8434071,1.0027101,0.95421225,1.2429136,1.1694325,1.1042826,1.2939377,1.2833486,0.742496,0.58061177,0.9274115,1.025333,0.7452838,1.250201,1.2945015,1.0068098,1.060173,1.2768039,1.1557608,0.41461992,1.4631011,1.213393,1.1023754,1.0712891,1.2624695,0.9201189,1.2202301,1.3116239,1.1069275,1.0617931,1.0040559,1.1810875,1.0843147,1.1941003,1.1653473,1.2576785,0.9752591,0.49224615,0.5034733,1.2025458,1.2366831,1.1399074,0.7120492,1.1440148,1.1028756,0.9664318,0.910599,1.1364608,0.35737562,0.8010846,1.0743387,1.1744924,0.0,0.72906005,1.0477705,1.1188676,0.683253,1.1892525,0.72766185,1.0473588,0.8775458,1.0238817,1.2367507,1.0553683,1.1397114,1.2794204,1.1069978,1.0853586,1.2795688,1.1448693,1.4112806,1.3668084,0.94104046,0.59462106,0.997929,0.53298587,0.8764101,1.1405226,0.8349028,1.2406149,1.1011602,1.2859602,1.2620972,1.0130224,1.2483565,0.4448802,0.99986595,1.207119,0.7617308,0.541173,1.2557031,1.2339947,0.41088766,1.0909036,0.6012497,1.3040876,0.771793,1.0095778,1.1830752,0.75449485,1.203672,0.85079336,1.055731,1.1386067,1.0488569,1.0659142,1.0490024,0.656649,0.95087284,1.0342251,0.6223188,1.1143489,1.0084893,1.223665,1.0950252,1.1907856,1.2652415,0.9107763,1.210346,1.1353322,1.1548438,1.1002164,0.8461275,1.0985824,0.87090427,0.846151,0.8263764,1.0727458,0.89941216,0.94816685,1.2386329,1.0147167,0.98682964,1.0992944,0.41060793,0.9121047,1.033698,1.1629529,1.3386247,1.2191252,1.2346354
giraffe,0.5472959,1.1031417,1.260056,1.1358021,0.8273878,1.1917608,1.2692139,1.1712172,1.1664063,0.8105711,0.8431932,1.2416489,1.0043554,0.6427438,0.8320799,0.85231185,0.9927179,0.53412485,1.2412677,1.27689,0.7898786,1.3078315,1.183543,1.1837041,0.8316045,1.3500807,1.2561471,1.2725288,0.95397437,1.025606,0.99431217,0.897094,1.0855877,1.16551,0.8351906,0.9828093,0.9697038,0.89190704,1.2754272,0.81567085,1.2595927,0.9914186,0.72878444,0.8484204,0.9749795,0.99049467,0.85895026,0.94300544,0.96744186,1.1879629,1.1265326,0.8280078,1.1354629,0.9816226,1.1247637,1.1646708,1.316211,0.72906005,0.0,0.9598922,1.1363175,1.1836715,0.9136775,1.2343677,0.8981725,1.0297292,0.91418034,1.3500764,0.7908459,0.8678973,1.0025014,1.0877564,0.8930857,1.2268436,0.91564465,1.3096113,1.209702,1.1765172,1.0318475,0.91376245,0.88672405,1.0232905,1.121501,1.1532195,1.2668992,1.1370739,1.2176673,1.1761497,1.1534963,0.923928,0.9005068,0.8268671,0.95452315,0.38129938,0.9524544,1.2572109,1.2573406,0.73386747,1.1597006,0.77193797,1.3586131,0.8296745,1.1161741,1.1907847,0.77982265,1.2621305,1.3092941,0.9702802,1.1596273,1.0344056,0.85913455,1.1077051,0.99311644,1.1215236,0.9528427,1.0061891,0.80711126,1.170232,1.0858378,1.1548365,0.8816553,1.0447716,0.69306535,1.3299375,0.80604255,1.2103224,1.2099264,1.1326156,1.3358271,0.8671539,1.0034162,0.8554161,0.80823934,0.56882113,1.3064468,1.2214683,1.1883185,0.95981264,1.1629788,0.95145667,0.84952223,0.9977341,1.1414219,1.2121855,1.1660981,0.974009
glass,0.82485455,1.1280406,1.3066267,1.1101121,0.69666505,1.070631,1.2139342,1.3955727,1.2411346,0.5313465,0.7197226,1.439848,0.9366848,0.72615504,0.90888846,0.8575926,1.0100772,0.9198727,1.3542798,0.8493065,0.9051861,1.4770236,1.2004496,1.1676371,1.0371361,1.3412045,1.0673311,1.4750335,0.7121213,0.83701193,0.9247206,0.73365974,1.0722271,0.9782513,0.81007504,0.79812956,0.8463676,1.2452419,1.5566138,0.64478743,1.1573051,0.41623974,0.85300934,0.74345845,1.0159477,1.0556167,0.7967316,1.2066545,1.1149287,1.0781705,0.81637543,0.7937881,1.1961105,0.9770191,1.145756,1.0738001,1.4194635,1.0477705,0.9598922,0.0,1.2796991,1.0161715,0.9105915,1.0145166,0.7905503,0.9829779,0.72033525,1.4179511,0.93632764,0.6740798,0.8246025,0.9873356,0.6956594,1.3858054,0.728359,1.3363559,1.2954409,1.2105043,0.82117414,0.87632495,0.7031846,0.6654016,1.2723966,1.199064,1.38625,1.2266275,1.4275075,1.263375,1.2065632,0.6840742,1.0178167,0.7276572,0.7475176,0.6731751,0.9658905,1.5066156,1.5351005,1.1695178,1.3282666,1.1017494,1.5782123,0.77145964,1.0739877,0.84726465,1.0462974,1.3034612,1.2185929,0.94674814,1.106033,0.9138114,0.654753,0.9452917,1.0858659,0.95711344,0.9117373,1.1946037,0.73116827,1.05823,1.1441184,1.2302536,0.82468903,0.5597306,0.6254052,1.5281918,0.7564646,1.3880308,1.2900138,0.6814372,1.1632481,0.46331257,1.24527,0.9263169,0.7441822,0.5445304,1.256254,1.3582737,1.109381,0.5970018,1.2985424,1.1271212,0.53163844,0.8212858,1.067632,1.2790372,1.4360772,0.87306464
glasses,1.3070327,0.7966976,0.6746603,0.75321376,1.2308873,0.9102705,0.7975764,0.85884994,1.0096861,1.356182,1.3417099,0.64385176,1.3428556,1.1465137,1.1838243,1.3306518,1.0372121,1.2747976,0.7019923,1.0487605,1.3130566,0.5583738,1.0834417,1.0076369,1.1891298,0.85358214,0.8678042,0.45995915,1.1064667,1.2772846,1.12276,1.2800097,0.9654894,0.9387685,1.1414131,1.1568884,1.2795818,1.0209323,0.5583441,1.3633952,0.87427306,1.3314338,1.1826704,1.1823176,1.243495,1.2437865,1.0878518,1.0448357,0.6021935,0.81743526,0.919531,0.6993724,0.5798054,1.1272135,0.996996,0.86124635,0.6485482,1.1188676,1.1363175,1.2796991,0.0,1.0658638,1.1052841,0.9038562,0.6784022,1.0447961,0.9441951,0.49259365,1.016436,1.1887252,1.1094179,1.1741912,1.1425964,0.7916595,1.2611911,0.7524154,0.759964,1.0579615,1.198242,1.2232243,1.2587081,1.0463904,0.40824908,0.83395267,0.38601255,1.1889671,0.34886765,0.64042157,0.90467435,1.2518545,1.0612688,1.1861613,1.109691,1.2922946,0.9896165,0.59853524,0.59294975,1.1385517,0.7559047,1.0765426,0.796226,1.1691319,1.1502681,1.0630296,1.0924176,0.66914725,0.7981374,1.1429894,1.0832815,1.0417911,1.3805981,1.2105321,0.91322345,1.2044371,1.2842486,0.84409523,1.0468111,1.0461615,0.74491215,0.9841731,1.1926059,1.2756026,1.2270322,0.45016932,1.1332378,0.6022805,0.91767436,1.1410744,0.808622,1.214539,0.92362475,1.2118789,1.1043321,1.3545206,0.7833005,0.41751552,0.7917997,1.2007138,1.2013316,1.1192071,1.3918185,1.1815556,1.0952499,1.0218514,0.33957404,1.1093402
glove,0.6649822,0.8644999,1.0342767,0.82897186,0.89546263,0.8516304,1.0646057,1.05762,1.1512601,1.1562147,0.9584871,1.2323549,1.1187284,0.70749664,0.78754544,0.6845378,1.1485775,1.095785,1.2343228,1.2448039,1.1003857,0.97737885,1.2134328,1.1698285,0.83738714,1.2048297,1.2351248,1.010534,1.0277247,1.0653832,1.197756,1.2656622,1.0227326,1.1193609,1.1072656,1.0697852,0.9783068,1.0363466,1.1959894,1.165737,1.2052591,1.0741985,0.69363666,0.49945718,1.3305085,1.185879,0.92837256,1.0612782,0.86642647,1.0397708,0.9675597,1.0984079,0.6551168,0.62051946,1.0052588,0.40227854,1.0173002,0.683253,1.1836715,1.0161715,1.0658638,0.0,1.1863344,0.57368016,1.0413947,0.8888037,0.5939798,0.9704439,1.1462426,1.0522767,0.897084,1.0516856,0.7923348,1.2364184,1.1344664,1.3101559,1.0781817,0.881489,0.72723216,1.0568261,0.3035481,1.0051008,1.0293523,0.84520864,1.1428353,0.66137326,0.9820212,1.1509389,1.1432441,1.2396339,0.8837684,0.66118765,0.8793708,1.0588784,0.92861587,1.253138,1.2432971,0.9194222,1.1882546,0.9806813,0.8691381,0.9946741,1.1046168,1.243433,0.95864874,1.0954239,0.866673,0.83318985,1.1136622,1.0217055,1.2479522,0.8345825,0.90045476,1.0634997,0.8943511,0.92157096,0.9964508,0.58100176,0.7778792,1.0108247,1.2787254,1.247366,1.102207,0.981659,1.2381332,1.1794813,0.46059227,0.8701128,0.9332099,0.9914554,1.022912,0.9474805,1.036988,1.1006525,1.0345343,0.77011585,0.87394595,0.88029397,0.6282153,0.78649557,1.0704488,1.1130819,1.1324308,1.2708497,1.0565053,1.2853618
grass,1.0492275,1.0358218,1.1935633,1.1306531,0.916393,1.1251154,1.1491394,1.1472076,1.0130165,0.6946127,0.88990474,0.9978719,0.9148952,0.93799424,1.1279949,0.87992865,0.8422295,1.1125194,1.1178526,1.1129773,1.113043,1.2091739,0.9856108,1.1872046,1.1402286,1.1089095,0.9362782,1.1764641,0.63852406,1.0927361,1.0344285,0.874345,0.9414957,1.0681459,0.8819009,0.91433424,0.9763624,0.92912894,1.0723608,0.9128289,1.1366991,1.1178861,1.0231438,1.1993841,0.83696043,0.9636321,0.98052686,1.0808032,0.9127396,1.0724397,1.07511,1.0127883,1.1153613,1.1272866,1.1038556,1.0397602,1.0326387,1.1892525,0.9136775,0.9105915,1.1052841,1.1863344,0.0,1.2006257,1.0120285,0.69563544,1.0769318,1.1252875,0.8455547,0.8342773,0.88666075,1.187945,0.9594874,1.0715147,1.0740893,0.94504493,1.0011009,1.1034387,1.0187035,1.0288314,1.1003795,1.0469486,1.0959002,1.1327631,1.0483289,0.9533398,1.0351142,1.0337505,1.141964,0.9153919,1.0282096,0.9331711,0.9704759,0.94524527,1.0995432,1.0302134,1.037431,1.09236,1.0542731,1.0567352,1.0754656,0.9691205,0.99610776,1.1401342,1.0113198,1.0432271,1.1652093,0.984543,1.0958819,1.0836987,0.9418672,0.8317332,1.199285,1.1587064,0.76487625,1.078274,0.9343518,0.9857988,1.0690837,1.1724604,0.6974209,0.8342508,0.8889429,1.0499438,0.40019143,1.0459744,1.0868247,1.1180375,1.1924465,1.0588984,1.1612008,1.1525147,0.9852831,0.8538753,1.1640782,1.1130011,1.0103644,0.9331577,0.93625146,1.2710863,1.0833431,0.9788439,0.9594052,1.0380557,0.99560356,0.79800713
gum,1.065133,0.82530534,0.53201663,0.81757116,1.3137593,0.439941,0.61640525,0.78130424,1.0903631,1.3956275,1.4324279,1.0369912,1.409683,1.1596574,0.9327981,1.2673488,1.1174463,0.8834869,0.8380929,0.9180186,1.1040691,0.7798655,1.1978885,0.820143,0.83941996,1.1249831,1.0074877,0.67127633,1.3795363,1.4257437,0.93599874,1.5012274,1.314901,0.8200169,1.0273919,0.9226676,1.4209805,0.8820253,0.77838695,1.4840969,0.8387766,1.0322099,1.1948674,0.8722893,1.2995974,1.2336334,1.3209893,0.94891936,1.0523822,0.54491854,0.75076413,1.1908753,0.66892254,0.64219266,0.81012887,0.7881661,0.73486096,0.72766185,1.2343677,1.0145166,0.9038562,0.57368016,1.2006257,0.0,1.2256927,0.90425235,0.87887335,0.84205633,1.358041,1.37925,1.4696946,1.020369,1.3040011,0.9524501,1.3822179,0.9225797,1.0936764,0.924824,0.7548286,0.9067066,0.7958611,0.918017,0.92594373,0.8535928,0.71094793,0.8750182,0.8829487,0.9295814,0.6452016,1.4743719,0.8422318,1.237422,1.4249028,1.0806695,0.8799256,0.891333,0.8769237,0.96694446,0.9101704,0.964567,1.0017767,0.9592605,1.0380307,0.9763875,1.0822321,0.8176235,0.7527471,1.1957856,0.9030069,0.88488805,1.2318726,0.7568126,0.9509429,0.8144276,1.1539363,0.6890277,1.3918815,0.86666226,1.119982,1.0531651,1.4201561,1.3061087,1.260386,0.74189544,1.2919816,0.67723244,0.6766962,0.8023013,0.7429998,0.90840334,0.826063,1.1826696,1.393863,1.2364637,0.48565584,0.68704647,0.44768882,0.863322,0.9578258,0.53252244,1.160226,1.2250777,1.0405855,1.1959717,0.86001396,1.3929543
hair,0.9226339,0.86318535,1.2174593,0.93091464,0.75853646,1.1946166,1.2295685,1.2948804,1.1324588,0.9234032,0.8327937,1.1963204,1.0229365,0.68136,1.0058885,0.9406745,1.1000328,1.1146941,1.252032,1.316453,1.1123216,1.1326799,1.1885632,1.2782726,1.1209426,1.2438977,1.1072825,1.118432,0.7494613,0.9002993,1.1554277,0.8583132,0.8874963,1.1349311,1.020163,1.0007885,0.86050713,1.1406823,1.2921671,0.8667598,1.3030062,1.0553991,0.8445705,0.7943976,1.1048049,1.1355743,0.625135,1.1951537,0.70821667,1.1209239,0.9163953,0.31573302,0.83885527,1.1046596,1.1533914,0.8524765,1.2903068,1.0473588,0.8981725,0.7905503,0.6784022,1.0413947,1.0120285,1.2256927,0.0,1.1413413,0.6687721,1.014811,0.8229691,0.8395813,0.66459346,1.0340856,0.6787536,1.3180666,0.8918865,1.2412951,1.0584953,1.1837994,0.9897877,1.0262308,0.85739005,0.85240525,0.93159795,1.0524001,1.0911156,1.3156304,0.8841117,0.8985,1.2476565,0.9329177,1.0589981,0.7438736,0.6606796,0.9066231,0.974741,1.2814413,1.2788227,1.1192418,1.162111,1.0519559,1.2607841,0.9876108,1.1797117,1.2552986,0.9380399,1.1215405,1.0236852,0.9542328,1.3044202,1.0692905,0.99772465,1.2047657,0.94590497,1.25982,1.0388392,1.1974522,0.5359181,1.0468113,0.7301234,1.2047052,1.0103503,1.0955803,0.78588873,1.1639183,0.9528417,1.2234772,1.1655364,0.9653318,1.2893354,0.95962447,1.0737658,0.94090354,0.57996213,0.8848728,1.3992192,0.8851256,1.1961392,0.99783796,1.3084104,1.2559853,1.0018891,0.87848914,1.0881008,1.2502553,0.92882216,0.8226827
hamburger,0.8843164,1.0502126,0.91902333,0.9262424,1.0458951,0.91267884,1.0149804,0.9359789,1.2328157,0.8817218,1.0104393,1.0692179,1.224874,0.8306862,1.0600202,0.75336826,0.84459877,1.0867363,1.1149933,1.068577,1.220516,0.9972582,1.2070123,1.2050532,0.843742,1.2986032,1.1043699,0.9391973,0.90349543,1.2689509,1.0380783,1.1328772,1.18724,1.0871267,0.9978252,0.9319379,1.1644539,1.1512862,1.0224539,1.0733192,1.1949977,0.97238535,0.9135262,1.0298545,1.2442,1.2484996,1.0234874,1.0452785,0.94375235,0.9471287,1.0440004,0.99586886,1.0901887,0.8314143,0.8887369,1.0631018,0.98618287,0.8775458,1.0297292,0.9829779,1.0447961,0.8888037,0.69563544,0.90425235,1.1413413,0.0,1.0771376,1.0729468,1.0456916,0.9461234,1.0907245,1.3042482,0.9772871,1.1216033,1.2030847,1.0716305,1.1105964,0.9711888,0.66744536,1.1784337,0.82662576,1.0717629,1.0721262,0.89625555,0.99254245,0.79919374,1.0914471,1.1305311,0.91374147,1.0191917,0.8467053,0.9039473,1.1036764,0.94355625,0.9055749,1.0541227,1.060494,1.033758,0.9654442,0.9949331,1.1688623,0.81926656,0.9867459,0.9613953,1.1211994,0.97597533,0.9685522,1.0183389,1.1738987,0.98863816,1.2319627,0.9461812,1.1794233,1.0607107,0.599149,0.94062614,0.9708646,1.005484,1.0654745,1.0485159,0.99750954,0.9497141,0.84184086,1.0125246,0.79392624,0.9793018,1.0115845,0.9467928,1.0769442,0.8798827,1.0054537,1.1145833,0.99457866,0.85661805,0.9279122,1.1169832,0.89512193,0.97161263,0.82955307,0.98027825,0.97316366,1.1020155,1.131746,1.2409503,1.0800586,1.1712043
