,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bear,0.8502319,1.1508753,1.2500919,1.0919071,0.73965156,1.2044032,1.2776601,1.0721157,0.966728,0.94170886,0.0,0.8896158,1.1997849,1.007434,0.69305044,0.9806654,0.64201665,0.9202002,1.0379128,1.2797966,1.2675221,1.070059,1.0913558,1.276265,1.3065201,1.1444782,1.2887834,1.1563009,1.0545844,0.8096218,1.0913675,0.7695481,1.0975746,1.0399718,0.6345986,1.0885862,0.88169193,1.129812,1.0056831,1.0156697,1.2447747,0.9555962,1.3016369,0.9084165,1.0185069,0.79749477,0.99537426,1.2159688,1.1738155,0.822086,1.0008942,1.0925236,0.67223436,0.93366295,1.0166588,1.1898932,1.133274,1.2105654,1.1158389,0.92010313,1.0850152,0.8127638,1.2413607,0.9345714,0.9531927,0.86972785,1.2238073,0.92698056,0.94457763,0.6681347,1.0898981,0.7799902,1.2704858,0.95113933,1.2226956,0.7905277,0.6972425,1.0768555,1.0851107,0.78271675,1.0876594,0.97467417,1.004861,1.2030078,0.9504403,0.9195455,1.0205405,1.2569087,1.0005744,0.76606524,0.581889,0.8981889,0.91792196,0.9605818,1.295619,1.2234187,1.1890435,1.0943166,1.1537952,0.8936468,1.1789001,1.2623338,1.1133144,0.9934744,0.793141,0.9677582,1.2296518,1.2066016,1.1993164,1.0361876,1.0758526,0.5703904,1.0765425,0.6934174,0.98490256,1.261964,0.9867662,1.277962,0.89578056,1.1909581,0.98593694,1.2465639,0.87479305,1.1561446,1.3002139,1.0565345,0.86906815,1.2021053,1.1481024,0.6361312,0.82667184,1.1665729,1.1056845,1.1271857,1.0386928,0.8995403,1.2190099,0.9429041,0.8644035,1.3123307,1.0571587,1.081951
bed,0.68128127,1.4234518,1.4847524,1.3127911,0.5535624,1.2388736,1.4848061,1.3240362,0.9121505,0.4657868,0.8896158,0.0,1.2651503,0.2771001,0.73219854,0.90587586,0.3284403,0.8192947,0.8431707,1.4048343,1.2871833,0.53018534,1.4206791,1.1645671,1.107661,1.2855012,1.2746975,0.75469494,1.4412341,0.666045,0.3962925,0.8586242,1.2005258,0.4276111,0.6737416,1.3474357,0.8506826,1.2384081,0.13660777,1.1903605,1.5186718,0.30556262,1.4195328,0.923011,0.9518406,0.5359458,0.8415222,0.7666811,0.6528413,0.8025043,1.0610342,1.5326173,0.6588724,0.85690373,1.4308196,1.1713903,1.25056,1.3265688,1.1735305,0.66405153,1.4559963,1.0385952,1.4028103,0.83866954,0.9853354,1.0735865,1.4490081,0.87170476,0.72890854,0.74987364,0.9138842,0.56480974,1.2006677,0.4337346,1.3081262,1.2152736,0.904845,1.0065428,0.8442676,0.93420136,0.87147504,1.2778794,1.3392926,1.4917,1.1474584,1.464203,1.3559937,1.4655387,0.4287325,0.64643943,0.5872996,0.55898416,0.64861196,1.0101466,1.4942411,1.4472222,1.2038915,1.4650832,1.2956066,0.85473025,1.002454,1.2736496,1.1453223,1.1631677,0.81951654,0.56997705,0.9605492,1.2995311,0.6545509,1.1920934,1.0955693,0.85121644,0.8690121,0.6179489,0.8525524,1.4491646,0.71068645,0.94961643,0.49241686,1.5265207,1.0222821,1.489665,0.82350314,1.3215296,1.447243,1.3424859,0.9383383,1.3893754,1.2395881,0.58997226,0.42987716,1.3230271,1.4955504,1.5143089,0.99539167,0.96497244,1.2225778,0.60158026,0.8631872,1.1618342,1.5088136,0.6892928
belt,1.2942147,0.68606967,0.80797887,0.82408845,1.3429147,1.0305668,0.55924225,0.79231787,1.0511287,1.1038874,1.1997849,1.2651503,0.0,1.1213518,1.3755797,1.0363251,1.2698455,1.0656756,1.1283901,0.36654145,0.6499989,1.2194431,0.9930406,0.585124,0.9167342,0.90304494,0.3739341,0.7780454,0.8080551,0.9235256,1.2188861,1.3040956,0.88714415,1.1345265,1.1693474,0.96978045,1.1992873,1.1491703,1.1500748,1.2456285,0.24321365,1.2374961,0.46093225,1.1239089,1.3807318,1.2901382,1.4000448,0.7930893,0.86468923,1.1897877,1.0787952,0.8698448,1.1681267,1.1860206,0.8824695,0.631601,0.78188926,0.70703286,1.0427424,1.385993,0.4285429,1.2765388,1.0391107,1.1852801,1.3850702,1.3327241,0.45418388,0.91465926,1.2328012,1.201552,1.2432208,1.2466463,0.77373385,1.328735,0.49468935,0.7527119,1.0959436,1.247761,1.2383281,1.3388963,1.26544,0.98883826,1.1683753,0.3477559,0.9501363,0.81728053,0.7477851,0.75726366,1.1724203,1.1540446,1.3459774,1.1892767,1.2881082,1.2364117,0.3748194,0.31553006,0.84408706,0.716278,0.31692374,1.3635173,0.9430046,0.86491114,0.94457597,1.0522043,1.3631941,1.3494756,0.8471748,0.89259785,1.140664,1.1203187,1.2013657,1.1621368,1.1323242,1.2967463,1.1311824,0.45509183,1.0446242,0.5304737,1.1923816,0.44267517,0.8769737,0.4384688,1.2444801,0.8772562,0.6088562,0.96768636,1.2828321,0.9483627,0.8930476,1.3357947,1.3453667,0.75953305,0.7214914,0.4533168,1.1908326,0.97635233,0.9817148,1.4683874,0.9594715,0.65634567,0.5878637,0.91343135
bench,0.8912295,1.1862491,1.3990548,1.1798133,0.68588537,1.2336023,1.3617425,1.2660109,0.6525182,0.5330601,1.007434,0.2771001,1.1213518,0.0,0.9655829,1.060255,0.53507006,0.7713541,0.7667397,1.3040171,1.1054895,0.27044702,1.3097272,0.9510977,0.9916614,1.2165506,1.0819238,0.7407992,1.3196931,0.88412005,0.45609134,0.9276843,1.166016,0.6493847,0.8974162,1.2543918,0.7329016,1.1070749,0.290604,1.12099,1.303957,0.3966763,1.2651653,0.9786714,0.99970955,0.8785591,1.0172687,0.672625,0.22521347,0.90862167,1.1461444,1.4076856,0.78669715,1.0724413,1.3383597,1.1449672,1.2110109,1.0683212,1.2576628,0.91324383,1.3447609,0.9964633,1.3310903,1.0445478,1.0367668,1.0989873,1.3526112,1.0942141,0.70050037,0.9159091,0.9790048,0.7829013,0.8837164,0.56599385,1.0915365,1.1152728,1.0217563,1.0313516,0.8649416,0.93331,0.92150354,1.21771,1.3127028,1.3847818,0.94049746,1.2984037,1.2909546,1.3484517,0.46203828,0.7874025,0.8702508,0.75130254,0.63537526,1.047314,1.2120125,1.2078288,1.12049,1.3951459,1.133953,0.9980443,1.0226309,1.0849904,1.1561502,1.2119236,0.93381816,0.6993023,0.8620964,1.2259467,0.722572,1.2579157,1.0900376,0.9757873,0.87021655,0.86866724,0.9460704,1.246271,0.80841017,0.75786024,0.55344194,1.3214283,1.059894,1.3663954,0.7516171,1.0940695,1.2170582,1.3196293,1.03779,1.3326824,1.1682243,0.8262981,0.7020935,1.1228603,1.4014542,1.3529773,0.98034316,0.8432216,1.1886746,0.70766807,1.0063174,0.9383451,1.376131,0.71661353
bib,0.7101295,1.2709501,1.3197116,1.0982026,0.5391556,1.1978729,1.4713776,1.2713543,1.363262,0.7274938,0.69305044,0.73219854,1.3755797,0.9655829,0.0,1.1686487,0.7341869,1.0229405,1.035983,1.4765308,1.5109165,1.0025277,1.2451477,1.3835833,1.2762,1.3734379,1.4784961,1.1074877,1.0184059,0.708564,0.92564553,0.8106142,1.301666,0.8093932,0.46063912,1.1993213,0.9744437,1.2056715,0.9387554,0.95637167,1.554841,0.9164565,1.5119287,0.8579526,0.84306353,0.6548735,0.8638062,1.1672552,1.2630103,0.60842025,0.7328083,1.2500186,0.89675516,0.5218166,1.0035582,1.2084894,1.3154364,1.4709094,1.194755,0.6362695,1.1788145,0.9691317,1.26562,0.4531288,0.71051407,0.6180377,1.3719239,0.9285162,0.7776947,0.42236972,0.88304543,0.470869,1.3796941,0.7807165,1.4692329,1.1146173,0.5729965,0.81640023,0.9354122,0.8634721,0.94485176,0.8611855,1.0756193,1.3470224,1.3837044,0.90067923,0.9349965,1.4270246,0.77157944,0.8535133,0.19586897,0.5389488,0.7004814,0.94764894,1.6105698,1.5094136,1.2928556,1.2758235,1.4600707,0.65555775,1.2188145,1.3221325,1.217341,0.85540605,0.8068015,0.8303301,1.4197515,1.2019379,1.0518881,0.9778501,1.0534694,0.49672627,1.0342495,0.19634664,0.9544129,1.4917231,0.83790535,1.3259724,0.74695987,1.5140069,1.0486617,1.4512846,0.8660238,1.2922364,1.5343587,1.086277,0.69440687,1.3161169,1.3687023,0.28250903,0.5689499,1.4597678,1.1421884,1.2679958,0.88410974,1.3041567,1.383094,0.6727172,0.9122306,1.4888611,1.1789697,1.0482738
bird,0.7730734,1.1463015,1.0787842,1.3561962,0.94581294,0.97499055,1.0107893,1.1550487,0.90847266,0.93803394,0.9806654,0.90587586,1.0363251,1.060255,1.1686487,0.0,0.812307,0.87370133,0.9625548,0.93377984,0.9770192,1.1510093,1.2999518,0.93530965,1.0568262,0.63676095,1.0179722,0.88969135,1.331468,0.75244564,0.9554428,0.93747556,0.93041074,0.91890264,0.8601287,1.1764295,0.89119935,1.063536,0.9837686,1.2408051,1.0452132,0.79545903,1.018881,1.0232141,1.0847989,0.71496576,0.9506043,0.9714985,1.08645,1.0847472,1.3032196,1.3275692,0.6957529,1.1582514,1.3273926,0.88596165,0.8362871,0.74956024,0.7582724,0.97697127,1.2551085,1.0541118,1.1049287,1.1352384,1.2938296,1.3180554,0.99597377,0.6494887,1.0805095,0.97716165,1.0856125,1.0819554,0.96137536,0.9382015,0.95292306,1.0020982,1.1063397,1.1250384,1.0969516,1.1485819,1.0178493,1.3356491,1.2093627,1.1482008,0.9375359,1.3029583,1.368383,1.0819956,1.0299996,0.67166066,1.0078875,1.02533,1.0503232,0.9352683,0.85586655,1.0363888,0.8529758,1.1872915,0.9785238,1.1141047,0.7595222,1.0177083,0.6734839,1.2020267,1.0510305,0.90681326,0.74602246,0.97818047,0.92982113,0.8112329,1.1793535,1.0767581,0.77467763,1.0627918,0.93594027,0.9653952,0.8958998,0.95165336,0.9095017,1.1191193,0.7616762,1.0845853,1.0521561,1.2965506,0.8683771,0.98871267,1.0550088,0.94424397,0.92399764,1.049103,0.9458298,0.9672766,1.283532,1.2535555,1.0288244,0.78982145,0.85097754,1.0313134,0.85369194,0.75359803,1.160245,0.8878821
blanket,0.47008228,1.305395,1.4704013,1.1957883,0.6181833,1.282231,1.4631705,1.1607413,0.9830691,0.6041317,0.64201665,0.3284403,1.2698455,0.53507006,0.7341869,0.812307,0.0,0.874389,0.93385935,1.4562981,1.3327,0.78738815,1.1826547,1.2713408,1.2176737,1.1900814,1.3760767,0.99255395,1.295127,0.6246674,0.7378262,0.57473826,1.2225258,0.6998337,0.6793507,1.2764673,0.8326942,1.1653842,0.4727012,1.0529414,1.4712327,0.6166613,1.4853265,0.8450485,1.0357958,0.42148602,0.7934992,1.0176605,0.8625474,0.76834273,1.0264064,1.4059143,0.5797303,0.9236493,1.2939544,1.0223738,1.2627447,1.2706039,1.0748312,0.8526013,1.397128,0.72870874,1.3869128,0.91679955,0.89070654,0.9278248,1.3716054,0.8212682,0.76541317,0.6605932,0.96648264,0.5893924,1.2382605,0.76647854,1.3545643,1.071401,0.7752225,0.9832513,0.949563,0.71886754,0.995614,1.2219508,1.1735868,1.455546,0.7844713,1.2592163,1.317853,1.4430437,0.66297144,0.61760795,0.611344,0.6057295,0.7033626,1.0318186,1.4537159,1.4094465,1.2029027,1.4289349,1.1563306,0.80516106,1.1341218,1.2551339,1.0574363,1.1084572,0.5393502,0.6437839,1.1644459,1.2803893,0.9933768,1.0381398,1.1232884,0.6951414,0.97496253,0.68074846,0.7408521,1.4596055,0.8257786,1.0896436,0.76008326,1.3591232,1.0695467,1.4621961,0.6419818,1.2553442,1.452735,1.2373449,1.0164568,1.377995,1.2634143,0.6830237,0.6384249,1.3272429,1.379771,1.454061,0.9993552,0.56956613,1.2833529,0.7273238,0.9415118,1.292975,1.3883011,0.9294916
boat,0.90193355,1.1848375,1.1216501,1.1775699,0.79084015,1.0876191,1.13821,1.1324123,0.922554,0.7682342,0.9202002,0.8192947,1.0656756,0.7713541,1.0229405,0.87370133,0.874389,0.0,0.8885554,1.1829802,0.996451,0.85060155,1.206842,1.0981147,1.0758978,1.0621006,1.1979927,0.83772874,1.2021854,0.95397365,0.97614586,1.0126579,0.95493144,0.8573466,0.9699965,1.1437601,0.8130462,1.0636362,0.89559805,1.0107657,1.1393107,0.8263189,1.183743,1.0896219,0.9975418,0.9861242,1.0873623,1.0576961,0.8341233,0.9376176,1.0970042,1.1993794,0.7840567,0.9856191,1.2020946,0.976144,0.9370607,1.0148801,1.022783,0.86381876,1.2166231,1.0244466,1.1635687,0.98283094,1.0580373,1.0714102,1.2156899,1.0249889,0.7653331,1.0043048,1.0313278,0.89432377,0.9469917,0.83968616,1.0513405,1.1359038,0.9466955,0.956963,1.0384369,0.9765681,1.06713,1.0990326,1.1068811,1.2423353,1.0626314,1.2136365,1.2652048,1.174863,0.8704566,0.90988415,0.9280797,0.97347665,0.8432189,1.0363328,1.0655323,1.091662,0.9921535,1.0497468,1.1338601,0.957688,0.84745526,1.0409974,1.0506648,1.2138305,0.98141587,0.9448614,0.9018511,1.2135609,1.0061936,1.095398,1.0517789,0.8904475,0.7767862,0.95367503,1.0651693,1.1812311,1.0732888,0.91136605,0.7804074,1.2384259,0.9841528,1.2107127,1.126072,1.0721501,1.1720815,1.1451488,1.0459269,1.0866296,1.0467306,0.887623,0.8124973,1.0566179,1.280539,1.2198384,0.94480944,1.0584718,1.0773937,0.84871876,0.48878956,1.044452,1.2198073,0.6680062
book,0.8425033,1.1963017,1.0492971,1.1998553,0.821953,0.8769933,1.0542624,1.2000674,0.762878,0.9889079,1.0379128,0.8431707,1.1283901,0.7667397,1.035983,0.9625548,0.93385935,0.8885554,0.0,1.013581,0.8942303,0.4318446,1.282319,1.1273345,0.80015033,0.8866522,1.1715873,1.0283595,1.3110359,1.262532,0.9678983,1.0511504,0.7650622,1.1132039,1.1352724,1.1303531,0.85328895,1.0369488,0.92881614,0.9326131,1.0433996,0.80125535,0.96402067,1.1960129,0.9563117,1.0676054,0.7994847,1.0355535,0.776549,1.1074218,1.2243004,1.2839707,0.9419389,1.0450532,1.2554967,1.1660602,0.9162511,1.0934696,0.7428472,0.9630364,1.3009772,0.9620517,0.6993513,1.1259615,1.0843487,1.0217972,1.245781,1.158489,1.1284765,1.1737634,0.76660705,1.1629403,0.9849575,0.96703327,1.0943364,1.116268,1.1870736,1.0252911,0.654799,0.8753378,1.0063177,1.1933261,1.2318931,1.1799365,0.9089045,1.3316965,1.3270787,0.9609907,0.99141055,1.0305879,0.9825175,1.2484766,0.31491238,0.6823762,1.0000386,1.0325841,0.94666946,1.1632395,1.2226427,0.97671354,1.0036438,0.8794264,0.7938497,1.1237993,1.1074134,0.6862661,0.78656936,1.1495172,0.61853296,1.119801,0.91249865,1.0596982,0.7632165,1.1235304,0.9857929,1.1407859,1.0858713,1.0361855,0.8427577,1.2126688,1.0283189,1.1122054,0.9969227,1.152358,1.2077339,1.2165755,1.0880284,0.94557786,0.96146315,0.9490066,0.5765737,0.89567834,1.3139071,1.2846513,0.8414477,0.9347733,0.6118767,0.59556615,0.85303426,0.9993208,1.2748264,1.0033687
bottle,1.4977239,0.78860986,0.67862725,0.91862243,1.4129086,0.8099396,0.36237192,0.77159595,0.9161825,1.397652,1.2797966,1.4048343,0.36654145,1.3040171,1.4765308,0.93377984,1.4562981,1.1829802,1.013581,0.0,0.41566592,1.229935,0.9607404,0.5069114,0.6271399,0.7080381,0.26581526,1.0203846,0.93142116,1.2441161,1.192256,1.2801608,0.7987562,1.250382,1.2382543,0.93189687,1.2509391,1.0049387,1.2393816,1.2213742,0.18551892,1.2277522,0.10131568,1.2115866,1.2216105,1.381634,1.2615223,0.88089603,1.0537025,1.3307595,1.2034724,0.8338703,1.2063123,1.2549425,0.9577123,0.8893237,0.6067096,0.626147,1.026139,1.3506305,0.5393764,1.2840484,0.7800608,1.2879238,1.3253624,1.4182285,0.34578574,0.97945386,1.358062,1.3546318,1.1186821,1.4832737,0.8161255,1.3313553,0.4361868,0.72048354,1.2690032,1.2843677,1.0623242,1.388242,1.1756828,1.0570973,1.1658078,0.28331256,0.93413705,0.92542803,0.8429861,0.572512,1.333046,1.189127,1.4480047,1.4056907,1.3742347,1.1589346,0.28136557,0.22094333,0.8200915,0.81434274,0.4705491,1.368976,0.8488356,0.7320398,0.94238114,0.98153484,1.4578779,1.2569499,0.68090487,0.8123423,1.0023062,1.126378,1.0955054,1.3616271,1.1328309,1.4490492,1.2062296,0.24861872,1.0278151,0.64961207,1.2701445,0.43165332,0.91959053,0.24345231,1.1789576,0.87513727,0.35821593,0.8861281,1.2269965,0.77134806,0.82040703,1.4219036,1.4081919,0.51818395,0.6952338,0.53480244,1.0853148,0.960546,0.67850626,1.4413052,1.0588686,0.41885382,0.6558669,1.0139204
bowl,1.3815786,0.90031487,0.68860525,0.9335284,1.3190218,0.52121127,0.43018377,0.9026046,0.7497591,1.2072237,1.2675221,1.2871833,0.6499989,1.1054895,1.5109165,0.9770192,1.3327,0.996451,0.8942303,0.41566592,0.0,0.9716331,0.9264612,0.836317,0.4095776,0.7547488,0.5856326,0.9465061,1.1854734,1.3621261,1.1514359,1.1899161,0.7378754,1.2807398,1.3193482,0.6234554,1.0788698,0.7794558,1.1601521,1.1378933,0.55003995,1.1185246,0.19558835,1.3211052,0.78751147,1.3590931,1.133568,1.0547479,0.8737526,1.350496,1.279809,0.76341015,1.0967853,1.3043139,1.1161308,0.83375216,0.7737559,0.8044308,0.9693956,1.1846899,0.907738,1.1744436,0.655586,1.4015799,1.2013441,1.3594873,0.60224485,1.2084922,1.0969397,1.4890928,0.90057325,1.5247486,0.87668955,1.3410463,0.5712802,0.8994,1.3456529,1.0687551,0.8163624,1.1787515,1.1962392,1.1544942,1.0508417,0.6329347,0.80304587,1.1820389,1.0439211,0.50917494,1.267323,1.1883211,1.4544613,1.5105214,1.2318165,1.1327016,0.5261919,0.5604461,0.9085125,0.80669653,0.72176874,1.2000425,0.8528544,0.32352906,0.9268892,0.9889027,1.2356496,1.0979798,0.51826715,0.92515934,1.0082804,1.2373719,0.8248684,1.423588,1.0536366,1.5039065,1.1849885,0.62601346,1.1531332,0.5425414,1.1982138,0.66940296,1.0383104,0.51899856,1.2140826,0.7323359,0.63455576,0.968135,1.2490834,0.77542853,0.89120865,1.4283137,1.190616,0.17242205,0.97102255,0.8095321,1.0280963,0.89855266,0.48522133,1.0089207,1.0270314,0.6652534,0.9911648,1.0294741
box,0.9097501,1.2677094,1.204288,1.1092833,0.7675836,1.0101627,1.2866565,1.2262956,0.5902477,0.76034075,1.070059,0.53018534,1.2194431,0.27044702,1.0025277,1.1510093,0.78738815,0.85060155,0.4318446,1.229935,0.9716331,0.0,1.2334511,1.0932399,0.7323928,1.118524,1.091015,0.924157,1.3173459,1.1504757,0.64803755,0.95186037,1.0220327,0.81475353,1.0504986,1.0957701,0.8346883,0.9350477,0.5584407,0.9405799,1.2935619,0.5272063,1.111186,1.0353721,0.85086834,1.0219848,0.8233952,0.785951,0.3236438,1.0039209,1.2149539,1.3241588,0.95679706,1.0808618,1.3064036,1.238195,1.114625,1.1774246,1.0545171,0.8951005,1.3846041,0.96650994,0.9570206,1.1201037,0.9571709,1.0229577,1.3939304,1.2603016,0.9406541,1.0388418,0.7450218,1.0166858,1.0211954,0.62371314,1.1872184,1.0847054,1.1457213,0.9465596,0.58270025,0.8641513,0.92854106,1.2118597,1.2067177,1.3813692,0.9088482,1.3190002,1.2814636,1.1751068,0.645516,0.9814379,0.95900077,1.0191693,0.47425514,0.8909389,1.2526003,1.2558854,1.0985864,1.2696596,1.259064,0.9360825,0.9727249,0.9921179,1.0488658,1.1257391,0.9550393,0.5877848,0.81529987,1.1696945,0.59439886,1.196766,0.910156,1.080668,0.9197873,1.019232,0.9486931,1.2907226,0.9227898,0.8909329,0.6712159,1.3494935,1.0833032,1.2983012,0.79548955,1.0461954,1.2915549,1.2894099,1.0277374,1.1095794,1.0481288,0.90771645,0.6485982,0.95626104,1.379458,1.3542302,0.96631026,0.90337336,0.87451863,0.56380254,1.0135819,1.048369,1.3933443,0.8561769
bread,1.1953532,0.68060255,0.66052073,0.43944228,1.3664536,0.9417195,0.73934215,0.33357,1.0297778,1.3845081,1.0913558,1.4206791,0.9930406,1.3097272,1.2451477,1.2999518,1.1826547,1.206842,1.282319,0.9607404,0.9264612,1.2334511,0.0,1.094881,1.1090009,0.9740022,0.9488594,1.2702277,0.5363916,1.224646,1.286731,0.81933594,0.99001694,1.3486352,1.2944249,0.6867429,1.2681816,0.6392953,1.2594805,0.50161207,0.7776625,1.3661472,0.9073248,0.94806296,1.1127753,1.2100356,0.9685964,1.2163348,1.1477277,1.1688519,0.85677564,0.3493328,1.2616518,1.1308491,0.6122997,0.9761452,0.9933972,1.004035,0.9860747,1.3497795,0.72686404,0.8307626,0.769355,1.1814427,0.6650721,0.89598274,0.80011916,1.1940987,1.2086298,1.2278068,1.1470082,1.2236423,1.0175478,1.2824035,0.9505182,0.98240846,1.0781201,0.92695725,1.172599,0.8958482,1.0933136,0.67688644,0.33233654,0.72697973,0.7171624,0.6589214,0.6401727,0.5592765,1.376224,1.3063685,1.3250186,1.1772845,1.3297157,1.0403059,0.88666147,0.81862664,0.96321917,0.5781548,0.7376018,0.8977182,1.1602509,0.89345074,1.1026216,0.6834686,0.6059899,1.3305569,1.1591542,0.8305105,1.3308799,0.90305686,0.82984746,1.1486067,1.377389,1.291034,1.0975869,0.8225746,1.2143615,1.1950792,1.4068458,0.51946026,1.1738353,0.59506565,1.0320008,0.5145666,0.8825983,0.8851719,1.1022134,0.7543695,0.8265702,1.3232479,1.4273182,0.8558361,0.5732568,0.58490515,1.2118645,0.8570102,0.97248226,1.2867155,1.2671664,1.1443287,0.7044206,1.3156395
broom,1.356384,0.6715933,0.96953404,0.9379911,1.3318491,1.1666427,0.75673264,0.9369971,0.82714224,1.1802799,1.276265,1.1645671,0.585124,0.9510977,1.3835833,0.93530965,1.2713408,1.0981147,1.1273345,0.5069114,0.836317,1.0932399,1.094881,0.0,0.7372589,0.77817357,0.27648187,0.9391172,0.90020823,1.1236618,0.8492018,1.2827581,0.8495754,0.8474088,1.1840928,1.0291818,1.1013727,1.1471653,0.9848584,1.2750452,0.44506896,0.9940564,0.613099,1.0222161,1.2946464,1.4508243,1.366113,0.4244445,0.74744755,1.1262851,1.1666381,1.0192474,1.2087634,1.2910964,0.9541151,0.9385283,0.76713914,0.51650274,1.1674644,1.2663889,0.7656627,1.2729994,1.1244872,1.2452416,1.3280945,1.337363,0.65891623,1.0257478,1.0996454,1.0766801,1.1405033,1.2516311,0.5120254,1.0661513,0.5513402,0.6383027,1.2327976,1.2450867,1.0359696,1.4020023,1.0618011,1.0408401,1.3193204,0.71538234,0.9246699,0.84052527,0.9477729,0.9289603,0.99294066,1.0614141,1.4009689,1.1058996,1.3022969,1.2266927,0.41495836,0.49491745,0.7324662,0.9078982,0.49780124,1.4165154,0.72333336,0.8930329,1.0415622,1.0686377,1.3789032,1.1626045,0.80988467,0.7976419,0.7998263,1.0132248,1.2243549,1.2799058,1.0230374,1.3296175,1.1120919,0.383155,0.851464,0.6801647,1.1568527,0.66558254,0.98903936,0.662316,0.9663613,0.9180591,0.34096122,0.9844994,1.0614684,0.9727116,0.969811,1.332907,1.4472219,0.88453853,0.82586527,0.74512595,1.0751033,0.86524373,1.0426494,1.4583328,1.117019,0.17386669,0.769853,0.7589623
bucket,1.2472192,0.98089963,0.94555104,1.0513184,1.2786664,0.72228336,0.8228034,1.0675931,0.75100935,1.1176419,1.3065201,1.107661,0.9167342,0.9916614,1.2762,1.0568262,1.2176737,1.0758978,0.80015033,0.6271399,0.4095776,0.7323928,1.1090009,0.7372589,0.0,0.873189,0.49964726,1.0155979,1.1832467,1.3046988,0.83609426,1.1635457,0.82886523,1.0262645,1.2289433,0.6746337,1.1187503,0.96676135,0.9996026,1.0922788,0.8603968,0.9676298,0.41846025,1.0930115,0.8242978,1.3184156,0.99644834,0.781518,0.85710555,1.2042619,1.2030917,1.0146257,1.1256876,1.2779896,1.1481508,1.0233417,0.8957028,0.9464987,1.0289804,1.0028305,1.123474,1.1399281,0.7335804,1.2789421,1.1163619,1.2332171,0.8439298,1.2010142,1.0464613,1.2371314,0.4002365,1.2598684,0.9847366,1.073984,0.8026701,0.84519964,1.3472869,1.0719821,0.33072805,1.2144744,0.98452026,1.158944,1.1654733,0.9763637,0.9239649,1.1583247,1.1211128,0.84915304,0.9887186,1.0910771,1.3286104,1.200636,1.0381582,1.0786264,0.86335325,0.95153695,0.8844213,0.97041625,0.8516661,1.1393555,0.785351,0.5830908,1.0242395,1.0224277,1.1684593,0.8214892,0.6348215,0.82006216,0.66253626,1.058308,0.8608979,1.2916038,1.1523247,1.3219128,0.988268,0.8074198,1.0523604,0.6989056,1.1413608,0.96702707,1.158686,0.8491778,0.9157574,0.8111733,0.7727357,0.9928138,1.1442395,0.90335214,0.98824733,1.2823611,1.0897571,0.5179142,1.0786401,1.0656956,1.0234418,0.89422905,0.66909915,0.94070184,1.129168,0.6949676,1.1233547,0.95057774
butterfly,1.070279,0.76437014,0.7967777,1.1056467,1.153748,0.9039929,0.7628728,0.8893707,0.8789909,1.2590725,1.1444782,1.2855012,0.90304494,1.2165506,1.3734379,0.63676095,1.1900814,1.0621006,0.8866522,0.7080381,0.7547488,1.118524,0.9740022,0.77817357,0.873189,0.0,0.8547974,1.0450214,1.0001944,1.1955514,1.1862115,1.0725023,0.75824326,1.2116921,1.1538126,1.0560282,1.0469623,0.9234625,1.1904016,1.1317555,0.65569335,1.1525698,0.7415136,1.1392199,1.1219954,1.2025884,1.0967515,1.0109777,1.002346,1.1724384,1.17755,1.006333,1.0563682,1.3056424,0.9950299,0.7899602,0.6547775,0.6489601,0.7637775,1.2096659,0.94108486,0.98855084,0.7854315,1.33167,1.2788428,1.2025554,0.83678246,0.9176674,1.2744622,1.2503195,1.0765066,1.391261,0.8000062,1.2335337,0.7725464,0.94799334,1.2011955,1.1149211,1.0729496,1.1070114,1.1511753,1.1271696,1.0491015,0.826554,0.72212285,0.99553716,1.119962,0.75810575,1.330734,1.0624131,1.3240291,1.3577232,1.1191771,0.910741,0.55191433,0.7002693,0.85622424,0.9125913,0.7820351,1.2452931,0.786191,0.80489916,0.7104826,1.0262457,1.2071639,1.0913883,0.7973302,0.86445403,1.0223491,0.97150385,1.0782753,1.1959995,0.8168869,1.3815444,1.0427191,0.7161,1.0822102,0.9591702,1.1546762,0.7500845,0.94752735,0.8140961,1.0854782,0.97004914,0.6552601,0.90481997,1.116499,0.703896,0.7986611,1.3313317,1.2450273,0.7486045,0.9275168,0.92581964,0.9771059,0.75914156,0.6720319,1.2465326,1.0015292,0.6355128,0.82873034,1.0563843
