,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
fish,0.6056146,0.91660833,0.82297707,1.0994891,1.1027483,0.9782182,0.6167519,1.2005587,1.2405632,0.9975075,1.3145599,1.0335935,1.2490482,1.1349921,0.71106225,1.2038932,1.1048087,1.1272794,1.1709508,1.2762146,1.0215493,0.9941148,1.1610833,0.705532,0.97010714,0.9666444,0.5307465,0.871601,1.1704142,0.7626975,1.0994515,1.21809,1.011466,1.0207981,1.0005871,1.2265,0.61267513,0.83980966,1.2170628,1.2320778,0.7652345,1.1290338,0.84773123,0.96026504,1.1754768,1.1860585,1.2005794,0.83496106,1.027113,0.9546025,0.68525124,1.126902,0.74635446,0.0,0.91576743,0.699088,0.7777859,0.47744477,0.77595156,0.93024135,0.9621014,0.78613436,0.50962424,1.0493244,0.98299587,0.77795994,1.108436,0.86431646,1.2282628,1.0389571,1.0904471,0.6117668,1.2267063,1.1969031,1.0454317,0.81047475,0.8556167,1.1515377,0.8120131,0.9644405,0.8943131,0.78388613,0.6994645,1.0019276,1.0580807,0.8381816,0.9919388,0.98738635,1.307962,0.96796805,1.2322248,1.1346803,1.0862164,1.186818,1.0512998,1.0088745,0.99467963,0.7499181,1.042971,0.87661624,0.8982649,1.2632704,1.094625,0.7577632,1.142529,1.1842477,1.0167996,0.7231428,1.2943039,0.8038857,1.0898592,0.7693901,1.1664548,1.0589274,1.0390427,0.8218051,1.3108274,1.2289412,1.1940145,0.87862635,1.1420394,1.0346354,0.7218244,1.0264105,0.9046973,0.97608805,1.0365485,0.9957277,1.2092173,1.2757756,1.3291829,1.060056,0.80674577,0.46797585,0.6613109,1.0216527,0.9570948,1.2017634,1.0163351,1.156248,0.90338314,1.2337625
flower,0.72877216,1.0819435,1.0493127,0.9082202,1.1724637,1.1210042,1.1248573,1.1605589,0.89323795,0.88227236,0.8424316,1.0930359,1.0677044,0.92053366,0.7068601,0.84736097,1.007762,1.2435522,1.1930078,1.0452442,1.1103451,1.1255141,1.2244289,0.9422575,1.0877764,1.0175596,1.0739255,0.75247896,0.9067942,0.9487212,0.9681033,0.7878119,1.2195243,0.9706694,1.1538619,0.8692655,0.9157749,1.2512559,0.84147036,1.2932465,0.8465541,0.96765435,0.8549783,0.7710033,0.95329934,1.0771129,0.8108165,1.0056746,1.290679,0.94618464,0.821856,0.95573264,1.123374,0.91576743,0.0,1.0738354,1.1090496,0.8369733,0.91187215,0.92951196,1.1497641,0.98412704,1.1601667,0.8020698,1.1622825,0.9401555,1.0685863,0.9563238,0.82168376,1.0815818,0.7670134,1.0122993,0.87977797,1.2151154,1.245285,0.84514153,1.1518327,1.045325,0.9880578,1.0801147,0.89082783,1.1324553,1.0460173,1.2270548,1.0889208,1.1208097,1.1565046,1.2608443,0.92908907,0.90101415,0.90816516,0.9000977,0.88544154,0.99101865,1.1282457,1.2232988,1.2014129,1.0296315,0.93070114,1.0460308,0.9243238,0.81092435,1.1197577,1.1744889,1.0555367,0.9237739,1.2460862,1.0842208,0.9053347,0.4678648,1.1695093,1.0470002,0.84723765,1.1650556,0.89323944,1.0901254,0.87080175,1.0073501,0.9587229,1.2386174,0.99526334,1.2168602,1.0628182,1.1013618,1.1721745,0.97451425,1.185067,1.2021544,0.9108428,0.92059714,0.9174787,1.3200858,1.1463809,1.0365587,0.89078766,1.0342442,1.1247802,0.90164274,0.8953979,1.1049787,1.2033266,0.870447
foot,1.2372817,0.8718568,0.9653917,0.97361964,1.1866496,1.0143355,0.8865869,0.9636393,1.371866,1.2470005,1.3273683,0.5769282,1.1337069,1.1184083,1.205083,1.3418475,1.1578498,0.896071,1.2202107,1.2476895,1.2091733,0.73017573,0.85777485,1.0838985,0.4705382,1.116497,0.32231688,1.1299014,1.1078873,0.9889509,1.1736519,1.299947,1.0370811,0.91355926,1.1209304,1.1922429,1.1491393,0.6486941,1.2107267,0.9637486,0.9778178,1.373096,1.2088445,0.987433,1.0623206,1.1059572,1.0506786,0.55717987,0.9493296,1.055989,0.7045873,1.0471816,0.2376154,0.699088,1.0738354,0.0,0.65770245,1.0427308,1.0554261,1.2338415,0.4362725,0.8858524,0.8939769,0.7998824,0.9341568,0.60938954,0.69057643,1.1066626,1.2153572,1.2127249,1.1315702,0.6786095,1.236722,0.9688604,0.45928067,1.1569122,1.1744516,1.1872056,0.98680645,0.7255968,0.98387367,0.83072674,0.9597171,0.6291164,1.07508,0.34305364,0.8339464,1.0323654,1.2133343,1.2025934,1.1450956,0.9986864,1.2554824,1.1831849,1.0754392,0.79017735,0.78737235,0.70915437,1.2488816,0.5110608,1.3703353,1.1233714,1.1992887,0.64483386,1.0382955,1.083269,0.87399423,0.3783568,1.257247,1.0570337,1.2471523,1.1458299,1.0619566,0.9260854,0.9051961,1.1182108,1.2487886,1.3431466,1.2285874,0.57355404,1.2117656,0.880598,0.47738135,1.1592171,1.0212748,1.2837576,0.7948096,0.7954501,1.1101565,0.99385315,1.4548082,1.005765,0.16508257,0.3907745,1.1255767,0.9677609,1.1892424,1.4127994,1.1929995,0.8380133,0.48375142,1.1239445
fork,1.2938352,0.89010316,1.1182743,1.2254866,1.0291263,1.0109633,0.7783668,0.52760714,1.4305482,1.3791256,1.5322803,0.58328456,1.0860031,1.3710598,1.2038486,1.469121,1.0535073,0.61176115,0.9044833,1.1596948,0.9566158,0.45558667,0.511157,1.2527585,0.7045309,0.87800634,0.6287907,1.337232,1.0451671,1.1017926,1.0059706,1.3342642,0.975879,0.60545814,0.8673948,1.3252215,1.1311203,0.40463376,1.3240755,0.6648171,1.0017097,1.271889,1.269741,1.2001526,1.0167803,0.97702956,1.4119971,0.93145424,0.88613266,1.0767107,0.9776326,1.2534094,0.575869,0.7777859,1.1090496,0.65770245,0.0,1.0554279,1.1806266,1.137274,0.522148,0.95000494,0.69551176,1.1388752,0.9125576,0.9037974,0.68327177,1.0002263,1.342797,0.9055134,1.4156222,0.2726544,1.1023942,0.61283183,0.6396807,1.1720089,0.80618083,1.0954726,1.1483728,0.437613,0.86059487,0.97302604,0.89704645,0.6801258,0.78881705,0.5955968,0.91115713,0.98304176,1.1740137,1.275166,1.3953738,1.3300002,1.330874,1.1613775,0.89170575,0.32789898,0.29058427,1.0078626,1.2712574,0.6143891,1.2904332,0.77794516,0.8325136,0.79467404,0.9718783,0.9170157,0.5884204,0.739415,1.2767664,1.0848255,1.1206408,0.86993814,1.4062312,0.5031893,1.239764,0.7760747,1.3803706,1.1043477,1.2654122,0.524459,1.1798748,0.7690772,0.6640929,1.023315,0.40169317,1.2587938,0.5821274,0.8237573,0.99425495,1.2506125,1.483321,0.8373871,0.60830104,0.55490535,0.8746207,0.8874753,1.1355472,1.3829875,1.2784626,0.484307,0.521367,1.0546583
frog,0.34587383,0.87607664,0.8155762,1.2557572,0.7819878,0.658648,0.50702626,1.2266798,1.1391671,1.0341142,1.2062747,1.2508641,1.2932246,1.1589676,0.6851373,1.1508985,0.8135212,1.1357996,1.0710951,1.1246743,0.9536264,1.1618555,1.2430693,0.5673104,1.2209355,0.9187659,0.94695956,0.9758748,1.2355001,0.77284205,0.897512,1.220695,1.0180868,1.0379057,0.9419288,1.2517469,0.7715455,1.078235,1.2047086,1.1662742,0.8444604,0.98110247,0.58523804,0.69404393,1.2001348,1.2241677,1.2078683,0.96242106,1.0457923,1.0803363,0.937765,0.9922761,1.1283808,0.47744477,0.8369733,1.0427308,1.0554279,0.0,0.74531436,0.97135484,1.0757573,0.8253534,0.5201993,1.1015337,0.8438688,1.0182718,1.0849918,0.5562896,1.190091,0.9283789,1.2325616,0.95176935,1.1694695,1.3084083,1.2938025,0.78081536,0.8111438,1.1582117,0.70891225,1.1472156,0.89011496,0.9169599,0.6607423,1.1878757,1.0782932,1.1512591,1.0862837,0.9239684,1.3247812,0.7433268,1.2556715,1.2907943,0.9394196,1.0919151,1.0114486,1.1585507,1.1348674,0.6335056,1.0441222,1.1983868,0.78428096,1.0386827,0.965538,0.98604584,0.93608165,1.0127447,0.99396247,1.0170742,1.1329169,0.70915514,0.9397391,0.55172396,1.2389168,1.0451763,1.2502767,0.80820465,1.199784,1.2034564,1.0877097,1.0711489,1.0642532,1.1135162,0.9961797,1.0498718,0.8931968,0.7458593,1.0988319,1.0004222,1.0125616,1.3695168,1.1420974,0.8824285,1.1509517,0.83918,0.68215495,1.0692873,0.4269228,0.9836979,1.068316,1.2629789,1.1475608,1.250571
giraffe,0.52842003,1.1480138,0.9988634,0.93793327,1.0900306,1.0507733,1.0059581,1.2291691,0.9468327,0.8908323,0.97455436,1.190206,1.090161,0.9431206,0.5583035,0.9831902,0.96878123,1.1917131,1.2700887,1.0495698,1.0154899,1.0765764,1.2267635,0.47272766,1.0886886,1.155343,1.0895418,0.92453057,1.044216,0.9410605,1.0346031,0.9195761,1.1549547,0.96138006,1.0262936,1.0300325,0.7158297,1.1846275,0.9946211,1.2885635,0.7467181,0.9789168,0.8438785,0.96287274,1.0048572,1.091219,0.92084813,1.0213978,1.1437926,0.8845054,0.92737985,0.90174246,1.1264793,0.77595156,0.91187215,1.0554261,1.1806266,0.74531436,0.0,1.0292292,1.1641341,1.0464935,1.115092,0.93869615,1.0703845,1.028018,1.1990937,0.71329856,0.9850249,1.0643913,0.9260506,1.1087168,1.0122297,1.231323,1.0687602,0.92136633,1.0632751,0.954314,0.9856515,1.097114,1.0544777,1.0116991,1.0573041,1.190483,1.1986152,1.0807385,1.1118436,1.1582569,1.016556,0.8680986,0.9858609,0.9533616,0.87618095,0.9448793,1.0270988,1.2034266,1.1876234,1.0709484,0.9763591,1.1963688,0.9411324,1.0881406,1.1799568,1.0882229,1.1570994,1.1073884,1.1601843,1.0568838,0.9930372,0.81659424,1.1163491,0.93066615,0.9102659,1.1659122,0.98151225,1.06152,0.9640785,1.0706832,0.9839536,1.1875882,0.98096985,1.153913,1.0616115,1.1147105,1.1626066,0.89889413,1.1098791,1.1753609,1.0967689,1.0648764,0.9772533,1.2570418,1.1175042,1.0645382,0.91918135,1.1601566,0.9904126,0.96127295,0.9685022,1.090241,1.2009761,1.060181
glass,0.813939,1.2751508,0.9343769,0.81429493,1.0790102,1.1322562,1.3321203,1.1514404,0.6587213,0.89361686,0.788527,1.5035193,1.0442374,0.7503227,0.7930433,0.83496594,0.91141057,1.2307352,0.84535563,0.90671945,1.2012143,1.3495785,1.2215323,0.9751117,1.2541695,1.0109712,1.1294255,0.79908234,0.7812271,1.0630127,1.1568873,0.72887963,0.91515875,1.1104076,1.2452966,0.8380639,0.867677,1.4491744,0.7275104,1.1188108,0.916715,0.5375951,0.7670517,0.8537053,1.0065045,1.0807321,0.8365383,1.0551715,1.2149606,1.10205,1.0026759,0.8399813,1.2189004,0.93024135,0.92951196,1.2338415,1.137274,0.97135484,1.0292292,0.0,1.3399734,1.0384755,0.90940905,0.85975754,1.3323379,0.7063676,1.3904645,1.1637658,1.0201113,0.57587886,0.7385632,1.0128442,0.7992761,1.2524943,1.3583649,0.6146238,0.8544503,0.6788701,1.0116705,1.3681196,0.86814904,0.8908179,1.0936304,1.3967004,1.1899879,1.3323793,1.1565458,1.1325581,0.96417314,0.7968977,0.8531664,0.8410742,0.7018837,0.95949984,1.2463604,1.4325452,1.4074878,1.2290108,0.71360284,1.4731026,0.59316224,1.1384263,0.8947134,1.4051758,1.2007356,0.9979244,1.3048153,1.183917,0.84729975,0.84907794,0.7612684,0.90368426,0.7993066,1.233757,0.8616642,0.73484945,0.7920047,0.7855927,0.85301363,1.4998947,1.0757551,1.3597097,1.0739106,0.8224688,0.82700485,0.7099124,1.3451282,1.4117177,0.90153605,0.92878413,0.5864949,1.2111447,1.2731299,1.0965959,0.621377,1.1801534,1.0243567,0.61522627,0.7078505,1.3185599,1.4301068,0.90700305
glasses,1.3706607,0.697847,1.1747833,1.2029133,0.92258817,0.8177329,0.78637266,0.8334844,1.571231,1.3480768,1.4340936,0.38448894,1.2432464,1.2391045,1.3215537,1.4368021,1.2057191,0.58657414,1.1813538,1.3374146,1.038152,0.7447164,0.7205445,1.1629765,0.66944456,0.9352996,0.50819254,1.3037789,1.2648351,1.0115818,1.0189983,1.4290533,1.0375246,0.8974777,0.9483976,1.3078258,1.2857639,0.43132567,1.3844419,0.72704995,1.0700115,1.4887041,1.165309,1.1089858,1.2066668,1.1662676,1.1986263,0.51742977,0.75883794,1.0375469,0.87015086,0.9071022,0.37017596,0.9621014,1.1497641,0.4362725,0.522148,1.0757573,1.1641341,1.3399734,0.0,1.0654149,0.84617805,0.8002744,0.7150992,0.87076706,0.33541214,0.98715097,1.2413052,1.1421516,1.3441552,0.8018103,1.2896032,0.7199248,0.59171426,1.0826553,1.1485677,1.3585864,1.139488,0.7341249,0.90801775,0.85162956,0.8700236,0.27145052,1.0604856,0.2737944,0.68715245,0.8562665,1.2635827,1.2967402,1.2694029,1.225208,1.4034142,1.2152934,0.9749282,0.4496711,0.43497467,0.7212081,1.2911248,0.52757084,1.445655,0.91115165,1.1625605,0.50544447,0.7441679,0.969817,0.578164,0.3750702,1.3804514,0.96580577,1.2614093,1.2385633,1.2189311,0.57815546,1.1529623,1.2513912,1.3637495,1.4312916,1.2535923,0.32244527,1.1325467,0.62558234,0.8857915,1.2773303,0.92753804,1.3501226,0.7753134,0.5641234,1.0679616,1.0989043,1.543344,0.78563464,0.3439535,0.50661,1.2799764,1.0521821,1.0442555,1.4852383,1.2908947,0.7950547,0.206604,1.1692059
glove,0.91688687,1.1202536,0.9898293,0.8733263,0.9358561,1.0707027,0.87849927,0.9933373,1.1546396,0.92319876,1.0565934,0.881207,0.83351284,0.965098,0.9607173,0.8873329,0.9849286,1.0808846,1.0781705,0.9864752,1.156661,1.0479989,0.98701185,1.0047895,0.9430365,0.9254953,0.9097562,0.8760757,0.9703434,1.0112288,0.95451325,1.140964,1.0072267,0.7476953,1.1324472,0.87974566,1.1069185,1.0986474,0.99274397,1.0173674,0.8481025,1.18694,0.8992017,0.56825334,1.1074935,0.95239943,1.087122,0.94965845,1.1685641,0.9644313,0.9873213,1.1747952,0.8647083,0.78613436,0.98412704,0.8858524,0.95000494,0.8253534,1.0464935,1.0384755,1.0654149,0.0,0.8665345,1.0712376,1.1035035,0.7040067,1.0160882,0.92638457,0.897907,1.0439,0.9640654,0.9499399,1.0693905,1.1020315,1.0048633,0.94519585,0.8312149,0.9590941,0.10792327,0.9967939,1.0052038,0.9961824,1.0053015,1.2142231,0.55308396,1.0151676,1.0920017,1.177463,1.0898633,1.0458333,0.9148469,0.8785397,1.0240312,1.1868929,1.1521683,1.1238798,1.104535,1.0659431,1.1473905,0.7004427,1.1511424,1.0608032,1.1409342,1.1913161,0.7655281,0.74323547,1.0627754,1.0874753,1.1316626,1.0459619,0.97353554,0.9005456,0.987209,0.98683506,0.7556939,0.9237672,1.168713,1.0225726,1.0803875,1.1120492,1.0678604,1.1898248,0.7721301,1.0862606,0.98909235,1.0504626,1.0347692,1.07933,0.7287631,1.0595291,1.1584873,1.0852071,0.9137165,0.8845917,0.8271628,0.46453428,0.89723265,1.1818343,1.0300752,1.0473014,1.0995169,1.0206106
gum,0.8907378,0.6765173,0.8422274,1.3704494,0.6031063,0.70104516,0.61860055,1.0414904,1.3170105,1.2232661,1.4189541,1.0545126,1.2500039,1.2915659,1.0315359,1.3576646,0.8678965,0.7133514,0.78065294,1.1275997,0.91284436,0.9071917,0.8647804,0.9298241,1.1437507,0.9028234,0.6889889,1.3170408,1.3011551,0.93166894,0.97675467,1.453145,0.8399336,0.93591374,0.87518936,1.3695167,0.8545024,0.5629895,1.3829663,0.7457977,1.0345154,1.0213509,1.0955831,1.078894,1.2797096,1.1620274,1.4221455,0.9275976,0.71550155,1.2300285,0.97583026,1.2341572,0.8350694,0.50962424,1.1601667,0.8939769,0.69551176,0.5201993,1.115092,0.90940905,0.84617805,0.8665345,0.0,1.235035,0.8143128,0.9367715,0.9172754,0.93983006,1.4204743,0.89602745,1.4206429,0.729107,1.272928,0.9827949,1.0922221,1.0028149,0.6459158,1.1163402,0.89447707,0.9438321,0.9027775,0.7086064,0.79548144,0.7810435,0.94767135,0.9277443,0.7008613,0.632437,1.4338373,0.9305766,1.3808696,1.4549888,1.0812614,1.1202052,0.8684489,0.7511686,0.75499725,0.6315304,1.0974472,1.0114475,0.93831205,1.04472,0.85193896,0.78399324,1.0271348,1.1054344,0.81948495,0.7998415,1.2641032,1.1120063,0.7597812,0.5724565,1.468375,0.8931815,1.3525796,0.6580647,1.3651955,1.183148,1.2394642,0.67386436,1.2063442,0.70114076,0.8368492,0.92164123,0.65958655,0.7808557,0.84563565,0.7805949,1.1518645,1.4770322,1.274953,0.51646745,0.86229986,0.5936865,0.6435316,0.99985844,0.46967858,1.1005296,1.1530467,1.0521264,0.7984614,1.3180747
hair,0.93446976,1.1439947,1.2081668,0.6848231,1.2429925,1.1892531,1.3231335,1.2814533,0.9553696,0.90794164,0.8309022,1.000723,1.0554488,0.63520515,0.9407157,0.901019,1.0639778,1.2781566,1.3224385,1.0967087,1.2671875,1.2271258,1.3137093,0.9607636,1.0443637,1.065775,0.8693695,0.7893865,0.91636854,0.946271,1.1106943,0.83810276,1.144696,0.9857776,1.2637597,0.8611053,1.1012716,1.2562512,0.84221244,1.3659568,0.8806067,1.0665011,0.90678823,0.9048264,1.0386741,1.0822933,0.6299349,0.54599893,1.2508591,0.9296904,0.7926739,0.36846453,0.79496056,1.0493244,0.8020698,0.7998824,1.1388752,1.1015337,0.93869615,0.85975754,0.8002744,1.0712376,1.235035,0.0,1.1987759,0.6286586,0.795053,1.1595427,0.897796,1.1651464,0.6908198,1.1160979,0.96396947,1.2142088,1.0855733,0.8136093,1.2856802,0.9546037,1.0907702,1.2265826,0.97678113,0.9393483,1.2109665,1.0451332,1.2998497,0.7181492,1.0772748,1.304635,0.93283385,0.99970466,0.77693903,0.69154274,0.8729602,0.9922614,1.2331152,1.2776921,1.2689052,0.98713076,0.98421466,1.1068292,1.0508803,1.2158396,1.3393683,1.1081483,1.1049896,1.1228575,1.2296191,0.8073827,1.0244553,0.842752,1.2201923,1.1695285,0.5985907,1.2551062,0.67466915,1.1943518,0.78684646,1.1066582,0.82520497,1.1846045,0.970733,1.2642531,1.053478,1.1432204,1.2402418,1.004881,1.2165127,1.2407956,1.0243812,0.78993535,0.89723396,1.4146571,0.85182524,0.90506697,1.01101,1.2020516,1.2836779,1.0217556,0.89234453,1.2452147,1.0471543,0.86077166
hamburger,1.1673208,0.5420004,0.8434517,1.3517971,0.6347314,0.54519063,0.544971,0.9497617,1.5147603,1.2486758,1.4156151,0.78288144,1.2708967,1.2633262,1.2583883,1.397746,1.0662111,0.5997771,1.0038996,1.2501591,0.7082239,0.7281852,0.6986395,1.026432,0.9023386,0.90481025,0.9127737,1.3893028,1.3544464,0.8428215,0.920993,1.3974881,0.9606532,1.036471,0.66665936,1.3574401,0.9505517,0.5905994,1.4037051,0.7257302,1.2206799,1.2184068,1.0341781,1.0535796,1.2287492,1.2142806,1.2238392,0.9422783,0.50208247,1.082336,1.0399418,1.0480583,0.8734316,0.98299587,1.1622825,0.9341568,0.9125576,0.8438688,1.0703845,1.3323379,0.7150992,1.1035035,0.8143128,1.1987759,0.0,1.2262926,0.6026048,0.8528662,1.2686212,0.9613507,1.3964168,1.1043104,1.277492,0.7902195,0.88381994,1.0779498,0.9507984,1.2123021,1.055952,0.783587,1.0508564,0.97573036,0.64804506,0.56920767,1.0625672,0.8133049,0.6882707,0.5788723,1.2861223,1.1709197,1.2745538,1.3119819,1.281102,1.073169,0.6902691,0.68246526,0.7131491,0.6114829,1.3027024,0.8296243,1.1621318,0.8779867,0.94359255,0.45094395,0.8001648,1.098416,0.76634634,0.8380127,1.1693178,0.97621953,1.0803145,1.2170856,1.3152826,0.71140033,1.2845882,1.2598042,1.3946657,1.4351101,1.1296684,0.6299697,1.1340653,0.65260184,1.0269033,1.0711561,1.0999507,1.0241355,0.85077995,0.46796542,1.1847405,1.194993,1.3706073,0.5842849,0.82564884,0.8582752,1.2418642,1.0851678,0.62559557,1.2987237,1.2247827,0.8442287,0.6611577,1.2303498
hand,0.9046909,1.1408076,1.070841,0.42439306,1.2770628,1.1999552,1.2420149,1.2518778,0.95070153,0.97577626,0.96725756,1.1136043,1.0613999,0.61496013,0.91462386,0.94092506,0.9689044,1.3332384,1.2185588,1.0470958,1.2758881,1.1983387,1.3471413,1.0013497,1.1344051,1.232924,0.49083853,0.8801007,0.9416508,1.0531446,1.2218006,1.0413258,1.0517973,0.99320775,1.3001337,0.98711497,1.0056561,1.1727133,0.9708341,1.3117564,0.8166188,1.0382547,1.0534898,0.7549675,1.0584058,1.0765419,0.7655773,0.6122423,1.23225,1.0776188,0.9300209,0.81795555,0.4300735,0.77795994,0.9401555,0.60938954,0.9037974,1.0182718,1.028018,0.7063676,0.87076706,0.7040067,0.9367715,0.6286586,1.2262926,0.0,1.1550292,1.1657983,1.0430033,1.1196827,0.7649919,0.79719543,1.033065,1.2508113,1.0198603,0.9061129,1.0358176,0.96255994,0.8059633,1.1786308,1.117041,0.79693824,1.1892016,1.101124,1.113196,0.71868837,1.076626,1.2463843,1.0737599,0.9778604,0.7400093,0.7031678,0.74606967,1.078268,1.2625797,1.2110972,1.1339078,1.0199058,0.9085698,1.0818565,0.9812936,1.2679615,1.2252837,1.1496458,1.091607,1.0709044,1.2990721,0.8959923,1.044419,0.97540724,1.0583489,0.9547217,0.6692927,1.2717364,0.64318097,0.89357346,0.97329384,1.0368148,0.9123328,1.179628,1.1278965,1.3253632,0.73465323,1.0699781,0.9387642,0.9046529,1.1360174,1.2267394,0.9856631,0.90843046,0.9090103,1.3887537,0.53000057,0.6291791,0.5914389,1.064782,1.131535,1.0116042,0.99136025,1.2847071,1.104481,1.0191225
hat,1.3870797,0.6398093,1.217355,1.366056,0.6909107,0.746465,0.81434405,0.77168244,1.5688155,1.2798021,1.4157008,0.39537847,1.1682384,1.3683096,1.330657,1.4294636,1.1782429,0.4339441,1.0765724,1.3366874,0.97977996,0.6923149,0.49276674,1.1928076,0.6246606,0.8314446,0.833695,1.2638534,1.2085876,1.1220597,0.8788257,1.3777549,0.9854185,0.83662486,0.88787884,1.2233808,1.3854661,0.4779542,1.3287851,0.582577,1.1233683,1.486065,1.1137918,1.0710632,1.2061284,1.1182623,1.209775,0.75969076,0.6565551,0.96543044,0.9496197,0.9117986,0.6420608,1.108436,1.0685863,0.69057643,0.68327177,1.0849918,1.1990937,1.3904645,0.33541214,1.0160882,0.9172754,0.795053,0.6026048,1.1550292,0.0,0.9268947,1.202771,1.0852631,1.3436477,0.9402451,1.2568113,0.6627182,0.71191233,1.1630452,1.1054826,1.3168683,1.0054561,0.718694,0.7759229,1.0024699,0.801741,0.34640497,0.98332256,0.5463865,0.5644534,0.8147152,1.1707249,1.3227589,1.3631343,1.2956166,1.4647889,1.2523198,0.8754295,0.47478187,0.50392973,0.77148,1.3683845,0.5259824,1.4832168,0.7836567,1.1215138,0.5273146,0.6828998,0.8331649,0.48918527,0.5576914,1.2923126,0.9243754,1.2501194,1.3229767,1.3100708,0.4953286,1.1960406,1.3256972,1.3199272,1.4085824,1.2226398,0.34860456,1.1655774,0.53136945,0.88505995,1.2551827,1.0428133,1.3897163,0.7424101,0.45075142,0.9327372,1.0693727,1.5266773,0.6443082,0.57093084,0.82238185,1.4315767,0.98843217,0.9686948,1.4917252,1.3007617,0.6834946,0.3322239,1.1030033
horse,0.64546967,0.9921863,1.1075009,1.2120078,0.8158043,0.745244,0.8097688,0.99962944,1.1970065,1.0095649,1.1991094,1.0550451,1.1390687,1.1673075,0.89663935,1.169193,0.86358595,0.9746395,1.0432192,1.1007638,0.8044938,1.0781543,1.0012423,0.6382005,1.1745209,0.89502525,1.0684092,1.0560172,1.1550906,0.93931973,0.8643156,1.1949751,1.0427302,1.0088718,0.7932467,1.1876458,0.9589942,0.9615,1.1664346,0.9838787,0.7519599,1.1136179,0.65046835,0.83471847,1.1605102,1.1264696,1.141639,1.091625,1.0079188,0.864015,1.2244334,1.0485561,1.1215726,0.86431646,0.9563238,1.1066626,1.0002263,0.5562896,0.71329856,1.1637658,0.98715097,0.92638457,0.93983006,1.1595427,0.8528662,1.1657983,0.9268947,0.0,1.1677089,0.9753827,1.2525735,1.0808504,1.1099753,1.0033345,1.1564199,1.0185517,1.0037935,1.1570352,0.8542515,1.0396507,0.970127,1.0165203,0.73817986,0.9984409,0.965197,1.0994169,1.0437591,0.9354191,1.1706787,0.9486178,1.2088135,1.2137148,1.0678393,0.98568696,0.8258246,0.97043586,0.93400544,1.0706867,1.0688972,1.0588788,1.0122967,0.8638416,0.945259,0.91664356,0.8086978,0.9143614,0.8612542,1.1474781,1.1236453,0.6811002,1.0117884,0.9873668,1.2141279,0.88759726,1.2233188,1.0909905,1.1375262,1.1893706,1.0043191,0.9703183,1.0198263,1.038448,1.05824,1.0592139,1.0257862,1.0586847,0.9784204,0.80341697,0.94474965,1.2335931,1.1877866,0.9077573,1.0893422,1.0512004,1.1132728,1.040306,0.73975813,1.1294436,1.1147383,1.0664425,1.0549258,1.0655878
jacket,0.9036503,1.2524995,1.2648858,0.6272419,1.2277374,1.3173645,1.278854,1.1453451,0.6639296,0.6698945,0.29037845,1.054428,0.7649908,0.7043899,0.78910583,0.23291898,1.0283563,1.2596862,1.3216152,0.9135787,1.2346631,1.1298105,1.292185,1.0301923,1.0975316,1.0395447,1.3176987,0.62352484,0.7389884,1.1017704,1.0325339,0.57181996,1.2648265,1.0829272,1.262831,0.47681165,1.1475569,1.3254732,0.5586147,1.3766389,1.0996504,1.0499423,0.9379117,0.9657248,0.7275524,0.93667305,0.63100517,1.1995435,1.4164207,0.8106375,1.0081172,0.91832393,1.2374761,1.2282628,0.82168376,1.2153572,1.342797,1.190091,0.9850249,1.0201113,1.2413052,0.897907,1.4204743,0.897796,1.2686212,1.0430033,1.202771,1.1677089,0.0,1.2358116,0.46204388,1.2483087,0.8348525,1.1733327,1.114462,1.0069509,1.2302994,0.96304834,0.9071707,1.1443989,1.0823857,1.2588115,1.2733985,1.2829003,0.8980855,1.1593666,1.2381362,1.4214618,0.6708909,0.91562575,0.4323268,0.46810442,0.84297633,0.97144306,1.2314959,1.2610848,1.3062751,1.2175431,0.90149367,0.9337139,1.0421509,1.1504636,1.269391,1.2837427,1.0495156,0.8984011,1.2316401,1.2301304,0.7810857,0.8972374,1.2624615,1.0672477,0.54146194,1.1681666,0.5612613,1.2115448,0.5794248,0.8455262,0.70232403,1.2822564,0.71893775,1.1654243,1.1293448,1.2715485,1.3195412,1.0410587,1.2506328,1.2905159,0.87495446,0.4336552,0.6626659,1.3924341,1.2508183,1.35991,1.0658216,0.71751326,1.2736976,0.8716136,0.8888494,1.1106532,1.2695584,0.78625023
